@relation '20180909_h3c_bzr-weka.filters.unsupervised.attribute.Remove-R1,3,7-21,24-89-weka.filters.unsupervised.attribute.Remove-R1,3-6,236-464-weka.filters.unsupervised.attribute.Reorder-R2-230,1'

@attribute r.d_tourismus_new numeric
@attribute r.d_vergnuegung_new numeric
@attribute r.d_sport_und_erholung_new numeric
@attribute r.d_public_service_new numeric
@attribute r.d_buero_new numeric
@attribute r.d_mobilitaet_new numeric
@attribute r.d_sonstiges_new numeric
@attribute r.d_gastronomie_new numeric
@attribute r.d_religion_new numeric
@attribute r.d_oeffentlicher_raum_new numeric
@attribute r.d_dienstleistung_new numeric
@attribute r.d_waren_new numeric
@attribute r.d_leerstand_new numeric
@attribute r.c_uebernachtung_new numeric
@attribute r.c_sehenswuerdigkeit_new numeric
@attribute r.c_kultur_new numeric
@attribute r.c_info_new numeric
@attribute r.c_sport_new numeric
@attribute r.c_erholung_new numeric
@attribute r.c_zwielicht_new numeric
@attribute r.c_bildung_new numeric
@attribute r.c_buero_new numeric
@attribute r.c_individual_new numeric
@attribute r.c_hipster_new numeric
@attribute r.c_sicherheit_new numeric
@attribute r.c_sonstiges_new numeric
@attribute r.c_ausgehen_new numeric
@attribute r.c_gaststaetten_new numeric
@attribute r.c_sozial_new numeric
@attribute r.c_cafe_new numeric
@attribute r.c_religioese_gebaeude_new numeric
@attribute r.c_post_new numeric
@attribute r.c_gesundheit_new numeric
@attribute r.c_wc_new numeric
@attribute r.c_bank_new numeric
@attribute r.c_telefon_new numeric
@attribute r.c_recycling_new numeric
@attribute r.c_parkbank_new numeric
@attribute r.c_briefe_und_pakete_new numeric
@attribute r.c_friedhof_new numeric
@attribute r.c_automaten_new numeric
@attribute r.c_oepnv_new numeric
@attribute r.c_restaurant_new numeric
@attribute r.c_fast_food_new numeric
@attribute r.c_friseur_new numeric
@attribute r.c_essen_und_trinken_new numeric
@attribute r.c_kleidung_new numeric
@attribute r.c_sonstige_waren_new numeric
@attribute r.c_werkstatt_new numeric
@attribute r.c_kosmetik_und_beauty_new numeric
@attribute r.c_medical_new numeric
@attribute r.c_print_new numeric
@attribute r.c_massage_new numeric
@attribute r.c_drogerie_new numeric
@attribute r.c_reisen_new numeric
@attribute r.c_technik_new numeric
@attribute r.c_spielzeug_und_geschenke_new numeric
@attribute r.c_waescherei_new numeric
@attribute r.c_kunst_new numeric
@attribute r.c_beerdigung_new numeric
@attribute r.c_handwerk_new numeric
@attribute r.c_leerstand_new numeric
@attribute r.c_sonstiger_shop_new numeric
@attribute r.c_sonstiges_gebaeude_new numeric
@attribute r.c_sonstiges_gelaende_new numeric
@attribute r.c_sonstiges_tourismus_new numeric
@attribute r.t_hostel_new numeric
@attribute r.t_hotel_new numeric
@attribute r.t_sonstige_new numeric
@attribute r.t_kunstwerk_new numeric
@attribute r.t_kunstzentrum_new numeric
@attribute r.t_gallerie_new numeric
@attribute r.t_info_new numeric
@attribute r.t_museum_new numeric
@attribute r.t_aussichtspunkt_new numeric
@attribute r.t_zoo_new numeric
@attribute r.t_schwimmen_new numeric
@attribute r.t_basketball_new numeric
@attribute r.t_fussball_new numeric
@attribute r.t_sportzentrum_new numeric
@attribute r.t_tischtennis_new numeric
@attribute r.t_sauna_new numeric
@attribute r.t_tennis_new numeric
@attribute r.t_kampfsport_new numeric
@attribute r.t_fitnesszentrum_new numeric
@attribute r.t_spielplatz_new numeric
@attribute r.t_wassersport_new numeric
@attribute r.t_spielothek_new numeric
@attribute r.t_sonstige_sportarten_new numeric
@attribute r.t_kindergarten_new numeric
@attribute r.t_buero_new numeric
@attribute r.t_tankstelle_new numeric
@attribute r.t_coworking_space_new numeric
@attribute r.t_universitaet_new numeric
@attribute r.t_poilzei_new numeric
@attribute r.t_feuerwehr_new numeric
@attribute r.t_kita_new numeric
@attribute r.t_hoehere_schule_new numeric
@attribute r.t_wochenmarkt_new numeric
@attribute r.t_kino_new numeric
@attribute r.t_biergarten_new numeric
@attribute r.t_autovermietung_new numeric
@attribute r.t_buecherei_new numeric
@attribute r.t_nachbarschaftszentrum_new numeric
@attribute r.t_theater_new numeric
@attribute r.t_eisdiele_new numeric
@attribute r.t_nachtclub_new numeric
@attribute r.t_kirche_new numeric
@attribute r.t_moschee_new numeric
@attribute r.t_sonstige_tempel_new numeric
@attribute r.t_schule_new numeric
@attribute r.t_bordell_new numeric
@attribute r.t_post_filiale_new numeric
@attribute r.t_sozialeinrichtung_new numeric
@attribute r.t_ladestation_new numeric
@attribute r.t_zahnarzt_new numeric
@attribute r.t_fahrradverleih_new numeric
@attribute r.t_fahrschule_new numeric
@attribute r.t_tierarzt_new numeric
@attribute r.t_botschaft_new numeric
@attribute r.t_taxistand_new numeric
@attribute r.t_wc_new numeric
@attribute r.t_bankfiliale_new numeric
@attribute r.t_arzt_new numeric
@attribute r.t_parkplatz_new numeric
@attribute r.t_bar_new numeric
@attribute r.t_apotheke_new numeric
@attribute r.t_pub_new numeric
@attribute r.t_telefon_new numeric
@attribute r.t_kaffee_new numeric
@attribute r.t_sonstige_cafes_new numeric
@attribute r.t_fahrrad_parkplatz_new numeric
@attribute r.t_muelleimer_new numeric
@attribute r.t_parkbank_new numeric
@attribute r.t_krankenhaus_new numeric
@attribute r.t_klinik_new numeric
@attribute r.t_geldautomat_new numeric
@attribute r.t_briefkasten_new numeric
@attribute r.t_friedhof_new numeric
@attribute r.t_musikschule_new numeric
@attribute r.t_paketautomat_new numeric
@attribute r.t_sonstige_automaten_new numeric
@attribute r.t_fahrscheinautomat_new numeric
@attribute r.t_parkticketautomat_new numeric
@attribute r.t_kotbeutelautomat_new numeric
@attribute r.t_zigarettenautomat_new numeric
@attribute r.t_suessigkeitenautomat_new numeric
@attribute r.t_briefmarkenautomat_new numeric
@attribute r.t_kondomautomat_new numeric
@attribute r.t_getraenke_und_suessigkeitenautomat_new numeric
@attribute r.t_getraenkeautomat_new numeric
@attribute r.t_grillplatz_new numeric
@attribute r.t_glascontainer_new numeric
@attribute r.t_glas__und_kleidungscontainer_new numeric
@attribute r.t_kleidungscontainer_new numeric
@attribute r.t_sonstige_container_new numeric
@attribute r.t_restaurant_italiener_new numeric
@attribute r.t_restaurant_deutsch_new numeric
@attribute r.t_restaurant_indisch_new numeric
@attribute r.t_restaurant_asiatisch_new numeric
@attribute r.t_restaurant_sushi_new numeric
@attribute r.t_restaurant_griechisch_new numeric
@attribute r.t_restaurant_steakhouse_new numeric
@attribute r.t_restaurant_international_new numeric
@attribute r.t_restaurant_tuerkisch_new numeric
@attribute r.t_fastfood_kebap_new numeric
@attribute r.t_fastfood_burger_new numeric
@attribute r.t_fastfood_asiatisch_new numeric
@attribute r.t_fastfood_pizza_new numeric
@attribute r.t_fastfood_pommesbude_new numeric
@attribute r.t_fast_food_sonstiges_new numeric
@attribute r.t_restaurant_sonstiges_new numeric
@attribute r.t_friseur_new numeric
@attribute r.t_baeckerei_new numeric
@attribute r.t_kleidung_new numeric
@attribute r.t_supermarkt_new numeric
@attribute r.t_kiosk_new numeric
@attribute r.t_florist_new numeric
@attribute r.t_fahrrad_new numeric
@attribute r.t_kosmetik_und_beauty_new numeric
@attribute r.t_optiker_new numeric
@attribute r.t_schuhe_new numeric
@attribute r.t_buecher_new numeric
@attribute r.t_massage_new numeric
@attribute r.t_schmuck_new numeric
@attribute r.t_autoreperatur_new numeric
@attribute r.t_drogerie_new numeric
@attribute r.t_reisen_new numeric
@attribute r.t_mobilfunk_new numeric
@attribute r.t_moebel_new numeric
@attribute r.t_getraenke_new numeric
@attribute r.t_feinkost_new numeric
@attribute r.t_elektronik_new numeric
@attribute r.t_boutique_new numeric
@attribute r.t_autohaus_new numeric
@attribute r.t_spirituosen_new numeric
@attribute r.t_geschenke_new numeric
@attribute r.t_postenmarkt_new numeric
@attribute r.t_schlachter_new numeric
@attribute r.t_waescherei_new numeric
@attribute r.t_computer_new numeric
@attribute r.t_spielzeug_new numeric
@attribute r.t_copyshop_new numeric
@attribute r.t_schneider_new numeric
@attribute r.t_foto_new numeric
@attribute r.t_kunst_new numeric
@attribute r.t_suessigkeiten_new numeric
@attribute r.t_dekoration_new numeric
@attribute r.t_reinigung_new numeric
@attribute r.t_beerdigung_new numeric
@attribute r.t_sport_new numeric
@attribute r.t_zoofachgeschaeft_new numeric
@attribute r.t_textilgeschaeft_new numeric
@attribute r.t_hoergeraete_new numeric
@attribute r.t_baumarkt_new numeric
@attribute r.t_leerstand_new numeric
@attribute r.t_medical_new numeric
@attribute r.t_second_hand_new numeric
@attribute r.t_zeitung_new numeric
@attribute r.t_eisenwarenhandlung_new numeric
@attribute r.t_sonstiger_shop_new numeric
@attribute r.t_baudenkmal_new numeric
@attribute r.t_haltestelle_new numeric
@attribute r.t_sonstiges_gebaeude_new numeric
@attribute r.t_sonstiges_gelaende_new numeric
@attribute r.t_sonstiges_denkmal_new numeric
@attribute r.t_sonstiges_tourismus_new numeric
@attribute r.t_sonstiges_sport_new numeric
@attribute r.t_sonstiges_erholung_new numeric
@attribute r.dynamik_klasse_prj_bi {positiv,negativ}

@data
0,0,0,0,0.056417,3.836389,0,0.169252,0,1.241185,0.112835,0.22567,0.056417,0,0,0,0,0,0,0,0,0.056417,0.056417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22567,0.789845,0.056417,0,0,3.779972,0.169252,0,0.056417,0.112835,0.056417,0,0,0,0,0,0.056417,0,0,0,0,0,0,0,0,0.056417,0.056417,0.169252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056417,0,0,0,0,0,0,0,0,0,0,0.056417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056417,0.789845,0,0,0,0.056417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169252,0,0,0,0.056417,0.056417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056417,0.056417,0.056417,0.056417,0.056417,0,0,0,0,0,0,0,0.056417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056417,0,0,0,0,0.056417,0,3.779972,0.169252,0,0,0,0,0,positiv
0.028322,0.141611,0.113289,0.396511,0.056644,2.010876,0,0.283222,0,0.934632,0.141611,1.16121,0.028322,0,0,0,0,0.056644,0.056644,0.028322,0.028322,0.056644,0.141611,0,0,0.056644,0,0.113289,0.084967,0.084967,0,0.056644,0.169933,0.056644,0.056644,0,0.2549,0.113289,0.056644,0,0,1.869265,0.056644,0.141611,0.113289,0.2549,0.2549,0.169933,0.028322,0,0,0.056644,0.028322,0.028322,0,0.141611,0,0,0.028322,0,0,0.028322,0.198255,0.396511,0,0.028322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056644,0,0,0,0,0.028322,0,0,0,0.028322,0.056644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028322,0,0,0,0,0,0.028322,0.056644,0.084967,0,0.028322,0,0.028322,0.028322,0,0,0.056644,0.056644,0.028322,0,0.084967,0.084967,0.028322,0,0.028322,0.028322,0.141611,0.141611,0.113289,0,0,0,0.056644,0,0.028322,0,0,0,0,0,0,0,0,0,0,0,0,0.113289,0,0,0,0.028322,0,0,0,0,0.028322,0,0,0,0,0.028322,0,0.028322,0,0.084967,0,0.113289,0.084967,0.141611,0.056644,0.028322,0,0.028322,0,0,0.056644,0.056644,0.028322,0.028322,0,0.028322,0,0.084967,0,0,0,0.056644,0.028322,0,0.056644,0,0.028322,0.028322,0,0,0,0,0,0.028322,0,0,0.084967,0,0,0,0,0.028322,0,0,0.028322,0,0.028322,0,0,0.198255,0,1.869265,0.396511,0,0,0.028322,0,0.028322,positiv
0.058285,0.145713,0.11657,0.262284,0,1.282275,0,0.11657,0.029143,0.378854,0.145713,0.67028,0,0.029143,0,0,0.029143,0,0.11657,0,0.087428,0,0.087428,0,0,0,0,0.145713,0.058285,0.029143,0.029143,0,0,0,0.11657,0,0.11657,0,0.11657,0,0,1.194848,0.058285,0.029143,0.087428,0.262284,0.029143,0.058285,0.11657,0,0.058285,0.029143,0.029143,0,0.029143,0,0,0,0,0,0,0,0.11657,0.145713,0,0,0,0,0.029143,0,0,0,0.029143,0,0,0,0,0,0,0,0,0,0,0,0,0.11657,0,0,0,0.058285,0,0,0,0,0,0,0,0,0,0,0.029143,0,0,0,0,0,0,0.029143,0,0,0.029143,0,0,0.058285,0,0,0,0,0,0,0,0,0,0,0,0.058285,0,0.058285,0,0,0.029143,0.087428,0.029143,0,0,0,0.11657,0.11657,0,0,0,0,0.11657,0,0,0,0,0,0,0,0,0,0.058285,0.029143,0,0,0.029143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029143,0.029143,0.087428,0.058285,0,0.087428,0.087428,0.058285,0.029143,0,0.029143,0,0,0.029143,0,0.058285,0,0.029143,0,0,0,0,0,0,0.029143,0,0,0,0.029143,0,0,0,0.029143,0.029143,0,0,0,0,0,0,0,0,0,0,0,0,0.029143,0,0,0,0.11657,0,1.078277,0.145713,0,0,0,0,0,positiv
0.160385,0.133654,0.080192,0.187116,0.080192,1.737503,0,0.32077,0.053462,0.267308,0.240577,0.400962,0,0.106923,0.026731,0.053462,0,0.026731,0.053462,0.026731,0.053462,0.080192,0.053462,0,0,0,0.026731,0.026731,0,0.026731,0.053462,0,0.053462,0.080192,0.080192,0.026731,0.080192,0,0,0,0,1.684042,0.160385,0.133654,0.133654,0.106923,0.053462,0.106923,0.026731,0.026731,0,0.026731,0.080192,0,0,0.026731,0,0,0,0,0,0,0.053462,0.080192,0,0.026731,0.026731,0.053462,0.026731,0.026731,0,0.053462,0,0,0,0,0,0,0,0,0.026731,0,0,0,0,0,0,0,0,0.026731,0.080192,0,0,0,0,0,0.026731,0,0,0.026731,0,0.026731,0,0,0,0.026731,0,0.026731,0,0.026731,0,0.026731,0,0,0,0,0,0,0,0,0,0.080192,0.026731,0.053462,0,0,0,0.026731,0.026731,0,0,0.026731,0.053462,0,0,0,0.053462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026731,0,0,0.026731,0.026731,0,0,0,0,0,0,0.026731,0.053462,0.026731,0,0,0,0.053462,0.080192,0.133654,0.026731,0.053462,0.080192,0,0.026731,0,0.026731,0,0,0,0.080192,0.026731,0.026731,0,0,0.026731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026731,0,0,0,0,0,0,0,0,0,0.053462,0,0,0,0,0,0,0,0.053462,0,1.684042,0.080192,0,0,0.026731,0,0.053462,positiv
0.130916,0.130916,0,0.196374,0,3.011062,0,0.065458,0,0.130916,0,0.327289,0,0.065458,0.065458,0,0,0,0,0.065458,0.065458,0,0.261832,0,0,0,0,0.065458,0,0,0,0,0.065458,0,0.065458,0,0.065458,0,0,0,0,2.749231,0.065458,0,0,0.065458,0,0.196374,0,0,0,0,0,0,0,0,0,0,0,0,0.065458,0,0,0.065458,0,0,0.065458,0,0,0.065458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065458,0,0.130916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065458,0,0,0,0,0,0,0,0,0,0,0.065458,0,0,0.065458,0.065458,0,0,0,0,0.130916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065458,0,0,0,0.065458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065458,0,0,0,0,0,0,0,0.065458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065458,0,0,0,0,0,0,0,0.065458,0,0,2.749231,0.065458,0,0,0,0,0,positiv
0.194492,0.155594,0.155594,0.427882,0.23339,1.439241,0,0.816866,0.038898,1.555936,0.388984,1.711529,0,0.155594,0,0.038898,0.038898,0.116695,0.038898,0,0.038898,0.23339,0.311187,0,0,0.116695,0,0.116695,0.077797,0.155594,0.038898,0,0.116695,0.038898,0.077797,0,0.544578,0.505679,0.038898,0,0.038898,1.128054,0.505679,0.155594,0.194492,0.583476,0.116695,0.155594,0.077797,0.077797,0,0,0.116695,0,0,0.077797,0,0,0,0,0,0,0.700171,0.388984,0,0,0,0.116695,0.038898,0,0,0,0.038898,0,0,0,0,0,0,0,0,0,0,0,0.038898,0,0,0,0.077797,0,0.23339,0,0,0,0,0,0.038898,0,0,0,0,0.038898,0,0.038898,0.038898,0.038898,0,0.038898,0,0,0,0,0,0.038898,0.038898,0,0.077797,0.077797,0.038898,0,0,0.038898,0,0.077797,0,0.116695,0,0,0,0,0.116695,0,0.272289,0.505679,0,0,0.077797,0.038898,0,0.038898,0,0.038898,0,0.155594,0,0,0,0,0,0,0,0,0.038898,0,0,0.23339,0,0.077797,0.038898,0.194492,0,0.038898,0,0.038898,0.038898,0.038898,0,0.038898,0,0,0.077797,0.077797,0.194492,0.155594,0.038898,0.116695,0.194492,0.077797,0.077797,0.077797,0,0,0,0.116695,0,0,0,0,0.077797,0.038898,0.038898,0.038898,0,0,0,0,0,0.038898,0,0,0,0,0,0.077797,0,0,0.038898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700171,0,1.128054,0.388984,0,0,0,0,0.038898,negativ
0.073695,0.073695,0.073695,0.184237,0.147389,1.179115,0,0.257931,0,0.626405,0.036847,0.515863,0,0.036847,0,0,0.036847,0.036847,0.036847,0,0,0.147389,0.147389,0,0,0,0,0.073695,0,0.036847,0,0,0.110542,0,0.073695,0.073695,0.147389,0,0.036847,0,0.073695,1.031726,0.184237,0.036847,0.036847,0.110542,0.036847,0.073695,0.073695,0,0.036847,0,0,0,0,0.036847,0,0,0,0,0,0,0.147389,0.294779,0,0,0,0,0.036847,0,0,0,0.036847,0,0,0,0,0,0,0,0.036847,0,0,0,0,0.036847,0,0,0,0,0.147389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110542,0,0.036847,0,0.036847,0,0,0,0,0.036847,0,0.036847,0.036847,0.036847,0.073695,0,0.036847,0,0,0,0,0,0.073695,0.036847,0,0,0,0,0.073695,0,0,0,0.073695,0,0,0,0,0,0.073695,0.036847,0,0.036847,0,0.036847,0,0.073695,0,0,0,0.036847,0,0.036847,0,0,0,0,0,0.036847,0.036847,0.036847,0.036847,0.036847,0.036847,0.036847,0.073695,0,0.036847,0,0,0,0,0,0,0,0,0,0,0,0.036847,0,0,0,0,0,0,0,0.036847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147389,0,0.958031,0.294779,0,0,0,0,0,positiv
0.044407,0.444069,0,0.355256,0.088814,0.488476,0,1.820685,0,0.710511,0.222035,1.287801,0,0,0,0,0,0,0,0,0.044407,0.088814,0.044407,0,0,0,0,0.444069,0,0.399663,0,0,0.088814,0,0.222035,0,0.310849,0,0,0,0,0.444069,1.154581,0.266442,0.088814,0.310849,0.222035,0.088814,0.044407,0,0,0.088814,0.088814,0,0,0.177628,0.088814,0.044407,0.044407,0,0.044407,0,0.177628,0.399663,0,0.044407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044407,0.088814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088814,0,0,0,0,0,0,0,0,0.044407,0,0,0,0,0,0,0,0,0.044407,0,0.266442,0.044407,0.177628,0,0.044407,0.266442,0,0.222035,0,0,0,0.222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044407,0,0.044407,0,0.133221,0.044407,0.044407,0.088814,0.088814,0,0,0.044407,0.044407,0.044407,0.088814,0,0.044407,0,0.088814,0.666104,0.088814,0,0.044407,0.133221,0.088814,0,0.044407,0,0,0,0.044407,0.088814,0,0,0,0,0.044407,0.044407,0,0.044407,0.133221,0.044407,0,0.044407,0.044407,0,0,0.044407,0,0.044407,0.044407,0.088814,0.044407,0,0,0,0,0,0,0,0.044407,0,0.044407,0,0,0.044407,0,0,0.177628,0,0.444069,0.399663,0,0,0.044407,0,0,positiv
0.037487,0.037487,0.224921,0.337382,0.224921,1.761883,0,0.112461,0,2.39916,0.074974,0.487329,0,0,0,0,0,0.074974,0.149948,0,0.224921,0.224921,0.224921,0,0,0,0.037487,0,0.037487,0,0,0,0.074974,0.037487,0,0.037487,1.461988,0.487329,0.037487,0,0.037487,1.536962,0,0.112461,0.037487,0.299895,0.037487,0.037487,0.037487,0.037487,0,0.037487,0,0,0,0,0,0,0,0,0.037487,0,0,0.299895,0,0.037487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037487,0.037487,0,0,0,0,0.074974,0,0,0,0.224921,0.224921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037487,0,0,0,0,0,0,0.037487,0.037487,0.037487,0,0,0,0,0,0.037487,0,0.037487,0.037487,0,0,0,0.037487,0,0,0.074974,1.349528,0.487329,0,0,0,0.037487,0,0,0,0.037487,0.074974,0.074974,0,0,0,0,0,0,0,0,0.074974,0,0,0.037487,0,0,0,0,0,0,0,0,0,0,0.074974,0,0,0.037487,0,0,0.037487,0.224921,0.037487,0,0.037487,0,0,0.037487,0,0,0,0,0,0.037487,0,0,0,0,0.037487,0,0,0,0,0,0,0,0,0,0,0,0.037487,0,0,0,0,0,0,0,0,0.037487,0,0,0.037487,0,0,0,0,0,0,0,1.461988,0.299895,0,0,0.037487,0,0.074974,positiv
0.227428,0.795997,0.265332,0.833902,0.379046,1.06133,0,2.274278,0,1.591995,0.49276,2.994466,0.037905,0.227428,0,0.113714,0,0.037905,0.227428,0.037905,0.113714,0.379046,0.341142,0,0,0.075809,0.075809,0.568569,0.037905,0.265332,0,0,0.303237,0.037905,0.303237,0,0.075809,0.416951,0.075809,0,0,0.720188,1.629899,0.379046,0.265332,0.758093,0.530665,0.530665,0.113714,0.113714,0,0.151619,0.075809,0,0,0.037905,0.113714,0.037905,0.075809,0,0.075809,0.037905,0.606474,0.98552,0,0,0.037905,0.151619,0.037905,0,0.037905,0.037905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189523,0,0,0.037905,0.075809,0.379046,0,0,0,0,0,0,0,0,0,0,0,0.037905,0,0.037905,0.151619,0.075809,0,0,0,0,0.037905,0,0.037905,0.037905,0.113714,0.189523,0,0,0,0,0.037905,0,0.151619,0.037905,0.341142,0.037905,0.227428,0,0,0.113714,0.037905,0,0.416951,0,0,0.303237,0.075809,0,0.075809,0,0,0,0.037905,0,0,0,0,0,0,0,0,0.075809,0,0,0,0.227428,0.227428,0.075809,0.303237,0.075809,0,0.037905,0,0.037905,0.037905,0.189523,0,0,0.037905,0.113714,0.644379,0.265332,0.151619,0.303237,0.113714,0.303237,0.075809,0.075809,0.113714,0,0.113714,0.151619,0.075809,0.075809,0.037905,0,0,0.037905,0.189523,0,0.075809,0,0.075809,0,0.037905,0.075809,0,0.037905,0.037905,0,0.037905,0,0,0,0.075809,0.037905,0.151619,0,0,0,0,0.037905,0,0.037905,0.037905,0,0.037905,0,0.037905,0.606474,0,0.720188,0.98552,0,0,0,0,0.037905,negativ
0.09192,0.21448,0.03064,0.306401,0.18384,0.827282,0,0.490241,0,0.551521,0.18384,0.766002,0,0.09192,0,0,0,0,0.03064,0,0.03064,0.18384,0.1532,0,0,0.03064,0,0.21448,0,0.03064,0,0,0.18384,0.03064,0.06128,0,0.245121,0.03064,0.06128,0,0,0.674082,0.398321,0.06128,0.03064,0.367681,0.09192,0.06128,0.03064,0,0,0.06128,0.06128,0.09192,0.03064,0,0,0.06128,0.03064,0,0,0,0.03064,0.18384,0,0,0,0.06128,0.03064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03064,0.18384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06128,0.09192,0.06128,0.03064,0,0,0,0.03064,0.03064,0.03064,0,0.09192,0.06128,0.12256,0,0,0.03064,0.03064,0.18384,0.03064,0,0,0.03064,0.06128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06128,0,0,0,0.12256,0.06128,0,0.03064,0,0,0,0,0,0,0,0,0.03064,0,0.03064,0.18384,0.03064,0.09192,0.03064,0.09192,0.1532,0,0.03064,0,0,0.03064,0.06128,0.06128,0,0,0.09192,0.03064,0,0,0.03064,0,0,0,0,0,0,0,0,0.06128,0,0,0,0,0,0.03064,0,0,0,0,0.03064,0,0.06128,0,0,0,0,0,0,0,0.03064,0,0.674082,0.18384,0,0,0,0,0.03064,positiv
0.050738,0.050738,0.152215,0.101476,0.101476,2.739865,0,0.101476,0,0.659597,0,0.050738,0,0,0.050738,0,0,0.050738,0.101476,0,0,0.101476,0,0,0,0,0.050738,0,0,0.050738,0,0,0.101476,0.050738,0,0.050738,0.101476,0.202953,0.202953,0,0,2.739865,0.050738,0,0,0,0,0,0,0,0,0.050738,0,0,0,0,0,0,0,0,0,0,0,0.050738,0,0,0,0,0,0.050738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101476,0,0,0.050738,0,0.101476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050738,0,0,0,0,0,0,0,0,0.050738,0,0,0,0,0,0.050738,0,0,0,0,0.050738,0,0.050738,0,0.050738,0,0.101476,0.202953,0,0,0,0.152215,0,0,0.050738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050738,0,0,0,0,0,0,0,0,0,0,0.050738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739865,0.050738,0,0,0,0,0,positiv
0,0,0,0.077634,0.155267,3.726419,0,0.077634,0,1.475041,0,0,0,0,0,0,0,0,0,0,0.077634,0.155267,1.009238,0,0,0,0,0,0,0,0,0,0,0.155267,0,0.077634,0.232901,0.931605,0,0,0.077634,2.71718,0.077634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077634,0.155267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155267,0,0,0,0,0,0,0.077634,0,0,1.009238,0.232901,0.931605,0,0,0,0,0,0,0,0,0.155267,0,0,0,0,0,0.077634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.561913,0,0,0,0,0,0,negativ
