@relation '20180909_h3c_bzr-weka.filters.unsupervised.attribute.Remove-R1,3,7-21,24-89-weka.filters.unsupervised.attribute.Remove-R1,3-6,236-464-weka.filters.unsupervised.attribute.Reorder-R2-230,1'

@attribute r.d_tourismus_new numeric
@attribute r.d_vergnuegung_new numeric
@attribute r.d_sport_und_erholung_new numeric
@attribute r.d_public_service_new numeric
@attribute r.d_buero_new numeric
@attribute r.d_mobilitaet_new numeric
@attribute r.d_sonstiges_new numeric
@attribute r.d_gastronomie_new numeric
@attribute r.d_religion_new numeric
@attribute r.d_oeffentlicher_raum_new numeric
@attribute r.d_dienstleistung_new numeric
@attribute r.d_waren_new numeric
@attribute r.d_leerstand_new numeric
@attribute r.c_uebernachtung_new numeric
@attribute r.c_sehenswuerdigkeit_new numeric
@attribute r.c_kultur_new numeric
@attribute r.c_info_new numeric
@attribute r.c_sport_new numeric
@attribute r.c_erholung_new numeric
@attribute r.c_zwielicht_new numeric
@attribute r.c_bildung_new numeric
@attribute r.c_buero_new numeric
@attribute r.c_individual_new numeric
@attribute r.c_hipster_new numeric
@attribute r.c_sicherheit_new numeric
@attribute r.c_sonstiges_new numeric
@attribute r.c_ausgehen_new numeric
@attribute r.c_gaststaetten_new numeric
@attribute r.c_sozial_new numeric
@attribute r.c_cafe_new numeric
@attribute r.c_religioese_gebaeude_new numeric
@attribute r.c_post_new numeric
@attribute r.c_gesundheit_new numeric
@attribute r.c_wc_new numeric
@attribute r.c_bank_new numeric
@attribute r.c_telefon_new numeric
@attribute r.c_recycling_new numeric
@attribute r.c_parkbank_new numeric
@attribute r.c_briefe_und_pakete_new numeric
@attribute r.c_friedhof_new numeric
@attribute r.c_automaten_new numeric
@attribute r.c_oepnv_new numeric
@attribute r.c_restaurant_new numeric
@attribute r.c_fast_food_new numeric
@attribute r.c_friseur_new numeric
@attribute r.c_essen_und_trinken_new numeric
@attribute r.c_kleidung_new numeric
@attribute r.c_sonstige_waren_new numeric
@attribute r.c_werkstatt_new numeric
@attribute r.c_kosmetik_und_beauty_new numeric
@attribute r.c_medical_new numeric
@attribute r.c_print_new numeric
@attribute r.c_massage_new numeric
@attribute r.c_drogerie_new numeric
@attribute r.c_reisen_new numeric
@attribute r.c_technik_new numeric
@attribute r.c_spielzeug_und_geschenke_new numeric
@attribute r.c_waescherei_new numeric
@attribute r.c_kunst_new numeric
@attribute r.c_beerdigung_new numeric
@attribute r.c_handwerk_new numeric
@attribute r.c_leerstand_new numeric
@attribute r.c_sonstiger_shop_new numeric
@attribute r.c_sonstiges_gebaeude_new numeric
@attribute r.c_sonstiges_gelaende_new numeric
@attribute r.c_sonstiges_tourismus_new numeric
@attribute r.t_hostel_new numeric
@attribute r.t_hotel_new numeric
@attribute r.t_sonstige_new numeric
@attribute r.t_kunstwerk_new numeric
@attribute r.t_kunstzentrum_new numeric
@attribute r.t_gallerie_new numeric
@attribute r.t_info_new numeric
@attribute r.t_museum_new numeric
@attribute r.t_aussichtspunkt_new numeric
@attribute r.t_zoo_new numeric
@attribute r.t_schwimmen_new numeric
@attribute r.t_basketball_new numeric
@attribute r.t_fussball_new numeric
@attribute r.t_sportzentrum_new numeric
@attribute r.t_tischtennis_new numeric
@attribute r.t_sauna_new numeric
@attribute r.t_tennis_new numeric
@attribute r.t_kampfsport_new numeric
@attribute r.t_fitnesszentrum_new numeric
@attribute r.t_spielplatz_new numeric
@attribute r.t_wassersport_new numeric
@attribute r.t_spielothek_new numeric
@attribute r.t_sonstige_sportarten_new numeric
@attribute r.t_kindergarten_new numeric
@attribute r.t_buero_new numeric
@attribute r.t_tankstelle_new numeric
@attribute r.t_coworking_space_new numeric
@attribute r.t_universitaet_new numeric
@attribute r.t_poilzei_new numeric
@attribute r.t_feuerwehr_new numeric
@attribute r.t_kita_new numeric
@attribute r.t_hoehere_schule_new numeric
@attribute r.t_wochenmarkt_new numeric
@attribute r.t_kino_new numeric
@attribute r.t_biergarten_new numeric
@attribute r.t_autovermietung_new numeric
@attribute r.t_buecherei_new numeric
@attribute r.t_nachbarschaftszentrum_new numeric
@attribute r.t_theater_new numeric
@attribute r.t_eisdiele_new numeric
@attribute r.t_nachtclub_new numeric
@attribute r.t_kirche_new numeric
@attribute r.t_moschee_new numeric
@attribute r.t_sonstige_tempel_new numeric
@attribute r.t_schule_new numeric
@attribute r.t_bordell_new numeric
@attribute r.t_post_filiale_new numeric
@attribute r.t_sozialeinrichtung_new numeric
@attribute r.t_ladestation_new numeric
@attribute r.t_zahnarzt_new numeric
@attribute r.t_fahrradverleih_new numeric
@attribute r.t_fahrschule_new numeric
@attribute r.t_tierarzt_new numeric
@attribute r.t_botschaft_new numeric
@attribute r.t_taxistand_new numeric
@attribute r.t_wc_new numeric
@attribute r.t_bankfiliale_new numeric
@attribute r.t_arzt_new numeric
@attribute r.t_parkplatz_new numeric
@attribute r.t_bar_new numeric
@attribute r.t_apotheke_new numeric
@attribute r.t_pub_new numeric
@attribute r.t_telefon_new numeric
@attribute r.t_kaffee_new numeric
@attribute r.t_sonstige_cafes_new numeric
@attribute r.t_fahrrad_parkplatz_new numeric
@attribute r.t_muelleimer_new numeric
@attribute r.t_parkbank_new numeric
@attribute r.t_krankenhaus_new numeric
@attribute r.t_klinik_new numeric
@attribute r.t_geldautomat_new numeric
@attribute r.t_briefkasten_new numeric
@attribute r.t_friedhof_new numeric
@attribute r.t_musikschule_new numeric
@attribute r.t_paketautomat_new numeric
@attribute r.t_sonstige_automaten_new numeric
@attribute r.t_fahrscheinautomat_new numeric
@attribute r.t_parkticketautomat_new numeric
@attribute r.t_kotbeutelautomat_new numeric
@attribute r.t_zigarettenautomat_new numeric
@attribute r.t_suessigkeitenautomat_new numeric
@attribute r.t_briefmarkenautomat_new numeric
@attribute r.t_kondomautomat_new numeric
@attribute r.t_getraenke_und_suessigkeitenautomat_new numeric
@attribute r.t_getraenkeautomat_new numeric
@attribute r.t_grillplatz_new numeric
@attribute r.t_glascontainer_new numeric
@attribute r.t_glas__und_kleidungscontainer_new numeric
@attribute r.t_kleidungscontainer_new numeric
@attribute r.t_sonstige_container_new numeric
@attribute r.t_restaurant_italiener_new numeric
@attribute r.t_restaurant_deutsch_new numeric
@attribute r.t_restaurant_indisch_new numeric
@attribute r.t_restaurant_asiatisch_new numeric
@attribute r.t_restaurant_sushi_new numeric
@attribute r.t_restaurant_griechisch_new numeric
@attribute r.t_restaurant_steakhouse_new numeric
@attribute r.t_restaurant_international_new numeric
@attribute r.t_restaurant_tuerkisch_new numeric
@attribute r.t_fastfood_kebap_new numeric
@attribute r.t_fastfood_burger_new numeric
@attribute r.t_fastfood_asiatisch_new numeric
@attribute r.t_fastfood_pizza_new numeric
@attribute r.t_fastfood_pommesbude_new numeric
@attribute r.t_fast_food_sonstiges_new numeric
@attribute r.t_restaurant_sonstiges_new numeric
@attribute r.t_friseur_new numeric
@attribute r.t_baeckerei_new numeric
@attribute r.t_kleidung_new numeric
@attribute r.t_supermarkt_new numeric
@attribute r.t_kiosk_new numeric
@attribute r.t_florist_new numeric
@attribute r.t_fahrrad_new numeric
@attribute r.t_kosmetik_und_beauty_new numeric
@attribute r.t_optiker_new numeric
@attribute r.t_schuhe_new numeric
@attribute r.t_buecher_new numeric
@attribute r.t_massage_new numeric
@attribute r.t_schmuck_new numeric
@attribute r.t_autoreperatur_new numeric
@attribute r.t_drogerie_new numeric
@attribute r.t_reisen_new numeric
@attribute r.t_mobilfunk_new numeric
@attribute r.t_moebel_new numeric
@attribute r.t_getraenke_new numeric
@attribute r.t_feinkost_new numeric
@attribute r.t_elektronik_new numeric
@attribute r.t_boutique_new numeric
@attribute r.t_autohaus_new numeric
@attribute r.t_spirituosen_new numeric
@attribute r.t_geschenke_new numeric
@attribute r.t_postenmarkt_new numeric
@attribute r.t_schlachter_new numeric
@attribute r.t_waescherei_new numeric
@attribute r.t_computer_new numeric
@attribute r.t_spielzeug_new numeric
@attribute r.t_copyshop_new numeric
@attribute r.t_schneider_new numeric
@attribute r.t_foto_new numeric
@attribute r.t_kunst_new numeric
@attribute r.t_suessigkeiten_new numeric
@attribute r.t_dekoration_new numeric
@attribute r.t_reinigung_new numeric
@attribute r.t_beerdigung_new numeric
@attribute r.t_sport_new numeric
@attribute r.t_zoofachgeschaeft_new numeric
@attribute r.t_textilgeschaeft_new numeric
@attribute r.t_hoergeraete_new numeric
@attribute r.t_baumarkt_new numeric
@attribute r.t_leerstand_new numeric
@attribute r.t_medical_new numeric
@attribute r.t_second_hand_new numeric
@attribute r.t_zeitung_new numeric
@attribute r.t_eisenwarenhandlung_new numeric
@attribute r.t_sonstiger_shop_new numeric
@attribute r.t_baudenkmal_new numeric
@attribute r.t_haltestelle_new numeric
@attribute r.t_sonstiges_gebaeude_new numeric
@attribute r.t_sonstiges_gelaende_new numeric
@attribute r.t_sonstiges_denkmal_new numeric
@attribute r.t_sonstiges_tourismus_new numeric
@attribute r.t_sonstiges_sport_new numeric
@attribute r.t_sonstiges_erholung_new numeric
@attribute r.dynamik_klasse_prj_bi {positiv,negativ}

@data
0.668383,0.173284,0.04951,0.519853,0.594118,1.930884,0,0.618873,0.024755,1.55956,0.074265,0.420834,0,0.14853,0.074265,0.123775,0.445589,0,0.04951,0.024755,0.123775,0.594118,0.420834,0,0,0,0,0.024755,0.173284,0.074265,0.024755,0,0.074265,0.074265,0.14853,0,0.594118,0.544608,0.09902,0,0.024755,1.510051,0.445589,0.09902,0.04951,0.198039,0.04951,0.074265,0.024755,0,0,0.024755,0,0.024755,0,0,0,0.024755,0,0,0,0,0.024755,0.222794,0,0,0.024755,0.09902,0.024755,0.074265,0,0.074265,0.445589,0.04951,0,0,0,0,0,0,0,0,0,0,0,0.04951,0,0.024755,0,0.024755,0.594118,0,0,0,0,0,0,0.024755,0,0,0,0.04951,0.024755,0.074265,0,0.024755,0,0.024755,0,0,0.04951,0,0,0.09902,0,0.024755,0.024755,0,0,0,0,0.074265,0.024755,0.024755,0.074265,0.024755,0,0,0,0.024755,0.024755,0.272304,0.272304,0.544608,0.024755,0,0.123775,0.09902,0,0,0,0.024755,0,0,0,0,0,0,0,0,0,0,0.297059,0.024755,0,0,0.024755,0.04951,0,0,0,0,0.024755,0,0.04951,0.024755,0,0,0,0,0.074265,0.297059,0.04951,0.074265,0.024755,0.04951,0.04951,0,0.024755,0,0,0.024755,0.024755,0,0,0,0.024755,0,0,0,0.024755,0,0,0,0,0,0,0.024755,0,0.024755,0,0,0,0,0,0,0,0.024755,0,0,0,0.024755,0,0,0,0,0,0,0,0,0.024755,0,1.510051,0.222794,0,0,0,0,0,positiv
0.124889,0.452722,0.171722,0.281,0.1405,1.764054,0,0.85861,0,0.936666,0.093667,1.014721,0,0.093667,0.031222,0.1405,0,0.046833,0.124889,0.031222,0.078055,0.1405,0.343444,0,0,0,0.031222,0.249778,0.062444,0.124889,0,0,0.046833,0,0.093667,0.015611,0.374666,0.218555,0.031222,0,0,1.42061,0.608833,0.124889,0.062444,0.234166,0.171722,0.124889,0.062444,0.031222,0,0.078055,0,0.015611,0,0.062444,0.046833,0,0.031222,0,0,0,0.187333,0.281,0.015611,0,0.015611,0.031222,0.046833,0.015611,0.046833,0.031222,0,0.015611,0,0,0,0,0,0.015611,0,0.015611,0,0.015611,0.015611,0.031222,0,0.031222,0,0.078055,0.1405,0.015611,0,0,0,0,0,0,0,0,0.015611,0,0,0.031222,0.046833,0.046833,0.031222,0,0,0,0,0,0,0.031222,0.031222,0,0.093667,0,0,0,0,0,0.015611,0.015611,0,0.1405,0.031222,0.093667,0.015611,0.031222,0.046833,0.202944,0.343444,0.218555,0,0,0.078055,0.031222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031222,0,0,0.078055,0,0,0.093667,0.015611,0.031222,0.031222,0.046833,0.062444,0.015611,0.015611,0,0,0,0.093667,0.249778,0.062444,0.093667,0.046833,0.031222,0.078055,0,0.062444,0.031222,0,0.015611,0.046833,0,0.031222,0,0.015611,0,0.015611,0.046833,0,0,0.046833,0.078055,0,0.031222,0.031222,0,0,0,0.015611,0.015611,0.015611,0,0.031222,0,0,0,0,0,0.015611,0,0.031222,0,0,0,0,0.015611,0.015611,0,0.187333,0.015611,1.42061,0.281,0.015611,0,0,0,0.078055,positiv
0.044928,0.539132,0.134783,0.539132,0.628987,2.650732,0.044928,1.257975,0.044928,0.988409,0.134783,1.078264,0,0,0,0.044928,0,0.044928,0.089855,0,0.134783,0.628987,0.359421,0.044928,0,0,0.179711,0.314494,0.179711,0.269566,0.044928,0,0.089855,0,0.134783,0,0.179711,0.224638,0,0,0,2.291311,0.359421,0.628987,0,0.359421,0.179711,0.089855,0,0.089855,0,0,0,0,0,0.044928,0,0.044928,0.179711,0,0.044928,0,0.179711,0.58406,0,0.044928,0,0,0,0,0,0.044928,0,0,0,0,0,0,0,0.044928,0,0,0,0,0,0,0,0,0,0.044928,0.628987,0,0.044928,0,0,0,0,0,0,0.044928,0,0,0,0.134783,0,0,0.134783,0,0.044928,0,0.089855,0,0,0.044928,0,0,0,0,0,0,0,0,0.044928,0.044928,0,0.179711,0.044928,0.134783,0,0,0.269566,0.359421,0.179711,0.224638,0,0,0.089855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044928,0,0,0,0,0.044928,0.044928,0.134783,0,0.044928,0,0.404349,0.269566,0,0.089855,0.134783,0.044928,0.089855,0,0,0.089855,0,0,0,0,0.044928,0,0,0,0,0,0.044928,0,0.044928,0,0,0,0,0,0.044928,0,0,0,0,0,0.089855,0.089855,0.044928,0,0.044928,0,0.044928,0,0.044928,0,0.044928,0,0,0,0,0,0.179711,0,2.291311,0.58406,0,0,0.044928,0,0.089855,positiv
0.190556,0.381112,0.30489,0.381112,0.381112,1.067114,0,1.105225,0,1.943672,0,0.647891,0,0.114334,0.038111,0,0,0.228667,0.076222,0.038111,0.038111,0.381112,0.381112,0,0,0,0.152445,0.190556,0.038111,0.114334,0,0,0.076222,0.038111,0.228667,0.038111,1.067114,0.228667,0.076222,0,0,0.686002,0.800335,0.190556,0,0.190556,0,0,0.038111,0,0,0.114334,0,0,0,0.038111,0.038111,0,0.038111,0,0,0,0.190556,0.495446,0,0.038111,0.076222,0.038111,0,0.038111,0,0,0,0,0,0,0,0.114334,0,0.038111,0.076222,0,0,0,0,0.038111,0,0.038111,0,0,0.381112,0,0,0,0,0,0,0,0,0,0.038111,0,0,0,0,0,0.152445,0,0,0,0.038111,0,0,0.038111,0,0,0,0,0,0,0.038111,0.038111,0,0.076222,0,0.076222,0,0.076222,0.038111,0,0.114334,0.343001,0.686002,0.228667,0,0,0.228667,0.076222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114334,0.152445,0,0.114334,0.152445,0,0.114334,0.038111,0,0,0,0,0.038111,0.076222,0,0.038111,0,0,0.076222,0.457335,0,0.038111,0,0,0.038111,0,0,0,0,0,0.076222,0,0,0.038111,0,0,0.038111,0,0.038111,0.038111,0,0,0,0.038111,0.038111,0,0,0,0,0,0.038111,0,0,0.038111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190556,0,0.686002,0.495446,0,0,0.038111,0,0.038111,positiv
0.169938,0.042484,0.722236,0.297391,0.084969,1.954287,0,0.38236,0,1.317019,0.169938,0.679752,0,0,0.127453,0.042484,0.042484,0.084969,0.637267,0,0.127453,0.084969,0.637267,0,0,0.042484,0,0,0,0.042484,0,0,0.042484,0.127453,0.084969,0,0.552298,0.339876,0,0,0,1.317019,0.254907,0.084969,0.084969,0.212422,0.042484,0.297391,0.042484,0.042484,0,0.042484,0,0,0,0,0,0,0,0.042484,0,0,0.042484,0.297391,0,0,0,0,0,0.127453,0,0.042484,0.042484,0,0,0,0,0,0,0.042484,0.042484,0,0,0,0,0.042484,0,0,0,0.042484,0.084969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042484,0,0,0,0,0.084969,0,0,0,0,0,0.127453,0.042484,0,0,0.042484,0.127453,0.042484,0.042484,0,0,0,0,0,0,0,0.169938,0.254907,0.339876,0,0,0.042484,0,0,0,0,0,0,0.297391,0,0,0,0,0,0,0,0,0.169938,0.042484,0,0.084969,0.042484,0,0.042484,0.042484,0,0,0.042484,0,0,0,0,0,0,0,0.084969,0.084969,0.084969,0.042484,0.042484,0,0.042484,0.127453,0.042484,0.042484,0,0,0,0,0,0,0,0,0,0.042484,0,0.084969,0,0,0,0.042484,0,0,0,0,0.042484,0,0.042484,0,0,0,0,0,0,0.042484,0,0,0.084969,0,0,0,0,0,0,0,0.042484,0,1.317019,0.297391,0,0,0,0,0.594783,positiv
0.248036,0.413394,0.248036,0.868127,0.413394,5.828855,0,0.950806,0,6.15957,0.868127,2.852418,0,0.165358,0.041339,0.041339,0.041339,0.041339,0.206697,0,0.124018,0.413394,2.604382,0,0,0,0.165358,0.206697,0.206697,0.041339,0,0.124018,0.248036,0.041339,0.289376,0.082679,2.7284,2.06697,0.082679,0,0.082679,3.224473,0.578752,0.330715,0.330715,0.66143,0.454733,0.289376,0.082679,0.289376,0.206697,0,0.124018,0.041339,0.041339,0.082679,0.082679,0.082679,0.041339,0,0.041339,0,0.868127,0.950806,0,0,0.041339,0.124018,0,0,0,0.041339,0.041339,0,0.041339,0,0,0,0,0,0,0.041339,0,0,0.041339,0.082679,0,0,0,0,0.413394,0,0,0,0,0,0.082679,0,0,0,0.082679,0.041339,0,0.082679,0,0.041339,0.165358,0,0,0,0.041339,0,0.124018,0.124018,0.041339,0.124018,0.165358,0,0,0,0.041339,0.041339,0.041339,0.124018,0.082679,0.041339,0,0.082679,0.082679,0,0,0.496073,1.984291,2.06697,0,0,0.248036,0.041339,0,0,0.041339,0.082679,0.165358,1.736255,0,0,0,0,0,0,0,0,0.454733,0.124018,0,0.165358,0.124018,0.041339,0,0.124018,0,0,0.041339,0,0,0.082679,0.041339,0.041339,0,0,0.165358,0.248036,0.330715,0.124018,0.206697,0.082679,0.372055,0.082679,0,0.289376,0.124018,0.082679,0,0.124018,0,0.082679,0.041339,0.041339,0.041339,0.124018,0,0,0.041339,0,0,0.041339,0.041339,0,0,0.082679,0.041339,0.041339,0,0.082679,0.041339,0,0.041339,0,0,0,0,0,0.041339,0.041339,0,0,0.041339,0.082679,0,0.041339,0.868127,0,3.059115,0.950806,0,0,0,0,0.082679,negativ
0.033373,0.367107,0.133494,0.500601,0.20024,0.867708,0,0.634094,0,0.433854,0.367107,1.635296,0,0.033373,0,0.033373,0,0.066747,0.066747,0.033373,0.133494,0.20024,0.333734,0,0,0,0.033373,0.266987,0.033373,0.166867,0,0,0.133494,0,0.20024,0,0.10012,0,0.066747,0,0.033373,0.533974,0.166867,0.30036,0.10012,0.367107,0.467227,0.20024,0.066747,0.10012,0,0.10012,0.10012,0.033373,0.033373,0.033373,0.033373,0.033373,0.133494,0,0,0,0.20024,0.233614,0,0,0,0,0.033373,0,0.033373,0,0,0,0,0,0,0,0,0.033373,0.033373,0.033373,0,0,0,0,0,0,0,0.033373,0.20024,0,0,0,0,0,0.066747,0,0,0,0,0.033373,0,0.033373,0,0.033373,0.033373,0,0,0,0.033373,0.033373,0,0,0,0,0.066747,0,0,0,0,0,0,0.133494,0,0.20024,0,0.066747,0,0,0.133494,0.20024,0.066747,0,0,0,0.20024,0.033373,0,0,0.033373,0,0,0.033373,0,0.033373,0,0,0,0,0,0,0.033373,0,0,0,0.066747,0,0,0.066747,0,0,0,0,0,0.066747,0.066747,0,0,0,0.166867,0.033373,0.10012,0.033373,0.400481,0.033373,0.233614,0.066747,0.066747,0.10012,0,0.066747,0.10012,0.10012,0,0,0.033373,0.033373,0.033373,0.033373,0,0.033373,0,0,0,0.033373,0.033373,0.033373,0,0.033373,0.066747,0,0,0,0.133494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20024,0,0.533974,0.233614,0,0,0,0,0.033373,positiv
0.177581,0.651132,0.217044,0.414356,0.138119,1.71662,0,1.657426,0.019731,2.841301,0.434088,2.328289,0.078925,0.059194,0.078925,0.019731,0.039463,0.118388,0.098656,0.118388,0.039463,0.138119,0.374894,0,0,0.039463,0,0.513013,0.039463,0.3157,0.019731,0.019731,0.098656,0,0.197313,0.039463,0.197313,2.03232,0.059194,0,0.059194,1.341726,0.887907,0.453819,0.276238,0.670863,0.651132,0.15785,0.078925,0.118388,0.039463,0.019731,0.039463,0,0,0.118388,0.177581,0,0.039463,0,0,0.078925,0.374894,0.434088,0,0,0,0.059194,0,0.078925,0,0,0.039463,0,0,0,0,0,0,0.019731,0.078925,0,0,0,0,0,0.019731,0.039463,0.019731,0.039463,0.138119,0,0,0,0,0,0,0,0.019731,0,0,0,0,0.039463,0.019731,0.098656,0,0.019731,0,0,0,0.078925,0.019731,0,0.039463,0.019731,0.059194,0.019731,0,0,0.019731,0,0,0.078925,0,0.295969,0,0.217044,0.039463,0.118388,0.098656,0.15785,0.177581,2.03232,0,0,0.197313,0.039463,0,0,0.019731,0.039463,0.059194,0.098656,0,0,0,0,0,0.019731,0,0,0,0.019731,0,0,0.078925,0.078925,0.059194,0.15785,0,0,0.039463,0.019731,0.039463,0.059194,0.039463,0.059194,0.039463,0.019731,0.236775,0.414356,0.276238,0.138119,0.394625,0.039463,0.335431,0.039463,0.039463,0.118388,0.039463,0.059194,0.019731,0.039463,0.019731,0.019731,0,0,0.078925,0,0.019731,0.019731,0.039463,0.138119,0.019731,0.078925,0.138119,0,0.019731,0,0,0.039463,0,0.039463,0,0.039463,0.019731,0.059194,0,0,0.019731,0.019731,0.019731,0,0,0.078925,0,0,0,0,0.374894,0,1.282532,0.434088,0,0,0,0,0.078925,positiv
0.189394,0.063131,0.252525,0.252525,0,3.34596,0,0.189394,0,0.505051,0,0.252525,0,0,0.126263,0,0,0,0.252525,0,0.063131,0,0.063131,0,0,0,0,0.063131,0.063131,0,0,0,0.063131,0,0.063131,0,0.126263,0.063131,0,0,0,3.282828,0,0.189394,0,0.126263,0.063131,0.063131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315657,0,0.063131,0,0,0,0.063131,0,0,0,0,0.063131,0,0,0,0,0,0,0,0,0,0,0.189394,0,0,0,0,0,0,0,0,0,0,0.063131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063131,0,0,0,0,0,0,0,0,0,0,0.063131,0.063131,0.063131,0,0,0,0,0,0.063131,0.063131,0,0,0.063131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063131,0,0,0,0,0,0,0,0,0,0,0,0.063131,0,0.063131,0,0,0.063131,0,0,0.063131,0,0.063131,0,0,0,0,0,0.063131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063131,0,0,0,0,0,0,0,0,0,0,3.282828,0.315657,0,0,0.063131,0,0.063131,positiv
0.107242,0.035747,0,0.178737,0.14299,3.610495,0.035747,0.071495,0,0.321727,0.071495,0.321727,0,0,0.035747,0,0.035747,0,0,0,0.035747,0.14299,0.107242,0,0,0.035747,0,0.035747,0.035747,0,0,0,0.107242,0,0,0,0.035747,0.214485,0,0,0,3.503253,0.035747,0.035747,0.071495,0,0,0.035747,0.107242,0,0,0.035747,0,0.035747,0,0,0.035747,0,0.035747,0,0,0,0.035747,0.071495,0,0.035747,0,0,0,0,0,0,0.035747,0,0.035747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035747,0.14299,0,0,0,0,0,0,0,0,0,0.035747,0,0,0,0,0,0,0,0,0,0,0,0,0.035747,0.035747,0,0,0,0,0.035747,0,0,0,0.107242,0.035747,0,0,0,0,0,0,0.035747,0.035747,0.214485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035747,0,0,0,0,0,0,0.035747,0,0,0,0.071495,0,0,0,0,0.035747,0,0,0,0,0.035747,0,0,0.107242,0.035747,0,0,0,0,0,0,0,0,0,0.035747,0,0,0,0,0,0,0,0.035747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035747,0,3.503253,0.071495,0,0,0.035747,0,0,negativ
0,0.055772,0.22309,0.055772,0,2.565533,0,0.111545,0,0.278862,0,0.055772,0,0,0,0,0,0.111545,0.111545,0,0,0,0.167317,0,0,0,0,0.055772,0,0,0,0,0.055772,0,0,0,0.055772,0.111545,0.111545,0,0,2.398215,0.111545,0,0,0,0,0.055772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055772,0,0,0,0,0.055772,0.111545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055772,0,0,0,0.167317,0.055772,0.111545,0,0.055772,0,0.055772,0,0,0.055772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055772,0,0,0,0.055772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.398215,0,0,0,0,0,0,positiv
0.051999,0,0.051999,0.259997,0,2.131974,0,0.051999,0.051999,0.259997,0,0.051999,0,0.051999,0,0,0,0,0.051999,0,0,0,0,0,0,0,0,0,0,0,0.051999,0,0.259997,0.051999,0,0,0.155998,0.051999,0,0,0,2.131974,0,0.051999,0,0,0,0.051999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051999,0,0.155998,0,0,0.103999,0,0,0,0,0,0.155998,0.051999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051999,0,0,0,0,0,0,0,0,0,0,0,0.051999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131974,0,0,0,0,0,0,negativ
0,0,0.065206,0.260824,0,3.195097,0,0.065206,0,0.456442,0.065206,0.130412,0,0,0,0,0,0,0.065206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065206,0,0.195618,0,0.195618,0,0.065206,0,0,3.195097,0.065206,0,0.065206,0.065206,0.065206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065206,0,0,0,0,0,0.195618,0,0,0,0.195618,0.065206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065206,0.065206,0.065206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065206,0,0,0,0,0,0,0,0,0,0,0,3.195097,0.195618,0,0,0,0,0,negativ
