@relation '20180909_h1_plr_distcalc-weka.filters.unsupervised.attribute.Remove-R17-89-weka.filters.unsupervised.attribute.Remove-R2,4-14-weka.filters.unsupervised.attribute.Remove-R1,3-233-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-R2-86,1'

@attribute r.oa_total_d_tourismus_stock numeric
@attribute r.oa_total_d_vergnuegung_stock numeric
@attribute r.oa_total_d_sport_und_erholung_stock numeric
@attribute r.oa_total_d_public_service_stock numeric
@attribute r.oa_total_d_buero_stock numeric
@attribute r.oa_total_d_mobilitaet_stock numeric
@attribute r.oa_total_d_sonstiges_stock numeric
@attribute r.oa_total_d_gastronomie_stock numeric
@attribute r.oa_total_d_religion_stock numeric
@attribute r.oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.oa_total_d_dienstleistung_stock numeric
@attribute r.oa_total_d_waren_stock numeric
@attribute r.oa_total_d_leerstand_stock numeric
@attribute r.oa_gastro_c_fast_food_stock numeric
@attribute r.oa_gastro_c_restaurant_stock numeric
@attribute r.oa_gastro_c_cafe_stock numeric
@attribute r.oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.oa_gastro_t_restaurant_international_stock numeric
@attribute r.oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.oa_gastro_t_eisdiele_stock numeric
@attribute r.oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.oa_gastro_t_kaffee_stock numeric
@attribute r.oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.oa_gastro_t_fastfood_burger_stock numeric
@attribute r.oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.oa_dl_c_friseur_stock numeric
@attribute r.oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.oa_dl_c_massage_stock numeric
@attribute r.oa_dl_c_reisen_stock numeric
@attribute r.oa_dl_c_waescherei_stock numeric
@attribute r.oa_dl_c_beerdigung_stock numeric
@attribute r.oa_pubserv_c_bildung_stock numeric
@attribute r.oa_pubserv_c_sicherheit_stock numeric
@attribute r.oa_pubserv_c_sonstiges_stock numeric
@attribute r.oa_pubserv_c_sozial_stock numeric
@attribute r.oa_pubserv_c_gesundheit_stock numeric
@attribute r.oa_pubserv_c_bank_stock numeric
@attribute r.oa_waren_c_essen_und_trinken_stock numeric
@attribute r.oa_waren_c_kleidung_stock numeric
@attribute r.oa_waren_c_sonstige_waren_stock numeric
@attribute r.oa_waren_c_werkstatt_stock numeric
@attribute r.oa_waren_c_medical_stock numeric
@attribute r.oa_waren_c_print_stock numeric
@attribute r.oa_waren_c_drogerie_stock numeric
@attribute r.oa_waren_c_technik_stock numeric
@attribute r.oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.oa_waren_c_kunst_stock numeric
@attribute r.oa_waren_c_handwerk_stock numeric
@attribute r.oa_waren_c_sonstiger_shop_stock numeric
@attribute r.oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.oa_vergnuegung_t_gallerie_stock numeric
@attribute r.oa_vergnuegung_t_museum_stock numeric
@attribute r.oa_vergnuegung_t_zoo_stock numeric
@attribute r.oa_vergnuegung_t_spielothek_stock numeric
@attribute r.oa_vergnuegung_t_kino_stock numeric
@attribute r.oa_vergnuegung_t_biergarten_stock numeric
@attribute r.oa_vergnuegung_t_theater_stock numeric
@attribute r.oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.oa_vergnuegung_t_bordell_stock numeric
@attribute r.oa_vergnuegung_t_bar_stock numeric
@attribute r.oa_vergnuegung_t_pub_stock numeric
@attribute r.oa_sport_t_schwimmen_stock numeric
@attribute r.oa_sport_t_basketball_stock numeric
@attribute r.oa_sport_t_fussball_stock numeric
@attribute r.oa_sport_t_sportzentrum_stock numeric
@attribute r.oa_sport_t_tischtennis_stock numeric
@attribute r.oa_sport_t_sauna_stock numeric
@attribute r.oa_sport_t_tennis_stock numeric
@attribute r.oa_sport_t_kampfsport_stock numeric
@attribute r.oa_sport_t_fitnesszentrum_stock numeric
@attribute r.oa_sport_t_spielplatz_stock numeric
@attribute r.oa_sport_t_wassersport_stock numeric
@attribute r.oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.oa_sport_t_sonstiges_sport_stock numeric
@attribute r.oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.status_klasse_prj_bi {hoch,niedrig}

@data
0.151192,0.007252,0.846149,1.463851,0.727803,2.778976,0,0.466975,2.351874,0.850274,0.105689,0.315527,1.267638,1.056732,1.136144,0.033751,0.349117,0.487135,0,0.001622,0,3.525235,12.568265,0.354889,0,1.202381,0,0.07708,0,4.386435,0,0.115821,0.008737,0,0.173582,1.635978,0,0.312998,0.499706,0,0,1.641055,9.980985,0,0.027787,0.437223,0.549132,2.315983,0.096752,0.219729,0.483326,0,0.084072,0,0,0,0,0,0.641186,0,0,0,0,0,0,23.249569,0,0,0,2.277134,0.093074,0,0,0,0,0.540167,0,0,0,0,2.037994,0,0,0,0.806163,hoch
1.806109,0.799928,0.66999,0.614887,0.505866,1.753412,0,0.419411,2.14583,1.408177,0.500311,0.373305,0,1.323508,1.014039,0.028849,0.676251,4.025983,0,0.58668,0,0,0.238129,0.096312,0,1.170315,0.079325,0,0,2.678687,0,0,2.914664,0.187667,0.972712,0.451667,0.160896,5.933663,0.066604,0.088228,0.352238,1.658113,0.171016,0.09524,0.125218,0.804401,0.495646,1.094743,0.218953,0.829545,2.609956,1.534018,0.099388,0.080665,3.539017,0.174748,0,0,1.250376,0,0.257281,0.079465,0,0.433197,0,13.54719,0.062823,0,1.40784,0.43846,1.27602,0,0.319766,0,0,0.132242,0,0,0.101525,0,2.518012,0,0,0,0,hoch
0.350833,0.630509,1.636565,1.467261,0.564689,1.331316,1.110605,0.718619,2.563964,0.729794,0.876964,1.169254,5.409399,1.193207,0.902559,1.050084,0.552585,1.634808,0,0.682979,0,3.171699,2.376224,0,0,1.03026,0.679429,1.269528,1.245168,0,1.164761,0.847939,1.149413,1.95575,1.791139,1.394209,0,1.181846,0.847904,0,0,0.917169,0,1.285991,1.092964,1.049472,1.008484,1.038106,0.788621,0.984038,1.737688,0.213659,1.150047,1.228214,1.591849,0,0.875725,1.007471,1.022916,2.568695,0,5.400604,0,0,0,0.929934,1.778539,0,2.130439,1.106341,0.520119,0,2.337503,0,0,0.773357,2.290911,0,0.927452,0,1.425127,0,1.763602,0,0.360592,hoch
0.594846,0.960659,1.576357,1.509727,0.553996,1.279987,0.364102,0.531249,1.818926,0.783791,1.103279,1.107751,1.773424,1.283421,0.88804,0.889022,0.986747,1.562789,0.011219,0.302881,0,1.425532,1.068003,0,0,1.146988,0.309438,1.509552,0.581999,0.009799,0.516536,0.386183,2.052498,0.867316,2.120253,1.459029,0.01075,0.833165,0.884939,0.005195,0,1.261087,0,0.412507,1.098355,0.681414,1.065375,1.230719,0.350501,0.865536,2.413161,1.185947,1.06467,0.923224,0.950561,0,1.220227,0.348628,0.868633,0.552711,0,1.162059,0,0,0,3.209612,1.540962,0,4.29214,0.960269,0.677561,0,0.81707,0,0,0.263222,0.779741,0,1.264273,0.017779,1.94364,0,0.600264,0,0.494198,hoch
0.997876,0.819292,3.155211,0.981939,0.64608,1.426935,0,0.645362,2.392867,0.841691,0.990187,0.766798,0,1.009853,1.010511,0.910387,1.254769,0.376011,0,0.901587,0,2.089891,1.164896,4.500697,3.863162,0.632983,1.561528,0.782159,0,0.429295,2.724307,0,0,0,1.557515,1.221101,0,1.834141,0,0,4.599559,1.357753,0,0,0.028584,0.871006,0.982577,1.0831,0.666458,1.122196,1.296461,0.318593,2.137585,0.542749,0.084957,0,0,0.094089,1.484572,0,5.558948,0,0,0,4.070108,3.392179,1.35739,0,4.216211,0.281455,0.639779,0,1.067558,0,0,0.176599,0.724839,0,0.023576,0,2.121324,0,0.287159,0,0.743643,hoch
1.103455,1.077072,1.676345,1.117538,0.812103,1.498895,0,0.895553,3.354179,0.745,0.976378,0.764998,0,0.761651,1.01245,1.579801,1.471411,0.466936,0,1.004497,0,4.867181,1.196035,1.252303,2.076021,0.749995,2.513925,1.519916,0,0.598825,1.172529,0.386752,0,0,1.100951,1.009453,0.260135,2.198001,0,0,6.645996,0.949867,0,0,0.233089,1.276711,1.091597,1.094302,0.735999,1.153528,1.126436,0,2.990589,1.053058,0.263438,0,0,1.62695,0.96063,0,1.113271,0,0,0,2.308747,7.318093,0.27184,0.344672,3.543012,0.259622,1.064812,0,2.862868,0,0,0.688162,0,0,0.166083,0,1.684781,0,1.057629,0,0.631284,hoch
1.001417,1.49988,1.282591,1.086307,0.639313,1.190252,0,0.700658,2.407968,0.827179,1.341107,1.001182,0,0.921223,1.099046,0.626412,1.158319,0.854,0.969572,1.28097,0.366901,0.43498,0.932518,1.281104,5.220347,0.921111,0.769796,0.770378,0.045973,1.009945,1.080248,0.433959,0.121649,0,1.232078,1.144045,0,1.925087,0.41996,0.229811,3.383046,1.149769,0,0.046896,0.312017,1.08233,0.976337,1.051161,0.598609,0.716516,1.175362,0.773768,2.467667,1.27396,0.979748,0.113363,0.029461,1.039658,1.423764,0.038872,5.833132,0,0,0.018563,3.609682,0.362345,1.749067,0.232454,3.21319,0.639559,0.684647,0,4.476324,3.622108,0.10311,0.523049,0.1665,0,0.768575,0,1.436447,0,1.047812,0,0.932731,hoch
0.853214,0.940136,1.795779,1.471437,0.509349,1.005225,0,0.843232,1.753943,0.761558,1.613841,1.058401,0,1.313688,0.861203,0.965772,0.878989,0.549829,0,1.552814,0,1.164511,2.334271,1.05127,4.103105,0.503033,1.83378,0.68252,0,1.251725,2.84495,0.929024,0,0,1.590427,0.891529,0.20072,2.522143,0.206722,0,7.388907,0.90413,0,0,0.399422,0.957512,1.560223,1.050993,0.792129,0.77439,1.114612,0.351382,2.629847,1.966261,0.803157,0,0,0.620548,1.149376,0,2.487804,0,0,0,4.922288,2.152237,1.142634,0,3.686524,0.12596,1.035591,0,4.911056,0,0.400861,1.067867,0,0,0.377099,0,1.132609,0,1.533805,0,0.885401,niedrig
0.690867,0.70338,1.384004,1.350447,0.648124,1.115226,0,0.981134,2.522971,0.862348,1.515867,0.937087,0,1.697773,0.787361,0.351662,0.28923,1.274391,0,1.114145,0.266941,0.537899,0.794911,2.010374,1.03078,0.825553,0.658377,0.256289,0,1.230166,1.912583,2.273655,0,0,2.293437,1.080462,0.823146,1.680415,0.340901,0,2.934202,0.679679,0.81876,0,1.155515,0.92458,1.762684,1.155973,0.502305,1.441419,0.40703,0.111736,2.785977,2.588298,1.212833,0,0,0.269986,0.724011,0,0,0,0,0,1.923102,1.546071,1.107965,0.578776,3.68479,0.108192,1.355543,0,2.376844,0,0.80566,1.878365,0,0,0.384075,0,1.032271,0,0.70688,0,0.522166,hoch
0.780798,1.149827,1.49569,0.600325,0.169804,2.670595,0,0.377668,0.681987,0.420662,0.540744,0.94422,0,0.212633,1.394254,0.812814,0.727263,4.720749,0,3.204519,0,13.081276,0,0,0,0.338942,1.117474,0.928141,0,0,0,0,0,0,0.469923,1.784616,0,0,0,0,0,0.72852,0,0,0,1.719961,0.935251,1.417627,0.059239,1.55792,2.241085,0,0.273593,0,0,0,0,10.4827,0.471529,0,0,0,0,0,0,1.765321,0,2.39307,1.093787,1.596075,0.96357,0,0,0,0,0,0,0,1.007567,0,1.917104,0,3.172256,0,0,hoch
0.968084,1.259418,1.397437,0.607769,0.15384,2.573839,0,0.402781,0.61787,0.476636,0.433164,0.917283,0,0.358092,1.347773,0.690484,0.617809,3.776794,0,2.406937,0,18.098506,0.545574,0,0,0.335245,0.949293,0.788455,0,0,0,0,0,0,0.79139,1.784616,0,0,0,0,0,0.62384,0,0,0,1.999197,0.740008,1.26746,0.055245,1.293912,3.731149,0,0.25515,0,0,0,0,12.282324,0.388812,0,0,0,0,0,0,1.460184,0,3.533721,1.428606,1.167283,1.011176,0,0,0,0,0,0,0,1.936892,0,1.867076,0,2.719806,0,0,niedrig
1.35278,1.03007,1.784951,0.635917,0.138403,2.237456,0,0.592131,0.794363,0.820536,0.472275,0.535544,0,1.468225,0.911679,0.241256,0.215864,2.44227,0,1.06071,0,6.184783,2.7595,0.736422,0,0.62586,0.331684,0.275487,0,0.300359,0,1.59549,0,0,2.724244,1.436157,0.572003,0.589744,0,0.648691,0,0.544962,0,0,0.435674,1.988552,0.782896,1.314633,0.105749,1.334407,2.841564,0,0.899234,0.889116,0.40024,0,0,8.403071,0.351724,0,0,0,0,0,0,0.917031,0,1.799733,4.000134,0.535358,1.176351,0,1.013575,0,0,0.298171,0,0,4.007987,0,1.621801,0,1.308561,0,0,hoch
1.349228,1.073407,0.688349,1.100522,1.034751,0.741561,0,0.892565,1.64363,0.861023,1.196089,1.380117,2.19605,1.037759,0.895329,1.519611,0.768958,0.465626,1.770031,0.89785,0.873001,1.924602,1.287164,0.901959,0.856704,0.848073,1.111466,1.48613,2.341483,1.326233,1.154283,1.653795,1.425153,0.532887,0.700528,0.887429,1.534942,1.572308,0.349912,0.887539,0.941403,1.23617,0.594801,1.012214,0.787018,0.881378,0.715232,1.017858,0.867107,0.744543,0.801526,0.32152,0.67484,1.166071,0.933251,0.355857,0.718961,0.617061,1.901221,0.31021,0.520376,0.142204,0,0.735953,0.234947,0.016691,1.146385,0.420895,1.087202,1.567634,1.009244,0,10.15913,2.679777,0,0.614409,0,0,0.264425,5.210509,0.711666,0,1.699547,0,1.309075,hoch
0.869882,1.266547,0.990917,0.978578,0.739204,0.592777,0,1.414059,1.421245,0.881528,0.944477,1.288414,4.345733,0.874062,1.027285,1.183065,0.639885,0.874659,1.471306,1.474982,1.588546,1.019477,0.635977,1.296367,1.138143,1.008485,0.950446,1.67831,0.516611,0.469549,1.690024,1.353752,0.743545,0.510381,0.883959,1.047105,0.896545,1.176281,0.830592,0.764586,1.040213,0.935808,1.550318,1.237812,0.906437,0.899291,1.077195,1.165311,0.75405,0.914816,0.66796,0.448769,1.164271,0.550148,0.62917,1.004301,0.373333,1.717987,1.373836,0.740222,1.324146,0.398743,0,0.408921,0.485337,0.385984,0.758903,0.6917,0.598981,1.65795,0.965441,0,5.191646,1.479905,0.210906,1.128288,0.127608,0,0.818735,0.604707,0.737368,0,2.866572,0,0.937683,hoch
0.671594,1.506263,0.958007,0.908636,0.959805,0.53407,0,1.538632,1.415765,0.749819,1.082368,1.42363,0.893296,0.885068,1.052198,1.004542,0.833591,0.852911,1.824694,1.506591,2.102383,0.538268,0.791446,1.190773,0.905502,0.936778,0.864169,1.39431,0.401767,0.792313,1.120438,1.999987,0.56375,0,0.787843,0.941908,0.228261,1.31722,1.332108,1.141204,3.214239,0.937975,0.391343,0.911913,0.32107,1.147274,1.024217,1.148201,0.684297,0.866949,0.787703,0.650646,1.249418,1.253717,0.895834,1.018423,0.323221,1.714113,1.226883,0.464862,0.579161,0,0,0.221999,1.11501,0,0.970613,0.70803,0.472455,1.870288,0.937725,0,10.192322,10.963451,0,1.54509,0.599857,0,1.320732,0.427392,0.51778,0,0.841183,0,0.763765,hoch
0.755917,1.10179,0.99405,1.027462,0.791522,0.93926,0,0.873581,0.782279,1.046434,0.965217,1.119448,0,1.067973,0.953515,1.090281,0.71312,1.102533,1.409657,1.113341,1.644183,0.262386,0.922132,0.831111,1.625716,0.897244,0.92788,1.599624,0.264032,1.328696,1.506854,2.120422,0.68748,0,0.81019,1.020102,0.158686,1.975559,0.741622,0.472049,3.092335,0.94457,0,0.277029,0.663221,1.142418,1.108249,1.210056,0.616468,0.613123,0.76814,1.077248,1.689463,1.56341,1.702918,0.606353,0.147216,2.602146,0.892815,0.295658,1.457122,0,0,0.141194,1.539158,0,1.090379,0.361381,1.047892,1.11545,1.250381,0,4.182306,3.157208,0.552852,1.198272,1.803042,0,2.278921,0,0.623364,0,1.690182,0,0.969342,hoch
0.583013,1.644564,0.910838,0.884558,0.708614,0.342882,0,1.874577,0.992324,0.763003,0.974924,1.430955,1.508527,0.854964,1.031611,1.209704,0.780077,0.693143,1.48541,1.277297,2.57571,0.649972,0.979228,0.999568,0.945157,1.004138,1.119505,1.645246,0.413979,0.572919,1.367426,2.223995,0.550655,0.286405,0.706879,1.016386,0.321767,1.309108,0.849114,1.278578,2.300728,0.92312,0.398909,1.289233,0.31273,0.912464,1.277377,1.160576,0.825033,0.798078,0.653417,0.387708,1.426205,0.738369,0.83754,1.603301,0.602571,2.288358,1.081732,0.695167,0.303912,0.122512,0,0.276799,0.367378,0.129001,0.881484,0.577725,0.37075,1.923002,0.981444,0,5.656812,3.521081,0.180077,2.189702,1.152349,0,2.091311,0.12856,0.424525,0,0.90521,0,0.504306,hoch
0.615388,0.549777,1.190079,1.357193,0.695264,1.116656,0,0.543696,0.789018,1.193608,0.915938,0.955396,0,1.761511,0.723774,0.555384,0.448209,1.151246,0.365822,0.739292,0.065575,0,0.734092,0.932622,1.391332,0.836572,0.752318,0.505426,0.304703,1.495862,4.833022,3.800994,0.471485,0,1.345492,0.911607,0.62653,1.934716,1.308769,0.065471,2.639874,0.986153,0.703403,0,0.656848,1.007553,1.249361,1.264119,0.574233,1.262379,0.465284,0.473104,1.900693,2.632957,0.877886,0.152744,0,1.552195,0.565415,0,0.555871,0,0,0,1.840343,0,3.272923,0.772824,1.442415,0.560412,1.254275,0,1.502658,0,2.073597,1.039767,0.930208,0,1.098811,0,1.11648,0,1.098621,0,0.593565,niedrig
0.447574,0.614617,1.451752,1.356918,1.094418,1.225223,0,0.660362,0.983775,1.128684,0.598279,0.861037,0,1.375652,0.959494,0.210543,0.505705,1.552945,0,0.786358,1.321547,0.871573,0,0.489822,0,1.37466,0.578919,0,0,1.313417,5.089727,1.860648,0,0.591563,1.034875,0.849055,0.811102,1.471891,2.206372,0.546838,0,0.736052,3.789902,0.702291,1.492135,0.909512,1.359817,1.172885,0.772676,1.683228,0.362032,0.450308,0.855553,1.456691,0.392619,0,0.625699,1.080829,0.883901,0,0.45586,0,0,0,0,0,0.80427,3.080658,0.732341,1.018508,1.231418,0,0,0,0.487177,1.599987,1.304291,0,0.667989,0,1.13772,0,0.529124,0,0.867261,niedrig
0.892171,0.573522,1.20223,0.979529,0.688917,0.915759,0,0.686586,0.419527,1.409779,0.962938,0.8544,0.569296,1.200659,0.876844,1.182747,0.987127,0.777631,0.881559,0.456512,0.299297,0.021825,0.269921,0.620844,0.938094,1.150598,1.716813,0.624386,1.436017,1.184739,1.740525,2.905254,0.974287,0.040373,0.883086,0.989756,0.685869,1.972126,0.653194,0.784364,0,1.120143,0.47268,0.104531,0.57235,1.109293,0.88775,1.393186,0.397816,0.942629,0.682927,0.718341,1.968552,1.45202,0.433907,1.273383,0.418435,2.357104,0.600548,0.018566,0.028147,0.013011,0,0,2.016854,0,1.143518,1.072449,0.063443,1.713719,1.063649,0,0.597221,0,0.752427,1.182291,1.468823,0,1.895376,0,1.027927,0,2.271762,0,0.271669,hoch
0.901918,0.667553,1.533497,1.216684,0.710846,0.962367,0,0.72199,1.630722,1.154866,0.774632,0.982019,0.282782,1.147535,0.952396,0.878664,1.319696,0.76821,0.301975,0.689778,0.155923,0.695974,1.502853,0.329147,0.536693,1.094821,1.550418,0.185056,1.17802,0.865576,3.174135,1.790092,0.59792,0.471616,0.975204,0.818676,0.706718,2.57865,1.154882,0.400419,0.349064,0.955873,0.988521,0.538784,0.98718,1.21162,0.827323,1.421302,0.392523,1.292017,1.028126,0.580354,0.787354,0.779712,0.053922,0.528891,0.508097,1.545784,0.842602,0.253659,1.552857,0.495762,0,0,2.739791,1.02568,1.282471,1.400921,0.822654,1.071821,0.988552,0,0.623834,0.784444,0.467126,0.79832,0.443601,0,1.927971,0,0.769421,0,2.773971,0,1.503621,niedrig
0.579817,1.098901,1.278952,1.230055,0.679173,0.81056,0,0.979472,0.703709,0.952662,1.139264,1.178214,0.099286,1.541038,0.752525,0.989087,0.743115,0.854833,1.136359,1.321237,0.151857,0.908147,1.899165,0.302451,0,0.556017,1.504809,0.725781,0.62493,1.097661,2.738826,0.940644,0.813083,2.282763,1.774909,0.849339,1.096571,1.67003,1.533978,0.542794,0.166664,0.88218,0.240444,1.058048,0.980714,1.143179,1.035993,1.237357,0.857866,1.089057,0.95106,0.754814,0.885816,1.312797,0.443992,0.448208,1.648266,2.037787,0.541989,0.605321,0.809265,0.668647,0,0.025837,0.730034,0.505686,1.057228,0.619099,1.236024,1.239331,1.11386,0,0,0,1.099005,1.131754,1.594394,0,0.622288,0,0.886188,0,0.46531,0,2.053665,hoch
0.930153,1.782767,0.914342,0.880763,1.060618,0.398975,0.096392,1.695775,1.468601,0.74179,1.036763,1.358071,2.806018,0.611738,1.13349,1.270429,0.912098,1.357391,1.289719,1.620163,1.595443,0.755684,0.969408,0.670284,0.950067,1.086348,1.390738,1.352383,0.869112,0.387071,1.242056,0.51865,0.167131,1.163379,0.675186,1.019202,1.180903,1.146974,0.388777,1.270466,0.197207,0.994901,0.56328,0.868917,0.375821,0.884473,1.278984,0.885719,1.501826,0.825274,0.70924,0.562159,1.848883,0.304766,0.303047,1.471803,1.208579,0.973629,1.02071,0.837545,1.466206,0.891566,0,0.051526,0.880476,1.069512,1.700847,1.090665,0.23555,1.309445,0.995697,0,0.596912,0,0.864374,1.668984,1.00276,0,2.155258,0.179763,0.744309,0,0.957164,0,0.869673,hoch
0.741597,1.754537,1.083433,0.925063,1.292659,0.346827,0.035828,1.709639,0.682155,0.768796,1.004917,1.342192,3.100268,0.604047,1.149061,1.198817,0.900108,1.061998,1.52737,1.617815,1.892988,0.951684,1.050122,0.734295,0.579922,1.138002,1.230711,1.393737,0.710274,0.452037,0.999988,0.767199,0.1817,1.541987,0.567939,1.077053,1.054776,0.943246,0.28648,1.448327,0.276183,0.89558,0.204185,0.983708,0.440063,0.977762,1.293397,0.978271,1.130035,0.951555,0.725431,0.331019,1.79259,0.529574,0.477114,1.616096,1.564115,1.031921,1.05301,0.747681,0.535102,0.62069,0,0.047307,0.527246,0.508356,1.787465,0.952226,0.41288,1.511902,0.99165,0,0.557105,0,0.615097,1.752425,2.155988,0,2.078251,0.043896,0.778785,0,1.072871,0,0.593935,hoch
0.852465,1.141636,1.050197,0.843479,0.842137,0.548235,0,1.281642,0.380615,1.176778,0.853953,1.113135,1.034271,0.878891,1.022427,1.198743,0.845371,0.719772,1.749005,1.148112,2.078924,0.522763,0.892128,0.847162,0.762241,1.039644,1.265711,1.392931,0.647532,0.818588,1.067458,2.012425,0.860861,0.518954,0.650438,1.041825,0.398594,1.394238,0.670376,1.333746,1.262372,0.997673,0,0.741304,0.373454,1.080524,1.059621,1.219992,0.689916,0.779,0.674767,0.566555,1.808695,1.045629,0.843143,1.547408,0.852777,1.93492,0.881123,0.597332,0.090309,0.165891,0,0.181473,0.619405,0.028099,1.134706,0.682817,0.333829,1.810155,1.024967,0,2.131275,1.631993,0.446816,1.981094,3.714104,0,1.928103,0,0.694833,0,0.626795,0,0.374538,niedrig
0.943516,1.383815,1.383422,1.026217,1.226008,0.393099,0.034447,1.47067,0.318202,0.867763,1.112863,1.258238,3.346805,0.63178,1.141475,1.167898,1.022621,0.891527,1.632134,1.441575,1.710482,0.709564,1.052875,0.638345,0.576149,1.179367,1.357056,1.186968,0.779157,0.424381,1.012513,1.04656,0.284619,1.15955,0.591607,1.039998,0.580905,1.315524,0.282474,1.873594,0.228116,1.033473,0.014985,0.794056,0.475929,0.97162,1.105766,1.095026,0.849545,0.789223,0.768079,0.439994,2.127147,0.924094,0.491633,1.795693,1.70307,0.790624,0.987244,0.560021,0.247825,0.411532,0,0.036486,0.781894,0.264969,1.731238,0.81811,0.339523,1.688525,0.971702,0,0.714593,0.273459,0.80317,1.754832,1.44153,0,1.489372,0.005451,0.792116,0,1.761871,0,0.439889,hoch
1.145362,0.898906,1.646826,1.022639,0.872837,0.60289,0,1.168122,0.260579,1.046854,1.111714,1.087313,1.969758,0.758444,1.039899,1.425167,1.112765,0.818843,1.098624,0.999245,0.939797,0.38393,0.754959,0.809432,0.947764,1.162125,1.99277,0.885164,1.576464,0.544771,0.629068,1.550017,0.691132,0.649682,0.724267,1.023523,0.414996,1.692053,0.528035,1.411057,0.289429,1.113642,0,0.5073,0.364708,1.076928,0.922055,1.247184,0.533686,0.924329,0.894577,0.723565,1.960341,1.226531,0.289342,2.044661,1.075144,0.650902,0.784101,0.548458,0.255976,0.25757,0,0.00822,2.370052,0.062675,1.367808,1.160462,0.259382,1.707649,0.890337,0,0.914525,0.802476,0.391232,1.353602,0.992865,0,1.872467,0,0.906622,0,2.690822,0,0.277534,hoch
0.477123,0.325236,1.211785,1.138798,0.73444,1.306777,0,0.410742,0,1.945972,0.204964,0.127171,0,1.767323,0.542917,1.616258,0,0,0,0,0,0,0,0,10.704998,0.673976,0,3.691167,0,2.677719,0,0,6.016148,0,1.301939,0,0,0,0,11.816055,0,1.945014,0,0,1.504493,0.566586,0.008456,2.70361,0,0,0,0,0.198775,0,0,0,0,0,0,0,0,0,0,0,0,26.993893,0,0,0,0,1.2571,0,0,0,0,0,0,0,0,0,2.09383,0,2.968248,0,0,niedrig
0.920744,0.785725,0.222096,1.255677,0.764742,1.981725,0,0.320309,0,1.177237,0.250439,0.550273,0,0.807656,1.097087,0.949654,0.283234,1.288938,0,0,0,0,0,1.285831,0,2.195839,0,1.445863,1.595161,1.048887,0,1.086278,2.356579,0,0.509981,1.338462,0,1.050428,0,1.477007,0,0.72079,0,0.643541,0,1.611949,0.990837,1.311035,0.067149,0.389915,4.696549,0,1.706901,0,0,0,0,1.222392,1.089983,0,0,0,0,0,1.143187,0,0,6.127474,2.170845,0.946528,0.635803,0,0,0,0,0,0,0,0,0,2.181073,0,0,0,1.214102,niedrig
0.600858,0.555459,0.625768,0.974623,1.113042,1.5022,0,0.493538,0.662508,1.280345,0.653084,0.781108,0,0.862826,1.205829,0.150842,1.176706,0,0.206764,1.817511,0.658626,1.083143,1.714704,1.227173,0.638079,1.434422,0,0.34449,0,1.250944,0,0.636633,0.643396,0,1.00996,0.767326,0.999117,2.615148,0.607811,0.948222,0,0.964712,0,0.479736,0.417698,1.136706,1.093106,1.283245,0.129899,0.457812,2.483501,0.358529,1.966433,0.265385,1.662093,0.768706,0,0.228462,1.29518,0,0.501123,0,0,1.265651,0,4.041494,0,3.796319,2.360857,0.857248,0.657538,0,0,0,1.722796,1.316142,0,0,0,0,0.63483,0,2.978061,0,1.458055,niedrig
0.829864,0.797953,0.317165,0.822832,0.353519,1.902793,1.280219,0.409294,0.488969,1.482065,0.532465,0.297393,0,1.171483,0.922997,0.987998,1.342387,2.794246,0.948573,0.691139,1.25701,1.604797,1.202307,0,0,0.468052,0.687546,0,3.71866,0.414267,1.178678,0,0.930751,0,1.984734,1.466903,0,0,0.644068,0.701198,2.799449,1.209257,8.691447,0.660844,0,0.922826,0.7177,1.538897,0.315765,1.413198,0.203962,0.646366,0.57921,1.712911,0.687133,1.018387,0,1.182229,0.53806,0,0,11.355817,0,0,0,17.791469,0.648144,0,0,0.531014,0.200448,0,0,0,2.333116,0,0,0,0,0,2.143203,0,0,0,0.461364,hoch
