@relation '20180909_h1_plr_distcalc-weka.filters.unsupervised.attribute.Remove-R17-89-weka.filters.unsupervised.attribute.Remove-R2,4-14-weka.filters.unsupervised.attribute.Remove-R1,3-233-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-R2-86,1'

@attribute r.oa_total_d_tourismus_stock numeric
@attribute r.oa_total_d_vergnuegung_stock numeric
@attribute r.oa_total_d_sport_und_erholung_stock numeric
@attribute r.oa_total_d_public_service_stock numeric
@attribute r.oa_total_d_buero_stock numeric
@attribute r.oa_total_d_mobilitaet_stock numeric
@attribute r.oa_total_d_sonstiges_stock numeric
@attribute r.oa_total_d_gastronomie_stock numeric
@attribute r.oa_total_d_religion_stock numeric
@attribute r.oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.oa_total_d_dienstleistung_stock numeric
@attribute r.oa_total_d_waren_stock numeric
@attribute r.oa_total_d_leerstand_stock numeric
@attribute r.oa_gastro_c_fast_food_stock numeric
@attribute r.oa_gastro_c_restaurant_stock numeric
@attribute r.oa_gastro_c_cafe_stock numeric
@attribute r.oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.oa_gastro_t_restaurant_international_stock numeric
@attribute r.oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.oa_gastro_t_eisdiele_stock numeric
@attribute r.oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.oa_gastro_t_kaffee_stock numeric
@attribute r.oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.oa_gastro_t_fastfood_burger_stock numeric
@attribute r.oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.oa_dl_c_friseur_stock numeric
@attribute r.oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.oa_dl_c_massage_stock numeric
@attribute r.oa_dl_c_reisen_stock numeric
@attribute r.oa_dl_c_waescherei_stock numeric
@attribute r.oa_dl_c_beerdigung_stock numeric
@attribute r.oa_pubserv_c_bildung_stock numeric
@attribute r.oa_pubserv_c_sicherheit_stock numeric
@attribute r.oa_pubserv_c_sonstiges_stock numeric
@attribute r.oa_pubserv_c_sozial_stock numeric
@attribute r.oa_pubserv_c_gesundheit_stock numeric
@attribute r.oa_pubserv_c_bank_stock numeric
@attribute r.oa_waren_c_essen_und_trinken_stock numeric
@attribute r.oa_waren_c_kleidung_stock numeric
@attribute r.oa_waren_c_sonstige_waren_stock numeric
@attribute r.oa_waren_c_werkstatt_stock numeric
@attribute r.oa_waren_c_medical_stock numeric
@attribute r.oa_waren_c_print_stock numeric
@attribute r.oa_waren_c_drogerie_stock numeric
@attribute r.oa_waren_c_technik_stock numeric
@attribute r.oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.oa_waren_c_kunst_stock numeric
@attribute r.oa_waren_c_handwerk_stock numeric
@attribute r.oa_waren_c_sonstiger_shop_stock numeric
@attribute r.oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.oa_vergnuegung_t_gallerie_stock numeric
@attribute r.oa_vergnuegung_t_museum_stock numeric
@attribute r.oa_vergnuegung_t_zoo_stock numeric
@attribute r.oa_vergnuegung_t_spielothek_stock numeric
@attribute r.oa_vergnuegung_t_kino_stock numeric
@attribute r.oa_vergnuegung_t_biergarten_stock numeric
@attribute r.oa_vergnuegung_t_theater_stock numeric
@attribute r.oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.oa_vergnuegung_t_bordell_stock numeric
@attribute r.oa_vergnuegung_t_bar_stock numeric
@attribute r.oa_vergnuegung_t_pub_stock numeric
@attribute r.oa_sport_t_schwimmen_stock numeric
@attribute r.oa_sport_t_basketball_stock numeric
@attribute r.oa_sport_t_fussball_stock numeric
@attribute r.oa_sport_t_sportzentrum_stock numeric
@attribute r.oa_sport_t_tischtennis_stock numeric
@attribute r.oa_sport_t_sauna_stock numeric
@attribute r.oa_sport_t_tennis_stock numeric
@attribute r.oa_sport_t_kampfsport_stock numeric
@attribute r.oa_sport_t_fitnesszentrum_stock numeric
@attribute r.oa_sport_t_spielplatz_stock numeric
@attribute r.oa_sport_t_wassersport_stock numeric
@attribute r.oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.oa_sport_t_sonstiges_sport_stock numeric
@attribute r.oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.status_klasse_prj_bi {hoch,niedrig}

@data
0.18716,0.602638,0.787127,1.075358,0.204227,1.333607,0,0.781736,0.344798,0.784996,1.329611,1.416013,0,0.802716,1.083998,1.04114,2.838712,0.801278,0.590195,0.162613,0.092489,0.637081,0.088464,0.705468,0,0.961141,2.862763,0,0,0.652048,0,0.681282,0,3.755154,0.914887,0.844078,0.256958,0.502252,1.942451,2.487266,2.182298,0.972651,0,1.059938,0.995767,1.152439,0.774483,0.922795,0.383499,2.172833,0.443091,2.65559,1.255998,0,1.148893,0.612929,0,0.432499,1.073918,0,0,0,0,4.239665,0,0,0,0.036343,0,0.075023,1.865637,0,5.623701,0,0,0.73028,0,0,0,2.75641,1.586808,0,0,0,0.673091,hoch
0.216678,0.69579,0.933434,1.193128,0.093333,1.520297,0,0.878187,0.379173,0.664961,0.88081,1.351779,0,0.859162,1.129586,0.614847,2.175928,1.35945,0.481186,0.134294,0,0.794275,0,0,0,1.366973,1.358202,0.276088,0,1.959222,0,0.466714,0,4.635579,0.364832,1.231217,0.303311,0.328116,0.84249,0.917221,3.70718,0.741224,0,1.366796,1.339134,1.088451,1.102697,1.101306,0.230559,1.445505,0.322307,3.852003,1.551663,0.390914,0.638657,1.283719,0,0.553585,1.0147,0,0,0.723006,0,6.356544,0,0,0,0,0,0.118519,1.476115,0,3.236754,0,0,0.596384,1.780186,0,0,2.128869,1.757979,0,0,0,0.560487,hoch
0.839122,0.669523,1.453242,1.409585,0.607436,1.148346,0,0.6794,1.183525,0.689377,1.433595,1.315728,0,0.791098,1.067132,1.173434,1.777078,0.689103,2.904473,0.715997,0.330265,1.555065,0.171759,0.386132,0,0.961841,3.044315,0.15134,0,0.961552,0.07065,1.89036,0.336151,3.366004,0.409695,0.907329,0.084696,1.790794,0.645722,0.659389,7.207702,1.122687,0,0.325218,1.179992,1.340228,0.392547,1.156383,0.319009,1.228923,1.581278,1.145791,1.8865,0.59139,1.212959,0.554238,0.071424,1.005682,0.901337,0,0,1.068597,0,1.551247,0,1.010776,0,0.067905,0.862801,0.730922,1.54793,0,0,0,0,0.215314,2.369674,0,1.905041,6.385387,1.235684,0,0,0,1.532982,hoch
0.345282,0.715193,1.274886,1.069247,1.010021,0.8876,0.872878,1.073887,0.878807,0.709851,1.236704,1.532282,0,0.860796,0.996352,1.403638,1.759561,0.183161,0.800136,0.820566,1.767664,1.442463,1.078501,0.823445,0,0.862214,3.541096,0.224622,0.087906,0.90379,0.484429,1.715617,0.738148,2.316181,0.581972,0.719731,0.214922,2.850699,1.150524,0.656729,3.279429,1.020746,0.158708,0.802044,0.655588,1.356711,0.637541,0.932564,0.79818,0.874824,1.045827,0.902605,1.608668,1.804804,1.629839,0.438387,0.551865,1.508375,1.209218,0,0,0.056031,0,0.558049,0.808263,1.638345,0.46107,0.572018,1.967993,1.325121,1.023223,0,0,0,0.291854,0.685404,2.341673,0,5.305798,1.867558,0.966629,0,0,0,0.827725,hoch
0.249477,0.810096,0.989495,1.150134,0.874111,0.811512,0.536142,1.03325,1.414207,0.751435,1.385788,1.555162,0,1.134194,0.904718,1.199136,1.259006,0.358892,0.525603,1.018007,2.197714,2.661971,1.414548,0.973874,0,0.643104,2.927678,0.194853,0.247261,0.871716,0.633478,2.802686,0.50023,3.598825,0.842082,0.874856,0.265714,1.236247,1.541048,1.233249,3.948817,1.260893,0,0.748349,0.463438,1.09164,0.61199,0.725024,1.134395,0.862448,1.446451,0.923519,1.669088,1.300016,1.674501,0.535657,0.523148,2.071936,1.21022,0,0,0,0,0.514733,0.866885,0,0.49451,0.485876,0.38981,0.82402,1.698189,0,0,0,0.740931,0.712657,0.609715,0,1.907023,1.550677,1.299472,0,0,0,1.282308,hoch
0.256604,0.931945,0.810782,1.245594,0.869153,0.774669,0.582461,1.073671,0.898272,0.871674,1.439378,1.349244,0,0.866495,1.012794,1.290105,1.18767,0.757318,0.624296,1.14446,2.128435,1.516112,1.660373,1.31053,0.318768,0.81832,2.624647,0.323682,0.976761,0.843196,1.128048,1.252362,0.633147,1.243308,0.754699,1.014198,0.75319,1.110877,1.25893,0.892555,0.734259,1.359638,0,0.799032,0.1776,0.900075,0.758165,0.81192,1.068988,1.024829,0.877491,1.00162,1.857475,1.055164,1.345902,1.143571,0.510682,1.451752,1.136561,0,0,0.657257,0,0.228202,1.689914,1.558356,0.923214,0.233914,0.657891,1.191138,1.263248,0,1.373045,0,1.081088,1.373126,0.359835,0,0.943976,0.03428,1.099686,0,0.345312,0,1.020524,hoch
0.477415,1.056895,0.923557,1.31556,0.816521,1.023571,0.24206,0.84783,1.336093,0.882399,1.558936,1.100807,0,0.706624,1.11946,1.093635,1.115109,0.903556,0.653296,1.099641,1.100638,1.822636,1.046339,2.3484,0.302341,1.11043,2.269413,0.210019,0.888538,0.836004,0.834299,0.926406,0.728286,0.709702,0.565308,0.875973,1.351004,1.069361,0.750077,1.556699,0.721336,1.491348,0,0.989956,0.242659,0.896676,0.443081,1.035862,0.705808,1.386542,0.908094,1.050803,2.263169,0.210159,0.280298,0.732633,0.16696,2.862769,0.916026,0,0,0.634987,0,0.002326,0.697419,3.170644,0.529745,0.123277,0.7542,0.694089,1.628973,0,0.902787,0,0.090846,0.834242,0,0,0.290811,0.044713,1.709351,0,0.227045,0,0.905946,hoch
0.083404,0.367091,2.438827,1.080161,0.225669,1.804518,0,0.712611,0.285341,0.751126,0.829872,0.965732,0,1.27178,0.827754,1.279899,1.096537,0.589243,0.095338,0.159275,0.126339,7.089143,0,0,0,0.893786,2.262929,1.043476,0,3.366241,0,1.180152,0,1.776421,0.716132,1.092234,1.529997,0.251757,0.325153,0.580916,4.301157,0.802048,0.88037,0.952041,0.339349,1.037161,1.368364,1.165793,0.237235,0.917205,0.747944,4.925245,0.984599,1.322728,0.673189,1.372261,0.085571,1.683498,0.700217,0,0,1.118235,0,3.370532,0,2.825074,0,0,0,0.464284,1.525446,0,0.763556,0,0.068581,0.782904,0.555974,0,0.290725,0.589025,1.939077,0,0.174214,0,0.243346,hoch
0.565311,0.476284,1.194652,1.563583,0.525482,1.413271,0,0.797801,2.443436,0.677878,1.082084,1.15199,0,1.013035,0.942393,1.307229,0.694173,1.620863,1.452964,1.368962,1.17982,0.402044,0,0.270441,0,0.959733,2.731112,0.717034,0,2.888149,0,1.077417,0.247822,2.703281,0.25291,0.947548,1.017955,0.579309,0,2.008559,4.964161,1.205328,0.264054,0.570411,0.336009,0.842045,1.057926,1.063928,0.106205,1.304669,2.137133,2.968169,1.359967,1.100696,0.731309,1.631617,0.749995,1.442475,0.547963,0,0,7.380346,0,1.559168,0,2.420207,0,0,0.060228,1.659271,0.483686,0,0,0,0,0.239614,10.657974,0,0.401752,1.766923,1.224321,0,0.154413,0,1.681595,hoch
0.190894,0.266518,1.253291,1.4673,0.263869,1.54055,0,0.830606,0.872196,0.715871,1.038957,1.17161,0,1.469536,0.646498,1.81654,0.849394,0.702025,0.719982,0.540875,0.779404,1.154876,0,0,0,0.68344,3.568226,1.184901,0,4.477619,0,1.780434,0,2.085863,0.440408,0.977484,1.355711,0.072078,0,1.662777,6.445906,0.833234,0.72073,0.943389,0.209271,0.944137,1.482642,1.167125,0.162074,1.201281,0.855068,3.993812,1.289455,1.880047,0.783623,0.723419,0.507191,2.440149,0.505564,0,0,4.707929,0,2.945568,0,4.327287,0,0,0,1.278052,0.691417,0,0,0,0.133686,0.584481,3.30699,0,0.126469,0.410837,1.792257,0,0.377009,0,0.662819,niedrig
0.162971,0.322715,1.462487,1.431724,0.662679,1.398472,0,0.710919,1.0399,0.761324,1.129508,1.21588,0,1.029035,0.862424,1.739463,0.722116,1.304616,3.064759,1.340511,3.459663,0.111946,0,0.486137,0,0.45194,4.217424,0.469671,0,2.298422,0,1.279213,0,5.82259,0.263802,0.478737,1.415768,0,0.604878,5.188296,2.982388,1.167942,1.173738,0.649599,0.121587,1.122363,0.73061,1.029389,0.293544,0.946388,1.550256,3.143378,1.721367,1.05507,0.659255,0.8196,2.502561,0.797711,0.862539,2.404679,0,3.299655,0,0,0,5.678862,0,0,0.351606,2.129494,0.453466,2.510539,0,0,0.261476,0.521647,2.405054,0,0.247359,1.037824,1.680918,0.239443,0.513393,0,0.709628,niedrig
0.177038,0.244689,3.780049,1.34015,0.425911,1.559668,0,0.50258,0.151194,0.913707,0.818957,0.744294,0,1.152209,0.712204,2.295938,1.388883,0.190704,1.207842,0.521631,1.557076,0.778883,0,0.035156,0,0.608366,5.704525,0.505391,0,2.226475,0,0.789101,0.787048,2.451558,0.858805,0.837483,0.820081,0,0.035596,4.528581,2.055332,1.351503,4.973113,0.237713,0.204646,0.967834,0.498737,1.354023,0.073623,1.114098,1.289366,2.117113,0.965372,1.837287,0.333371,0.16988,1.019022,0.991311,0.835984,0.16214,0,3.664988,0,0,0,29.704147,0,0,0,0.812338,0.289365,0.049658,0,0,1.015432,0.805996,0.190067,0,0.57603,0.020528,1.645233,0,0.787763,0,0.488424,niedrig
0.353732,0.274753,4.063817,1.067297,0.627415,1.71076,0,0.454556,0,0.942648,0.680626,0.633871,0,1.575962,0.577617,1.934666,1.436756,0.1881,0.625455,0.355542,0.828829,0.320454,0.222122,0,0,0.441111,5.094134,0.187299,0,1.81677,0,0.281436,2.555442,1.670594,1.810466,1.1395,0.414921,0,0,3.47002,0.797746,1.415671,4.562518,0.197324,0.703825,0.792353,0.531682,1.239213,0.045577,1.250906,2.372846,1.015463,0.496978,3.014755,0.11743,0,0.545566,0.390162,0.989655,0,0,6.771691,0,0.332898,0,20.339208,0,0,0,0.285818,0.699508,0,0,0,2.269251,0.538189,0,0,1.16692,0,1.608542,0,0.535386,0,0.453263,hoch
0.330169,0.537605,1.321306,0.678093,0.206616,2.263933,0,0.748815,1.659671,1.141154,0,0.403804,0,1.250091,0.968935,0.498819,3.617651,0,1.892292,0.847855,0,0,0,2.49202,0,0,1.371575,0,0,0,0,8.345901,0,0,0.803624,0,0,0,0,0,0,0.501053,0,0,10.101449,0.845481,0,2.098917,0,0.489351,1.058694,0,0,0,0,0,0,0,0.940578,0,0,0,0,0,0,0,0,0,0,0,2.514201,0,0,0,0,1.007468,0,0,0,0,2.077066,0,0,0,0,niedrig
0.047568,0.292141,2.264389,0.550152,0.693871,2.174666,0,0.772301,4.397283,1.137477,0.095261,0.371647,0,1.279358,0.824006,1.281424,2.885724,0.34895,4.861138,0,0,0,0,0,0,0.095122,3.52346,0,0,0.377923,0,0.901896,0,0,2.431945,1.01898,0,3.605238,0,0,0,0.088975,0,0,6.421151,1.938356,0.154263,0.725116,0.129798,1.659489,3.047706,0,0,0.886415,0,0,0,0,2.707682,0,0,0,0,0,0,0,0,0,0,0,2.514201,0,0,0,0,1.557564,0,0,0,0,1.782095,0,0,0,0,hoch
0.357821,0.557284,0.720278,1.232289,0.160356,1.70097,0,0.717828,4.620975,0.895339,0.833354,0.931588,0,1.169414,0.996356,0.556899,1.331189,2.525932,0.795249,1.280886,0.240341,0,0,1.160193,0,0.723039,1.36177,0.140785,0,1.213658,0,2.935393,0.690273,5.868008,0.558695,0.958244,0.237255,0.553339,2.936084,0.45071,2.803557,0.368654,0.435457,1.57414,2.085403,1.318086,1.180382,0.626186,0.815792,0.864482,3.360125,2.581551,1.313314,0.857073,0.937379,0.737988,1.320725,0.315119,1.049174,1.901169,0,0,0,0,0,2.108841,0,0,3.272914,0.064528,1.650581,6.959532,0,0,0.444205,0,2.60502,0,0.843905,2.876981,1.082189,7.1771,0,0,0.756995,hoch
0.093004,0.379011,0.755419,0.837516,0.076685,1.522943,0,0.741239,0.826442,0.824391,0.78901,1.509223,0,0.955281,0.991507,1.173256,1.603448,3.539821,2.3947,0.370505,0.470096,0,0,2.38382,0,0.330649,3.226037,0,0,2.672704,0,2.275865,0,1.733186,0.101065,0.688794,0.221074,0,3.780615,0.976067,7.357891,0.410588,0.045677,2.823644,0.685341,1.125686,1.434117,0.747446,0.911132,1.036032,0.45776,2.768536,0.702829,1.314575,1.582022,1.563124,2.649288,0,1.287577,9.59223,0,0,0,0,0,0.110075,0,0,0.825548,0.191634,1.597627,22.770159,0,0,0,0.022324,0,0,0,9.41289,0.96721,1.278274,0.022626,0,1.414333,hoch
0.792314,0.142114,1.354416,0.807963,0,2.559217,0,0.554139,0,0.884183,0.155437,0.582739,0,0.447833,1.361355,0.363411,2.716798,1.109807,0.689308,2.749402,0,0,0,8.819146,0,0.075771,0.999252,0,0,0.903117,0,2.34565,0,0,0,0.713846,0,0,4.341336,0,9.434838,1.055204,0,0.662133,4.409656,0.826065,0.3196,1.556766,0.566711,0.63986,0,1.622677,0.290817,0.860039,1.035012,1.022648,1.594603,0,0.790631,6.462326,0,0,0,0,0,0,0,0,0,0,2.077845,3.208154,0,0,0,0,0,0,0,1.326209,2.404187,0,0,0,0.197705,hoch
2.909786,0.001753,1.479347,0.581024,0,2.058408,0,0.318746,0,1.30039,0.002209,0.380089,0,2.329156,0.547944,0.044899,2.858809,0,0,0,0,0,0.107945,0,0,0.018723,0.123457,0,0,5.293449,0,0,0,0,2.573738,1.784616,0,0,0,0,0,0.652728,0,4.623721,0,1.677614,0.007896,1.36972,0,2.825007,0,0,0.031687,0,0,0,0,0,1.352695,0,0,0,0,0,0,0,0,0,0,0,2.514201,0,0,0,0,2.436202,0,0,0,0,1.310954,0,0,0,0,hoch
0.158062,0.3846,4.646816,0.510962,0,1.392859,0,0.356249,0,1.659225,0.265009,0.284196,0,1.756398,0.81941,0,1.104722,0,0,0,2.068924,2.641348,9.606183,0,0,0.343238,0,0,0,3.309904,0,1.412303,1.53193,0,1.609315,0.304837,0,0,0,9.797713,0,1.151743,0,0.762281,0.740547,1.460219,0.18397,0.684059,0,1.597787,4.047213,0,0,6.23264,0,1.526688,0,0,1.273254,0,0,0,0,0,0,0,0,0,0,1.939087,1.374491,1.361599,0.679748,9.924431,0.228134,0.6583,0,0,1.047651,0,1.553922,0,1.684623,0,0.08391,hoch
0.212568,0.383729,1.249778,0.937701,0.212222,1.211024,0,0.886428,0,0.911106,1.043732,1.382867,0,0.844182,0.870657,2.1976,1.123126,0.881167,0,1.306941,2.178004,0.002848,3.767634,0,0,0.555801,1.06216,1.708356,5.358009,0.775924,2.040186,0.001523,1.175016,3.425673,0.53647,0.919457,1.347407,1.212791,1.231732,0,2.908965,0.54876,0,1.584379,0.001083,1.089024,1.715508,0.712814,1.269356,0.947117,0.780715,2.463882,0.718514,2.57426,1.764332,1.19676,1.864781,0,0.757446,6.641729,0,1.736266,0,0,6.450859,0,0,0,0.913873,1.047638,0.666936,0.013583,0.006781,0,2.221862,0.001122,0,0,0,0,2.027343,0,1.219912,0,0.222628,hoch
0.575826,0.185309,3.332378,0.80583,0.000416,1.561125,0,0.531192,0,1.545913,0.200783,0.268774,0,0.88628,1.218932,0.008486,2.699107,0.002879,0,0.005864,5.057256,6.447406,1.008664,0,0,0.840186,0.003889,0.00646,0.021381,0.345202,0.006667,3.447366,3.744634,0.011194,0.16898,1.474702,0.018832,0.009708,0.012538,1.997358,0,1.521114,0,1.764166,1.709055,0.446561,0.428755,1.082123,0.015279,1.27854,5.022447,0.02625,0.009409,1.045715,0.022324,5.891959,0.025796,0,0.21789,0.036977,0,0,0,0,0.035915,0,0,0,0,0.625845,2.141363,6.910482,3.449906,2.137494,1.159471,0.68826,0,0,0.22564,0,0.776164,0,4.518102,0,0.425863,hoch
0.741381,0.42733,0.447999,0.870947,0.433317,0.904193,0.846937,0.909539,0.417607,1.621553,1.197518,0.648039,0,0.452636,1.199679,1.312844,1.998958,2.119206,1.551529,0.844254,0,0.249927,0.07832,4.890269,0,0.662538,2.228428,1.058438,0.196236,0.347601,0,0.771912,0.332871,0.527735,0.524385,1.049421,0.166369,2.234652,0.09911,1.135355,0.962909,1.332311,1.102322,0.413034,0.34703,0.949479,0.783425,1.052068,0.201638,0.848672,2.560945,1.373621,2.669781,0.608092,1.061542,0,0.728401,1.113799,1.06091,0,0,4.497331,0,0,0.307125,0.067043,1.803779,0,0.623329,1.678985,0.735655,0,0,0,1.277759,0,2.229429,42.812242,0.033076,0,2.27363,0,0,0,0.01286,hoch
0.243734,0.786731,1.6432,1.427682,0.872758,1.073264,0,0.964207,2.339884,0.785254,1.234093,1.106197,0,0.909724,0.99545,1.274769,1.79109,0.866825,0.288348,1.585343,0,0,0,3.004815,0,0.640699,2.89618,0.505803,0,1.92136,0,0.44466,3.509505,1.025598,0.108079,0.710704,0.42642,3.760813,0.339247,0.013093,3.28072,0.849062,1.776232,0.232482,0.576186,1.217437,1.111088,1.202267,0.151212,0.81249,1.96535,1.763224,1.086525,1.28603,1.395744,0.180869,0,1.254119,1.165895,0,0,0.549329,0,0,0,11.766292,0,0,2.084545,0.510417,1.23174,0,0,0,0.920167,0.166329,9.863031,0,4.190658,0.747577,0.775694,0.789487,0,0,1.353719,hoch
0.193718,0.039556,0.747314,0.503375,0.685709,2.219955,0,0.678798,0.717511,1.269977,0.446506,0.498848,0,1.634697,0.835534,0.237894,2.332002,1.616841,0.902461,0,0,0,0,0,0,0.557264,0.654123,0,0,2.214021,0,0,0,0,2.536226,1.119395,0,3.1324,0,0,0,0.396019,0,0,5.478788,1.322725,0.686609,1.83311,0.393811,1.133248,0.370493,0,0,2.689411,0,0,0,0,0.329158,0,0,0,0,0,0,0,0,0,0,0,2.514201,0,0,0,0,0.770084,0,0,0,0,2.204355,0,0,0,0,hoch
0.311486,0.0284,0.88684,0.61436,1.02308,2.246258,0,0.516088,0.515152,1.21239,0.426656,0.532556,0,1.25516,1.012647,0.22465,2.797845,3.419421,0.852221,0,0,0,0,0,0,0.416208,0.617709,0,0,1.653602,0,0,0,0,1.969926,0.66522,0,5.271027,0,0,0,0.521737,0,0,2.650926,1.520307,0.904578,1.863712,0.593142,0.626862,0.249166,0,0,4.050681,0,0,0,0,0.221367,0,0,0,0,0,0,0,0,0,0,0,2.514201,0,0,0,0,0.465911,0,0,0,0,2.367458,0,0,0,0,hoch
0.193148,0.847666,0.597779,1.454325,1.130661,1.039279,0,0.83412,2.004966,0.894241,1.291123,1.186298,0,0.685641,1.10745,1.222711,2.061761,1.731418,0.402938,1.027643,0,0.884778,0,2.411754,0,0.774614,1.427923,1.291562,0.694705,1.749298,0,0.140094,2.220505,0.323124,0.118446,1.133761,0.746735,1.04742,0.386822,0.250337,4.321954,0.946542,3.194615,0.062203,0.120859,1.38657,0.793109,1.122302,0.315241,1.114812,2.244869,1.164074,1.244654,1.635339,0.341775,0,0,2.142529,1.037585,0,0,0.867141,0,0,0,1.785747,0.685538,0,1.708461,0.25182,1.803199,0,0,0,4.634103,0.039526,4.042918,0,1.613161,0,1.33801,0.591488,0,0,0.509216,hoch
0.275747,0.62959,0.325151,1.154721,0.421696,1.301184,0,0.67442,0.633775,0.886157,0.88997,1.450005,0,0.292224,1.185141,1.839507,2.152909,2.210057,0.27655,0.425635,0,4.522426,0,3.750673,0,0.648726,2.338451,0.649494,3.550891,0.700785,0,0.16189,0.787242,0,0.096725,1.192024,0.403315,0.429991,1.789342,0.201537,2.334305,0.762893,1.497919,0,0.035555,1.690076,0.827947,0.936343,0.637038,1.445597,1.692104,0.86403,1.951371,0.489628,0.067702,0,0.050625,0.652584,1.356512,0,0,5.148008,0,0,0,0,3.942185,0,0.762234,0.163653,1.302045,0,0,0,3.171805,0,0,0,0,0,2.198134,0,0,0,0,hoch
2.772528,0.279989,1.66912,0.648686,0.158066,1.733481,0,0.648264,1.269685,1.300956,0.264674,0.283396,0,0.321332,1.480683,0,0.394403,3.589691,1.672184,0,0,0,0,0,0,2.573363,0,0,0,0,2.077824,0,0,0,0.355074,1.189744,0,0,0,3.938685,0,0.977384,0,1.170244,0,1.04668,1.129713,1.531996,0.73491,1.066848,1.154043,1.893857,1.697089,0,0,0,0,0,0,9.308688,0,0,0,0,0,40.49084,0,0,0,0,0,14.775913,0,0,0,0,0,0,0,0,0,15.998534,0.927578,0,1.821152,hoch
5.418208,0,0.611602,1.90154,0,1.355061,0,0.34551,0,1.036703,0.517238,0.415369,0,1.767323,0.814375,0,4.338431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.905817,0,0,0,0,11.816055,0,2.280563,0,0,0,0.418672,0,0.680887,0,0,4.616171,0,0,0,0,11.935524,0,0,2.050579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28461,hoch
1.317733,0.269474,2.008048,0.468244,0.20284,1.334706,0,0.642826,0,1.750509,0.452861,0.272753,0,0.623761,1.245515,0.570444,0.510404,1.161371,2.164003,0.788357,0,7.322129,0,0,0,1.665117,1.568517,0,0,0,2.688948,0,0,0,0.919016,1.338462,0,0,0,0,11.793548,1.158381,0,0,0,1.116459,1.004189,1.588736,0,2.133695,0,0,2.262785,0,0,3.978508,0,0,0,0,0,0,0,0,0,17.995929,6.87666,0,0,0,0.838067,7.880487,0,0,0,0.650803,0,115.509133,0,0,0.523457,11.376735,0.989416,0,0.485641,hoch
0.493712,0.172802,0.7456,1.17482,0.369759,1.061042,0,0.444091,2.970138,1.97132,0.630562,0.310668,0,0.609344,1.319993,0.166559,1.421306,0,0,2.080221,0,0,0.40043,6.114197,0,1.324801,0.457977,0,0,0.137972,0,0,0,0,1.279578,1.200516,0,0,3.552267,0,0,0.444094,0,0,1.468446,1.682168,1.114576,1.230397,0.784119,0.062978,0,8.082674,0.200364,5.354898,0,0,0,0,0,0,0,0,0,0,0,51.157399,0,0,0,0,0.131811,0,0,0,0,0,0,0,0,0,0.904026,0,9.714994,0,0,hoch
0.372516,0.279243,0.726462,1.093465,0.117142,1.870806,0,0.906023,0.182983,0.936422,0.588654,0.847974,0,0.893849,0.845841,2.209093,0.969931,0.383327,0,0.446739,0.491665,0.58069,4.865721,0.184632,0,0.915257,4.772513,0.43484,1.426111,1.532748,0.461026,0,0.344683,0.774107,0.998022,1.256423,0.717317,0.411341,0.738852,1.016085,0.233295,0.705206,0,0.619615,0.097198,1.63612,0.915104,1.473164,0.570692,0.946693,0.456723,1.153358,1.810431,1.147303,0.801307,0.585575,0.913081,0,0.358101,2.740359,0,0.107919,0,0,2.661606,1.950336,0,0,0.056802,0.33251,1.837069,0,0,0,0.881949,0.025838,0,0,0,0,2.262003,0,1.240013,0,0.017258,hoch
