@relation '20180909_h3a_bzr-weka.filters.unsupervised.attribute.Remove-R1,3,7-21,24-89-weka.filters.unsupervised.attribute.Remove-R1,3-6,236-464-weka.filters.unsupervised.attribute.Reorder-R2-230,1'

@attribute r.prev_d_tourismus_new numeric
@attribute r.prev_d_vergnuegung_new numeric
@attribute r.prev_d_sport_und_erholung_new numeric
@attribute r.prev_d_public_service_new numeric
@attribute r.prev_d_buero_new numeric
@attribute r.prev_d_mobilitaet_new numeric
@attribute r.prev_d_sonstiges_new numeric
@attribute r.prev_d_gastronomie_new numeric
@attribute r.prev_d_religion_new numeric
@attribute r.prev_d_oeffentlicher_raum_new numeric
@attribute r.prev_d_dienstleistung_new numeric
@attribute r.prev_d_waren_new numeric
@attribute r.prev_d_leerstand_new numeric
@attribute r.prev_c_uebernachtung_new numeric
@attribute r.prev_c_sehenswuerdigkeit_new numeric
@attribute r.prev_c_kultur_new numeric
@attribute r.prev_c_info_new numeric
@attribute r.prev_c_sport_new numeric
@attribute r.prev_c_erholung_new numeric
@attribute r.prev_c_zwielicht_new numeric
@attribute r.prev_c_bildung_new numeric
@attribute r.prev_c_buero_new numeric
@attribute r.prev_c_individual_new numeric
@attribute r.prev_c_hipster_new numeric
@attribute r.prev_c_sicherheit_new numeric
@attribute r.prev_c_sonstiges_new numeric
@attribute r.prev_c_ausgehen_new numeric
@attribute r.prev_c_gaststaetten_new numeric
@attribute r.prev_c_sozial_new numeric
@attribute r.prev_c_cafe_new numeric
@attribute r.prev_c_religioese_gebaeude_new numeric
@attribute r.prev_c_post_new numeric
@attribute r.prev_c_gesundheit_new numeric
@attribute r.prev_c_wc_new numeric
@attribute r.prev_c_bank_new numeric
@attribute r.prev_c_telefon_new numeric
@attribute r.prev_c_recycling_new numeric
@attribute r.prev_c_parkbank_new numeric
@attribute r.prev_c_briefe_und_pakete_new numeric
@attribute r.prev_c_friedhof_new numeric
@attribute r.prev_c_automaten_new numeric
@attribute r.prev_c_oepnv_new numeric
@attribute r.prev_c_restaurant_new numeric
@attribute r.prev_c_fast_food_new numeric
@attribute r.prev_c_friseur_new numeric
@attribute r.prev_c_essen_und_trinken_new numeric
@attribute r.prev_c_kleidung_new numeric
@attribute r.prev_c_sonstige_waren_new numeric
@attribute r.prev_c_werkstatt_new numeric
@attribute r.prev_c_kosmetik_und_beauty_new numeric
@attribute r.prev_c_medical_new numeric
@attribute r.prev_c_print_new numeric
@attribute r.prev_c_massage_new numeric
@attribute r.prev_c_drogerie_new numeric
@attribute r.prev_c_reisen_new numeric
@attribute r.prev_c_technik_new numeric
@attribute r.prev_c_spielzeug_und_geschenke_new numeric
@attribute r.prev_c_waescherei_new numeric
@attribute r.prev_c_kunst_new numeric
@attribute r.prev_c_beerdigung_new numeric
@attribute r.prev_c_handwerk_new numeric
@attribute r.prev_c_leerstand_new numeric
@attribute r.prev_c_sonstiger_shop_new numeric
@attribute r.prev_c_sonstiges_gebaeude_new numeric
@attribute r.prev_c_sonstiges_gelaende_new numeric
@attribute r.prev_c_sonstiges_tourismus_new numeric
@attribute r.prev_t_hostel_new numeric
@attribute r.prev_t_hotel_new numeric
@attribute r.prev_t_sonstige_new numeric
@attribute r.prev_t_kunstwerk_new numeric
@attribute r.prev_t_kunstzentrum_new numeric
@attribute r.prev_t_gallerie_new numeric
@attribute r.prev_t_info_new numeric
@attribute r.prev_t_museum_new numeric
@attribute r.prev_t_aussichtspunkt_new numeric
@attribute r.prev_t_zoo_new numeric
@attribute r.prev_t_schwimmen_new numeric
@attribute r.prev_t_basketball_new numeric
@attribute r.prev_t_fussball_new numeric
@attribute r.prev_t_sportzentrum_new numeric
@attribute r.prev_t_tischtennis_new numeric
@attribute r.prev_t_sauna_new numeric
@attribute r.prev_t_tennis_new numeric
@attribute r.prev_t_kampfsport_new numeric
@attribute r.prev_t_fitnesszentrum_new numeric
@attribute r.prev_t_spielplatz_new numeric
@attribute r.prev_t_wassersport_new numeric
@attribute r.prev_t_spielothek_new numeric
@attribute r.prev_t_sonstige_sportarten_new numeric
@attribute r.prev_t_kindergarten_new numeric
@attribute r.prev_t_buero_new numeric
@attribute r.prev_t_tankstelle_new numeric
@attribute r.prev_t_coworking_space_new numeric
@attribute r.prev_t_universitaet_new numeric
@attribute r.prev_t_poilzei_new numeric
@attribute r.prev_t_feuerwehr_new numeric
@attribute r.prev_t_kita_new numeric
@attribute r.prev_t_hoehere_schule_new numeric
@attribute r.prev_t_wochenmarkt_new numeric
@attribute r.prev_t_kino_new numeric
@attribute r.prev_t_biergarten_new numeric
@attribute r.prev_t_autovermietung_new numeric
@attribute r.prev_t_buecherei_new numeric
@attribute r.prev_t_nachbarschaftszentrum_new numeric
@attribute r.prev_t_theater_new numeric
@attribute r.prev_t_eisdiele_new numeric
@attribute r.prev_t_nachtclub_new numeric
@attribute r.prev_t_kirche_new numeric
@attribute r.prev_t_moschee_new numeric
@attribute r.prev_t_sonstige_tempel_new numeric
@attribute r.prev_t_schule_new numeric
@attribute r.prev_t_bordell_new numeric
@attribute r.prev_t_post_filiale_new numeric
@attribute r.prev_t_sozialeinrichtung_new numeric
@attribute r.prev_t_ladestation_new numeric
@attribute r.prev_t_zahnarzt_new numeric
@attribute r.prev_t_fahrradverleih_new numeric
@attribute r.prev_t_fahrschule_new numeric
@attribute r.prev_t_tierarzt_new numeric
@attribute r.prev_t_botschaft_new numeric
@attribute r.prev_t_taxistand_new numeric
@attribute r.prev_t_wc_new numeric
@attribute r.prev_t_bankfiliale_new numeric
@attribute r.prev_t_arzt_new numeric
@attribute r.prev_t_parkplatz_new numeric
@attribute r.prev_t_bar_new numeric
@attribute r.prev_t_apotheke_new numeric
@attribute r.prev_t_pub_new numeric
@attribute r.prev_t_telefon_new numeric
@attribute r.prev_t_kaffee_new numeric
@attribute r.prev_t_sonstige_cafes_new numeric
@attribute r.prev_t_fahrrad_parkplatz_new numeric
@attribute r.prev_t_muelleimer_new numeric
@attribute r.prev_t_parkbank_new numeric
@attribute r.prev_t_krankenhaus_new numeric
@attribute r.prev_t_klinik_new numeric
@attribute r.prev_t_geldautomat_new numeric
@attribute r.prev_t_briefkasten_new numeric
@attribute r.prev_t_friedhof_new numeric
@attribute r.prev_t_musikschule_new numeric
@attribute r.prev_t_paketautomat_new numeric
@attribute r.prev_t_sonstige_automaten_new numeric
@attribute r.prev_t_fahrscheinautomat_new numeric
@attribute r.prev_t_parkticketautomat_new numeric
@attribute r.prev_t_kotbeutelautomat_new numeric
@attribute r.prev_t_zigarettenautomat_new numeric
@attribute r.prev_t_suessigkeitenautomat_new numeric
@attribute r.prev_t_briefmarkenautomat_new numeric
@attribute r.prev_t_kondomautomat_new numeric
@attribute r.prev_t_getraenke_und_suessigkeitenautomat_new numeric
@attribute r.prev_t_getraenkeautomat_new numeric
@attribute r.prev_t_grillplatz_new numeric
@attribute r.prev_t_glascontainer_new numeric
@attribute r.prev_t_glas__und_kleidungscontainer_new numeric
@attribute r.prev_t_kleidungscontainer_new numeric
@attribute r.prev_t_sonstige_container_new numeric
@attribute r.prev_t_restaurant_italiener_new numeric
@attribute r.prev_t_restaurant_deutsch_new numeric
@attribute r.prev_t_restaurant_indisch_new numeric
@attribute r.prev_t_restaurant_asiatisch_new numeric
@attribute r.prev_t_restaurant_sushi_new numeric
@attribute r.prev_t_restaurant_griechisch_new numeric
@attribute r.prev_t_restaurant_steakhouse_new numeric
@attribute r.prev_t_restaurant_international_new numeric
@attribute r.prev_t_restaurant_tuerkisch_new numeric
@attribute r.prev_t_fastfood_kebap_new numeric
@attribute r.prev_t_fastfood_burger_new numeric
@attribute r.prev_t_fastfood_asiatisch_new numeric
@attribute r.prev_t_fastfood_pizza_new numeric
@attribute r.prev_t_fastfood_pommesbude_new numeric
@attribute r.prev_t_fast_food_sonstiges_new numeric
@attribute r.prev_t_restaurant_sonstiges_new numeric
@attribute r.prev_t_friseur_new numeric
@attribute r.prev_t_baeckerei_new numeric
@attribute r.prev_t_kleidung_new numeric
@attribute r.prev_t_supermarkt_new numeric
@attribute r.prev_t_kiosk_new numeric
@attribute r.prev_t_florist_new numeric
@attribute r.prev_t_fahrrad_new numeric
@attribute r.prev_t_kosmetik_und_beauty_new numeric
@attribute r.prev_t_optiker_new numeric
@attribute r.prev_t_schuhe_new numeric
@attribute r.prev_t_buecher_new numeric
@attribute r.prev_t_massage_new numeric
@attribute r.prev_t_schmuck_new numeric
@attribute r.prev_t_autoreperatur_new numeric
@attribute r.prev_t_drogerie_new numeric
@attribute r.prev_t_reisen_new numeric
@attribute r.prev_t_mobilfunk_new numeric
@attribute r.prev_t_moebel_new numeric
@attribute r.prev_t_getraenke_new numeric
@attribute r.prev_t_feinkost_new numeric
@attribute r.prev_t_elektronik_new numeric
@attribute r.prev_t_boutique_new numeric
@attribute r.prev_t_autohaus_new numeric
@attribute r.prev_t_spirituosen_new numeric
@attribute r.prev_t_geschenke_new numeric
@attribute r.prev_t_postenmarkt_new numeric
@attribute r.prev_t_schlachter_new numeric
@attribute r.prev_t_waescherei_new numeric
@attribute r.prev_t_computer_new numeric
@attribute r.prev_t_spielzeug_new numeric
@attribute r.prev_t_copyshop_new numeric
@attribute r.prev_t_schneider_new numeric
@attribute r.prev_t_foto_new numeric
@attribute r.prev_t_kunst_new numeric
@attribute r.prev_t_suessigkeiten_new numeric
@attribute r.prev_t_dekoration_new numeric
@attribute r.prev_t_reinigung_new numeric
@attribute r.prev_t_beerdigung_new numeric
@attribute r.prev_t_sport_new numeric
@attribute r.prev_t_zoofachgeschaeft_new numeric
@attribute r.prev_t_textilgeschaeft_new numeric
@attribute r.prev_t_hoergeraete_new numeric
@attribute r.prev_t_baumarkt_new numeric
@attribute r.prev_t_leerstand_new numeric
@attribute r.prev_t_medical_new numeric
@attribute r.prev_t_second_hand_new numeric
@attribute r.prev_t_zeitung_new numeric
@attribute r.prev_t_eisenwarenhandlung_new numeric
@attribute r.prev_t_sonstiger_shop_new numeric
@attribute r.prev_t_baudenkmal_new numeric
@attribute r.prev_t_haltestelle_new numeric
@attribute r.prev_t_sonstiges_gebaeude_new numeric
@attribute r.prev_t_sonstiges_gelaende_new numeric
@attribute r.prev_t_sonstiges_denkmal_new numeric
@attribute r.prev_t_sonstiges_tourismus_new numeric
@attribute r.prev_t_sonstiges_sport_new numeric
@attribute r.prev_t_sonstiges_erholung_new numeric
@attribute r.dynamik_klasse_prj_bi {positiv,negativ}

@data
0.207526,0,0.415053,0.138351,0,0.691754,0,0.276702,0,0.069175,0,0.415053,0,0,0.069175,0,0.069175,0,0.415053,0,0,0,0.207526,0,0,0,0,0,0,0,0,0,0.138351,0,0,0,0,0,0,0,0,0.484228,0.207526,0.069175,0,0.138351,0,0.069175,0.138351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069175,0.069175,0,0.069175,0,0,0,0,0,0,0.069175,0,0.069175,0,0,0,0,0,0,0,0,0,0,0.415053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138351,0.207526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069175,0,0.069175,0,0,0,0,0.138351,0,0.069175,0,0,0,0,0.069175,0,0,0,0,0,0,0,0,0,0,0.069175,0,0.069175,0,0,0.069175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069175,0,0.484228,0.069175,0,0,0.069175,0,0,negativ
0.400825,0,0,0.057261,0,0,0,0.114521,0,0.057261,0,0.057261,0,0,0.057261,0,0.343564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057261,0,0,0,0,0,0.057261,0,0,0,0.114521,0,0,0.057261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057261,0,0,0.343564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057261,0,0,0,0,0,0,0,0,0,0,0.057261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057261,0,0,0,0,0,0,0,0,0.057261,0,0,0,0.057261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiv
0.029212,0.029212,0.262904,0.146058,0.058423,0.321327,0.029212,0.175269,0.058423,0.175269,0,0.262904,0,0,0,0,0.029212,0.116846,0.146058,0,0.087635,0.058423,0.058423,0,0,0.029212,0,0.029212,0,0.029212,0.029212,0,0,0,0.058423,0.029212,0,0,0.146058,0.029212,0,0.262904,0.146058,0,0,0.058423,0.058423,0.029212,0.029212,0,0,0.029212,0,0,0,0,0,0,0,0,0,0,0.058423,0,0,0,0,0,0,0,0,0,0.029212,0,0,0,0,0.029212,0,0,0.029212,0,0,0,0,0.146058,0,0,0.058423,0.058423,0.058423,0,0,0,0,0,0.029212,0,0,0,0,0,0,0,0,0,0,0.029212,0,0,0,0,0,0,0,0,0,0,0,0.029212,0,0,0.029212,0,0.029212,0,0,0.029212,0.029212,0,0.029212,0.029212,0,0,0,0,0.029212,0.087635,0.029212,0,0.058423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116846,0,0,0.029212,0.029212,0,0.029212,0,0,0,0.029212,0.029212,0,0,0,0,0,0,0,0,0.029212,0,0,0.029212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058423,0,0.262904,0,0,0,0,0,0,positiv
0.029661,0.029661,0,0.266951,0.029661,0.029661,0,0.088984,0,0.059323,0.059323,0.296613,0,0,0,0,0.029661,0,0,0,0.177968,0.029661,0,0,0,0,0,0.029661,0,0,0,0,0.029661,0,0.059323,0.029661,0,0,0.029661,0,0,0.029661,0.088984,0,0.059323,0.088984,0,0.059323,0.059323,0,0.029661,0,0,0,0,0.029661,0,0,0,0,0,0,0.029661,0,0,0,0,0,0,0,0,0,0.029661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177968,0.029661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029661,0,0,0.029661,0,0,0.029661,0,0,0,0,0,0.029661,0,0.029661,0,0,0,0.029661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059323,0.059323,0,0,0,0.029661,0.059323,0.059323,0,0.029661,0,0,0,0,0,0,0,0,0,0,0.059323,0.029661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029661,0,0.029661,0,0,0,0,0,0,positiv
0.05643,0.11286,0.366796,0.05643,0,0,0,0.084645,0.028215,0.282151,0.05643,0.507872,0,0.05643,0,0,0,0,0.366796,0.05643,0.028215,0,0,0,0,0,0,0.05643,0.028215,0,0.028215,0,0,0.05643,0,0,0.05643,0,0.05643,0,0,0,0.084645,0,0.028215,0.141076,0.028215,0.05643,0.028215,0,0,0.05643,0,0,0,0,0,0,0,0.028215,0,0,0.197506,0.11286,0,0,0,0.028215,0.028215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366796,0,0,0,0,0,0,0,0,0,0,0,0.028215,0,0,0,0,0,0,0,0,0,0.028215,0,0,0,0.05643,0,0.028215,0,0,0,0,0,0,0,0.05643,0,0,0,0,0,0.05643,0,0,0,0,0.05643,0,0,0,0,0.05643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028215,0,0,0,0.028215,0.028215,0,0,0,0,0,0,0,0.028215,0,0,0.028215,0.028215,0.028215,0.028215,0,0,0.028215,0.028215,0,0,0,0,0,0,0.028215,0.05643,0.028215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028215,0,0,0,0,0,0,0,0,0.028215,0,0.197506,0,0,0.11286,0,0,0,0,0,positiv
0,0.132231,0.066116,0.066116,0,0.264463,0,0,0,0.132231,0.066116,0.528926,0,0,0,0,0,0,0.066116,0,0,0,0,0,0,0,0,0.132231,0,0,0,0,0,0,0.066116,0,0.066116,0.066116,0,0,0,0.264463,0,0,0.066116,0.264463,0,0,0.198347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066116,0,0,0,0,0.132231,0,0,0,0,0,0.066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066116,0,0,0.198347,0,0,0,0,0,0,0,0,0,0.198347,0,0,0,0,0.066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066116,0,0.264463,0,0,0,0,0,0,positiv
0.397109,0.079422,0.277976,0.198555,0.039711,0.158844,0,0.714796,0,0.43682,0.079422,0.555953,0.039711,0.198555,0,0,0.198555,0,0.277976,0,0.079422,0.039711,0.158844,0,0,0,0,0.079422,0.039711,0.119133,0,0,0.079422,0,0,0,0.039711,0.158844,0.079422,0,0,0,0.476531,0.119133,0,0.158844,0.158844,0.039711,0,0.079422,0,0,0,0.039711,0,0,0.039711,0,0.039711,0,0.039711,0.039711,0.039711,0.158844,0,0,0.039711,0.158844,0,0,0,0,0.198555,0,0,0,0,0,0,0,0,0,0,0,0,0.198555,0,0,0,0.079422,0.039711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039711,0,0.039711,0.079422,0,0,0,0,0,0,0,0,0.039711,0.039711,0.039711,0,0.079422,0.039711,0.039711,0.039711,0.158844,0,0,0,0.039711,0,0,0.039711,0,0,0.039711,0,0,0,0,0,0,0,0,0,0,0,0,0.039711,0.039711,0.039711,0.039711,0,0.079422,0.039711,0.039711,0,0,0.039711,0.079422,0,0,0,0.158844,0,0.039711,0.079422,0,0.039711,0,0,0.079422,0,0,0,0,0,0,0.039711,0,0,0.039711,0,0.079422,0,0,0,0,0.039711,0,0,0,0,0,0,0,0,0.039711,0,0,0,0,0.079422,0,0,0,0.039711,0.039711,0,0,0,0,0.039711,0,0,0.158844,0,0,0,0,0.079422,negativ
0.07463,0.07463,0.037315,0,0.111944,0.261204,0,0.149259,0,0.261204,0.111944,0.298519,0,0.037315,0.037315,0,0,0,0.037315,0,0,0.111944,0.149259,0,0,0,0.037315,0.037315,0,0,0,0,0,0,0,0,0,0.037315,0.07463,0,0,0.111944,0.149259,0,0.037315,0.149259,0,0,0,0,0.037315,0.037315,0.037315,0.037315,0.037315,0.037315,0,0,0,0,0,0,0,0.149259,0,0,0,0,0.037315,0.037315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111944,0,0,0,0,0,0,0,0,0.037315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037315,0,0,0.037315,0,0,0,0.111944,0,0.037315,0,0,0,0.07463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037315,0.037315,0.037315,0,0,0,0,0,0,0,0,0,0,0,0.037315,0.037315,0.149259,0,0,0,0,0,0,0.037315,0,0.037315,0.037315,0,0,0.037315,0.037315,0,0,0,0,0.037315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111944,0.149259,0,0,0,0,0.037315,positiv
0.044954,0.044954,0.134862,0.044954,0,0.044954,0,0.899078,0,0.314677,0.089908,0.719263,0,0,0,0,0,0.134862,0,0,0,0,0.044954,0,0,0,0,0.044954,0,0.134862,0,0,0.044954,0.044954,0,0,0,0,0,0,0,0,0.584401,0.179816,0.089908,0.089908,0.22477,0.044954,0,0,0,0.044954,0,0.044954,0,0,0.134862,0,0,0,0,0,0.134862,0.269724,0,0.044954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134862,0,0,0,0,0,0,0,0,0,0.044954,0,0,0,0,0,0.044954,0,0,0,0.044954,0,0,0,0,0,0.044954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089908,0.044954,0,0,0.044954,0,0,0.089908,0,0,0,0.044954,0,0,0.134862,0.314677,0.089908,0,0.134862,0,0.089908,0,0,0,0,0,0.044954,0,0.044954,0,0.044954,0,0,0,0,0,0,0.044954,0,0,0,0,0,0,0,0.134862,0,0.044954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134862,0,0,0.269724,0,0,0.044954,0,0,positiv
0.078496,0.039248,0.078496,0.235488,0,0.39248,0,0.078496,0,0.353232,0.117744,0.117744,0,0,0.039248,0.039248,0.039248,0.039248,0.039248,0,0.039248,0,0.313984,0,0,0,0,0,0.039248,0,0,0,0.039248,0,0.117744,0.078496,0,0.156992,0.078496,0,0,0.078496,0,0.078496,0.039248,0.039248,0,0.039248,0,0,0,0,0.039248,0,0.039248,0,0,0,0,0,0.039248,0,0,0.039248,0,0,0,0,0,0.039248,0,0,0.039248,0,0,0,0,0,0,0,0.039248,0,0,0,0,0.039248,0,0,0,0.039248,0,0.039248,0,0,0,0,0,0,0,0,0,0,0,0,0.039248,0,0,0,0,0,0,0,0,0.039248,0.039248,0,0,0,0,0,0.039248,0,0,0.039248,0,0,0,0,0.078496,0,0,0.19624,0,0.156992,0,0,0.117744,0.039248,0,0,0.039248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039248,0,0,0.039248,0,0.039248,0.039248,0,0,0,0.039248,0,0,0,0,0,0.039248,0,0,0,0.039248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039248,0,0,0,0,0,0,0,0.078496,0.039248,0,0,0,0,0,positiv
0.11918,0.35754,0.23836,0.158907,0.158907,0,0,1.1918,0,0.35754,0.079453,1.07262,0,0,0,0,0.079453,0.158907,0.079453,0.039727,0.039727,0.158907,0,0,0,0,0.039727,0.278087,0,0.198633,0,0,0.11918,0,0,0,0,0,0.039727,0,0.039727,0,0.83426,0.158907,0.079453,0.158907,0.436993,0.198633,0.039727,0,0,0.039727,0,0,0,0,0.11918,0,0,0,0,0,0.079453,0.278087,0,0.039727,0,0,0,0,0,0,0.079453,0,0,0,0,0,0,0.039727,0.11918,0,0,0,0,0.079453,0,0,0,0,0.158907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079453,0.039727,0,0,0,0.039727,0.039727,0,0,0,0.11918,0,0,0,0,0,0,0,0,0,0.158907,0,0.11918,0,0.039727,0.079453,0,0,0,0,0,0,0.039727,0,0,0,0.039727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11918,0.11918,0.039727,0.11918,0.039727,0.039727,0.039727,0.039727,0,0.039727,0,0,0,0,0.11918,0.278087,0.079453,0.158907,0.397267,0,0,0,0.039727,0,0,0,0,0,0.079453,0,0,0,0,0.039727,0,0,0,0.039727,0,0,0.079453,0,0,0,0,0.039727,0.039727,0,0,0,0,0.079453,0,0,0,0,0,0,0,0,0,0,0,0,0.079453,0,0,0.278087,0,0,0.039727,0,0,negativ
0,0.031388,0.313883,0.031388,0.031388,0.219718,0,0.18833,0,0.219718,0.031388,0.313883,0,0,0,0.031388,0,0.156942,0.156942,0,0,0.031388,0.219718,0,0,0,0,0,0,0,0,0.062777,0,0,0.031388,0,0,0,0.094165,0,0.031388,0,0.156942,0.031388,0.031388,0.125553,0,0.031388,0.031388,0,0.031388,0,0,0,0,0.031388,0,0,0.031388,0,0,0,0.031388,0.031388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156942,0,0,0,0,0.156942,0,0,0,0,0.031388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031388,0,0,0,0,0,0,0,0.062777,0,0,0,0.031388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18833,0,0,0,0,0.031388,0.094165,0,0,0,0.031388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031388,0,0,0,0,0,0,0,0,0.031388,0,0,0,0,0,0.125553,0.031388,0.031388,0,0.031388,0,0.031388,0.031388,0,0.031388,0,0,0,0,0,0,0,0,0,0,0.031388,0.031388,0,0,0,0,0,0.031388,0,0,0,0,0,0.031388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031388,0,0,0.031388,0,0,0,0,0,positiv
0.053356,0,0.106712,0.160068,0.26678,0,0,0.106712,0,1.92082,0,0.053356,0,0,0,0,0.053356,0,0.106712,0,0.053356,0.26678,0,0,0,0,0,0,0.053356,0,0,0,0,0,0.053356,0,0.586917,1.280546,0,0,0,0,0,0.106712,0,0,0,0,0.053356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053356,0,0,0,0,0,0,0,0,0.053356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26678,0,0,0,0,0,0,0,0,0,0,0,0.053356,0.053356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160068,1.280546,0,0,0.053356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053356,0.213424,0,0.160068,0,0,0,0,0,0,0,0,0,0.053356,0,0,0,0,0.053356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053356,0,0,0,0,0.106712,positiv
0.0797,0.159401,0.318801,0,0.159401,0.717303,0,0.159401,0,2.789511,0.0797,0,0,0,0.0797,0,0,0.239101,0.0797,0,0,0.159401,0.717303,0,0,0.0797,0,0.159401,0,0.0797,0,0,0,0,0,0.0797,0.717303,1.594007,0.159401,0,0,0,0,0.0797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797,0,0,0,0,0,0.159401,0,0,0,0,0,0.0797,0,0,0,0,0,0,0,0,0,0,0.239101,0,0,0,0,0.0797,0,0,0,0,0.159401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159401,0,0,0.0797,0.0797,0,0.717303,0.398502,1.594007,0,0,0,0.159401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797,0,0.318801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159401,0,0,0,0,0,negativ
