@relation '20180909_h3a_bzr-weka.filters.unsupervised.attribute.Remove-R1,3,7-21,24-89-weka.filters.unsupervised.attribute.Remove-R1,3-6,236-464-weka.filters.unsupervised.attribute.Reorder-R2-230,1'

@attribute r.prev_d_tourismus_new numeric
@attribute r.prev_d_vergnuegung_new numeric
@attribute r.prev_d_sport_und_erholung_new numeric
@attribute r.prev_d_public_service_new numeric
@attribute r.prev_d_buero_new numeric
@attribute r.prev_d_mobilitaet_new numeric
@attribute r.prev_d_sonstiges_new numeric
@attribute r.prev_d_gastronomie_new numeric
@attribute r.prev_d_religion_new numeric
@attribute r.prev_d_oeffentlicher_raum_new numeric
@attribute r.prev_d_dienstleistung_new numeric
@attribute r.prev_d_waren_new numeric
@attribute r.prev_d_leerstand_new numeric
@attribute r.prev_c_uebernachtung_new numeric
@attribute r.prev_c_sehenswuerdigkeit_new numeric
@attribute r.prev_c_kultur_new numeric
@attribute r.prev_c_info_new numeric
@attribute r.prev_c_sport_new numeric
@attribute r.prev_c_erholung_new numeric
@attribute r.prev_c_zwielicht_new numeric
@attribute r.prev_c_bildung_new numeric
@attribute r.prev_c_buero_new numeric
@attribute r.prev_c_individual_new numeric
@attribute r.prev_c_hipster_new numeric
@attribute r.prev_c_sicherheit_new numeric
@attribute r.prev_c_sonstiges_new numeric
@attribute r.prev_c_ausgehen_new numeric
@attribute r.prev_c_gaststaetten_new numeric
@attribute r.prev_c_sozial_new numeric
@attribute r.prev_c_cafe_new numeric
@attribute r.prev_c_religioese_gebaeude_new numeric
@attribute r.prev_c_post_new numeric
@attribute r.prev_c_gesundheit_new numeric
@attribute r.prev_c_wc_new numeric
@attribute r.prev_c_bank_new numeric
@attribute r.prev_c_telefon_new numeric
@attribute r.prev_c_recycling_new numeric
@attribute r.prev_c_parkbank_new numeric
@attribute r.prev_c_briefe_und_pakete_new numeric
@attribute r.prev_c_friedhof_new numeric
@attribute r.prev_c_automaten_new numeric
@attribute r.prev_c_oepnv_new numeric
@attribute r.prev_c_restaurant_new numeric
@attribute r.prev_c_fast_food_new numeric
@attribute r.prev_c_friseur_new numeric
@attribute r.prev_c_essen_und_trinken_new numeric
@attribute r.prev_c_kleidung_new numeric
@attribute r.prev_c_sonstige_waren_new numeric
@attribute r.prev_c_werkstatt_new numeric
@attribute r.prev_c_kosmetik_und_beauty_new numeric
@attribute r.prev_c_medical_new numeric
@attribute r.prev_c_print_new numeric
@attribute r.prev_c_massage_new numeric
@attribute r.prev_c_drogerie_new numeric
@attribute r.prev_c_reisen_new numeric
@attribute r.prev_c_technik_new numeric
@attribute r.prev_c_spielzeug_und_geschenke_new numeric
@attribute r.prev_c_waescherei_new numeric
@attribute r.prev_c_kunst_new numeric
@attribute r.prev_c_beerdigung_new numeric
@attribute r.prev_c_handwerk_new numeric
@attribute r.prev_c_leerstand_new numeric
@attribute r.prev_c_sonstiger_shop_new numeric
@attribute r.prev_c_sonstiges_gebaeude_new numeric
@attribute r.prev_c_sonstiges_gelaende_new numeric
@attribute r.prev_c_sonstiges_tourismus_new numeric
@attribute r.prev_t_hostel_new numeric
@attribute r.prev_t_hotel_new numeric
@attribute r.prev_t_sonstige_new numeric
@attribute r.prev_t_kunstwerk_new numeric
@attribute r.prev_t_kunstzentrum_new numeric
@attribute r.prev_t_gallerie_new numeric
@attribute r.prev_t_info_new numeric
@attribute r.prev_t_museum_new numeric
@attribute r.prev_t_aussichtspunkt_new numeric
@attribute r.prev_t_zoo_new numeric
@attribute r.prev_t_schwimmen_new numeric
@attribute r.prev_t_basketball_new numeric
@attribute r.prev_t_fussball_new numeric
@attribute r.prev_t_sportzentrum_new numeric
@attribute r.prev_t_tischtennis_new numeric
@attribute r.prev_t_sauna_new numeric
@attribute r.prev_t_tennis_new numeric
@attribute r.prev_t_kampfsport_new numeric
@attribute r.prev_t_fitnesszentrum_new numeric
@attribute r.prev_t_spielplatz_new numeric
@attribute r.prev_t_wassersport_new numeric
@attribute r.prev_t_spielothek_new numeric
@attribute r.prev_t_sonstige_sportarten_new numeric
@attribute r.prev_t_kindergarten_new numeric
@attribute r.prev_t_buero_new numeric
@attribute r.prev_t_tankstelle_new numeric
@attribute r.prev_t_coworking_space_new numeric
@attribute r.prev_t_universitaet_new numeric
@attribute r.prev_t_poilzei_new numeric
@attribute r.prev_t_feuerwehr_new numeric
@attribute r.prev_t_kita_new numeric
@attribute r.prev_t_hoehere_schule_new numeric
@attribute r.prev_t_wochenmarkt_new numeric
@attribute r.prev_t_kino_new numeric
@attribute r.prev_t_biergarten_new numeric
@attribute r.prev_t_autovermietung_new numeric
@attribute r.prev_t_buecherei_new numeric
@attribute r.prev_t_nachbarschaftszentrum_new numeric
@attribute r.prev_t_theater_new numeric
@attribute r.prev_t_eisdiele_new numeric
@attribute r.prev_t_nachtclub_new numeric
@attribute r.prev_t_kirche_new numeric
@attribute r.prev_t_moschee_new numeric
@attribute r.prev_t_sonstige_tempel_new numeric
@attribute r.prev_t_schule_new numeric
@attribute r.prev_t_bordell_new numeric
@attribute r.prev_t_post_filiale_new numeric
@attribute r.prev_t_sozialeinrichtung_new numeric
@attribute r.prev_t_ladestation_new numeric
@attribute r.prev_t_zahnarzt_new numeric
@attribute r.prev_t_fahrradverleih_new numeric
@attribute r.prev_t_fahrschule_new numeric
@attribute r.prev_t_tierarzt_new numeric
@attribute r.prev_t_botschaft_new numeric
@attribute r.prev_t_taxistand_new numeric
@attribute r.prev_t_wc_new numeric
@attribute r.prev_t_bankfiliale_new numeric
@attribute r.prev_t_arzt_new numeric
@attribute r.prev_t_parkplatz_new numeric
@attribute r.prev_t_bar_new numeric
@attribute r.prev_t_apotheke_new numeric
@attribute r.prev_t_pub_new numeric
@attribute r.prev_t_telefon_new numeric
@attribute r.prev_t_kaffee_new numeric
@attribute r.prev_t_sonstige_cafes_new numeric
@attribute r.prev_t_fahrrad_parkplatz_new numeric
@attribute r.prev_t_muelleimer_new numeric
@attribute r.prev_t_parkbank_new numeric
@attribute r.prev_t_krankenhaus_new numeric
@attribute r.prev_t_klinik_new numeric
@attribute r.prev_t_geldautomat_new numeric
@attribute r.prev_t_briefkasten_new numeric
@attribute r.prev_t_friedhof_new numeric
@attribute r.prev_t_musikschule_new numeric
@attribute r.prev_t_paketautomat_new numeric
@attribute r.prev_t_sonstige_automaten_new numeric
@attribute r.prev_t_fahrscheinautomat_new numeric
@attribute r.prev_t_parkticketautomat_new numeric
@attribute r.prev_t_kotbeutelautomat_new numeric
@attribute r.prev_t_zigarettenautomat_new numeric
@attribute r.prev_t_suessigkeitenautomat_new numeric
@attribute r.prev_t_briefmarkenautomat_new numeric
@attribute r.prev_t_kondomautomat_new numeric
@attribute r.prev_t_getraenke_und_suessigkeitenautomat_new numeric
@attribute r.prev_t_getraenkeautomat_new numeric
@attribute r.prev_t_grillplatz_new numeric
@attribute r.prev_t_glascontainer_new numeric
@attribute r.prev_t_glas__und_kleidungscontainer_new numeric
@attribute r.prev_t_kleidungscontainer_new numeric
@attribute r.prev_t_sonstige_container_new numeric
@attribute r.prev_t_restaurant_italiener_new numeric
@attribute r.prev_t_restaurant_deutsch_new numeric
@attribute r.prev_t_restaurant_indisch_new numeric
@attribute r.prev_t_restaurant_asiatisch_new numeric
@attribute r.prev_t_restaurant_sushi_new numeric
@attribute r.prev_t_restaurant_griechisch_new numeric
@attribute r.prev_t_restaurant_steakhouse_new numeric
@attribute r.prev_t_restaurant_international_new numeric
@attribute r.prev_t_restaurant_tuerkisch_new numeric
@attribute r.prev_t_fastfood_kebap_new numeric
@attribute r.prev_t_fastfood_burger_new numeric
@attribute r.prev_t_fastfood_asiatisch_new numeric
@attribute r.prev_t_fastfood_pizza_new numeric
@attribute r.prev_t_fastfood_pommesbude_new numeric
@attribute r.prev_t_fast_food_sonstiges_new numeric
@attribute r.prev_t_restaurant_sonstiges_new numeric
@attribute r.prev_t_friseur_new numeric
@attribute r.prev_t_baeckerei_new numeric
@attribute r.prev_t_kleidung_new numeric
@attribute r.prev_t_supermarkt_new numeric
@attribute r.prev_t_kiosk_new numeric
@attribute r.prev_t_florist_new numeric
@attribute r.prev_t_fahrrad_new numeric
@attribute r.prev_t_kosmetik_und_beauty_new numeric
@attribute r.prev_t_optiker_new numeric
@attribute r.prev_t_schuhe_new numeric
@attribute r.prev_t_buecher_new numeric
@attribute r.prev_t_massage_new numeric
@attribute r.prev_t_schmuck_new numeric
@attribute r.prev_t_autoreperatur_new numeric
@attribute r.prev_t_drogerie_new numeric
@attribute r.prev_t_reisen_new numeric
@attribute r.prev_t_mobilfunk_new numeric
@attribute r.prev_t_moebel_new numeric
@attribute r.prev_t_getraenke_new numeric
@attribute r.prev_t_feinkost_new numeric
@attribute r.prev_t_elektronik_new numeric
@attribute r.prev_t_boutique_new numeric
@attribute r.prev_t_autohaus_new numeric
@attribute r.prev_t_spirituosen_new numeric
@attribute r.prev_t_geschenke_new numeric
@attribute r.prev_t_postenmarkt_new numeric
@attribute r.prev_t_schlachter_new numeric
@attribute r.prev_t_waescherei_new numeric
@attribute r.prev_t_computer_new numeric
@attribute r.prev_t_spielzeug_new numeric
@attribute r.prev_t_copyshop_new numeric
@attribute r.prev_t_schneider_new numeric
@attribute r.prev_t_foto_new numeric
@attribute r.prev_t_kunst_new numeric
@attribute r.prev_t_suessigkeiten_new numeric
@attribute r.prev_t_dekoration_new numeric
@attribute r.prev_t_reinigung_new numeric
@attribute r.prev_t_beerdigung_new numeric
@attribute r.prev_t_sport_new numeric
@attribute r.prev_t_zoofachgeschaeft_new numeric
@attribute r.prev_t_textilgeschaeft_new numeric
@attribute r.prev_t_hoergeraete_new numeric
@attribute r.prev_t_baumarkt_new numeric
@attribute r.prev_t_leerstand_new numeric
@attribute r.prev_t_medical_new numeric
@attribute r.prev_t_second_hand_new numeric
@attribute r.prev_t_zeitung_new numeric
@attribute r.prev_t_eisenwarenhandlung_new numeric
@attribute r.prev_t_sonstiger_shop_new numeric
@attribute r.prev_t_baudenkmal_new numeric
@attribute r.prev_t_haltestelle_new numeric
@attribute r.prev_t_sonstiges_gebaeude_new numeric
@attribute r.prev_t_sonstiges_gelaende_new numeric
@attribute r.prev_t_sonstiges_denkmal_new numeric
@attribute r.prev_t_sonstiges_tourismus_new numeric
@attribute r.prev_t_sonstiges_sport_new numeric
@attribute r.prev_t_sonstiges_erholung_new numeric
@attribute r.dynamik_klasse_prj_bi {positiv,negativ}

@data
0.150425,0.225637,0.501417,0.100283,0.100283,0.752125,0,0.325921,0,0.626771,0.125354,0.777196,0,0.050142,0.025071,0.075212,0.025071,0.125354,0.376062,0.025071,0.025071,0.100283,0.526487,0,0,0,0,0.125354,0,0.025071,0,0,0.050142,0.050142,0.025071,0.050142,0.100283,0.200567,0.025071,0,0,0.225637,0.200567,0.100283,0.025071,0.350992,0.050142,0.100283,0.075212,0.025071,0,0.050142,0,0,0.025071,0.025071,0.025071,0.050142,0,0,0,0,0.100283,0.200567,0,0.050142,0,0.050142,0,0.025071,0.025071,0,0.025071,0.050142,0,0,0,0,0,0,0.125354,0,0,0,0,0.325921,0,0.025071,0,0.025071,0.100283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075212,0,0,0,0.025071,0.050142,0,0.050142,0.225637,0.125354,0,0,0.050142,0.025071,0,0.200567,0.025071,0.200567,0,0,0.025071,0.025071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050142,0,0,0.025071,0,0,0.025071,0.050142,0,0,0,0.025071,0.025071,0.050142,0,0,0,0,0.050142,0.075212,0.025071,0.125354,0.025071,0.075212,0.125354,0.050142,0.075212,0.025071,0,0,0.025071,0,0.025071,0,0,0.025071,0.025071,0,0,0,0,0,0,0.025071,0.025071,0.025071,0,0.050142,0,0,0.025071,0,0,0,0,0,0,0,0.025071,0,0,0,0,0,0,0,0,0,0.100283,0,0.225637,0.200567,0,0,0.050142,0,0.050142,positiv
0.207542,0.399119,0.159647,0.33526,0.143683,0.526837,0,0.878061,0,1.58051,0.191577,1.197356,0,0.095788,0.031929,0.015965,0.079824,0.063859,0.095788,0.047894,0.095788,0.143683,0.319295,0,0,0.015965,0,0.33526,0.015965,0.111753,0,0.015965,0.127718,0.047894,0.079824,0.015965,0.526837,0.399119,0.047894,0,0.047894,0.207542,0.526837,0.239471,0.111753,0.447013,0.207542,0.143683,0.079824,0,0,0.079824,0,0.015965,0.031929,0.015965,0.079824,0.031929,0.015965,0.015965,0.015965,0,0.095788,0.478942,0,0,0.015965,0.047894,0.031929,0.031929,0.015965,0,0.079824,0,0,0,0,0,0,0.015965,0.031929,0,0,0,0,0.079824,0.015965,0,0.015965,0.015965,0.143683,0.015965,0,0,0,0,0,0,0,0,0,0,0.031929,0,0,0.047894,0,0,0,0,0.047894,0.047894,0.015965,0.015965,0,0.015965,0.015965,0.015965,0,0,0,0.047894,0.047894,0.063859,0.031929,0.095788,0.031929,0.239471,0.015965,0.015965,0.047894,0.255436,0.478942,0.399119,0,0.015965,0.031929,0.031929,0,0,0.015965,0,0.015965,0,0.031929,0.015965,0,0,0,0,0,0,0.047894,0,0,0,0.047894,0,0.095788,0.079824,0.015965,0.015965,0,0.015965,0.015965,0.047894,0.015965,0,0.095788,0.015965,0.063859,0.239471,0.111753,0.111753,0.111753,0.079824,0.143683,0.047894,0.079824,0,0,0.015965,0.063859,0,0.063859,0,0.015965,0.031929,0,0.015965,0,0.079824,0.015965,0.063859,0,0.031929,0.047894,0.015965,0,0.015965,0,0.031929,0.015965,0,0,0.015965,0,0,0.015965,0.015965,0.015965,0,0,0,0,0,0,0,0,0.015965,0.095788,0,0.191577,0.478942,0,0,0,0,0,positiv
0,0.666726,0.666726,0.400036,0.311139,0.133345,0,1.200107,0.044448,1.200107,0.222242,0.800071,0,0,0,0.177794,0,0.533381,0.133345,0,0.044448,0.311139,0.044448,0,0,0.088897,0.044448,0.444484,0,0.133345,0.044448,0,0.133345,0.044448,0.133345,0.044448,0,0.533381,0.088897,0,0,0.088897,0.755623,0.311139,0.044448,0.488932,0.133345,0,0.044448,0.088897,0,0,0,0,0,0,0,0.088897,0,0,0,0,0.133345,0.488932,0,0,0,0,0,0,0.088897,0,0,0.088897,0,0,0,0.088897,0,0,0.444484,0,0,0,0,0.133345,0,0,0,0.044448,0.311139,0,0,0,0,0,0,0,0.088897,0,0.044448,0,0,0,0,0,0.044448,0,0,0.044448,0,0,0,0,0,0,0,0,0,0,0,0.044448,0,0.044448,0,0.222242,0.088897,0.177794,0.044448,0.088897,0.044448,0.044448,0,0.533381,0,0,0.133345,0.088897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044448,0.044448,0.044448,0.133345,0,0,0.044448,0,0.044448,0.044448,0,0,0.044448,0,0.222242,0.400036,0.044448,0.177794,0.088897,0.044448,0.177794,0,0.044448,0.088897,0,0.044448,0,0,0,0,0,0,0,0,0.044448,0.044448,0,0,0,0,0,0,0,0.044448,0,0,0,0,0,0,0,0,0.044448,0,0,0,0,0,0,0,0,0,0,0,0.133345,0,0.088897,0.488932,0,0,0,0,0,positiv
0.188715,0.339687,0.226458,0.452916,0.113229,0.64163,0,1.056803,0,1.547462,0.113229,1.245518,0,0.037743,0.037743,0.037743,0.037743,0.075486,0.150972,0.037743,0.226458,0.113229,0.64163,0,0,0,0.113229,0.150972,0.113229,0.188715,0,0.037743,0.037743,0.037743,0.075486,0.113229,0.64163,0.226458,0.113229,0,0,0,0.528402,0.339687,0.075486,0.717116,0.037743,0.113229,0.037743,0,0,0.075486,0,0,0,0,0.075486,0.037743,0,0,0,0,0.188715,0.37743,0,0.075486,0,0.037743,0,0.037743,0,0.037743,0.037743,0,0,0,0,0,0,0,0.037743,0,0,0,0,0.113229,0,0,0.037743,0.113229,0.113229,0,0,0,0,0,0,0.037743,0,0,0,0,0.037743,0.037743,0,0.037743,0.113229,0,0,0,0.037743,0.037743,0.037743,0.075486,0,0,0,0,0,0,0,0.037743,0,0.037743,0,0.075486,0,0.075486,0.113229,0.037743,0.113229,0.64163,0.490659,0.226458,0,0,0.075486,0.075486,0,0,0.037743,0,0,0,0,0,0,0,0,0,0,0,0.075486,0,0,0.075486,0.037743,0,0.075486,0.037743,0.037743,0,0.075486,0.075486,0,0.150972,0.075486,0,0.037743,0,0.075486,0.188715,0.075486,0.075486,0.037743,0.264201,0.301944,0,0,0,0,0,0.075486,0,0,0.037743,0,0,0,0.075486,0,0.075486,0,0,0,0,0.075486,0.037743,0,0,0,0,0,0,0,0,0,0,0.037743,0,0,0,0,0,0,0,0,0,0,0,0.188715,0,0,0.37743,0,0,0.075486,0,0.037743,positiv
0.172354,0.086177,0.215443,0.086177,0.086177,0.344709,0,0.430886,0,0.991038,0.086177,0.30162,0,0,0.086177,0.043089,0.086177,0.086177,0.129266,0,0,0.086177,0.258532,0,0,0.043089,0,0.043089,0,0.043089,0,0,0,0.043089,0.043089,0,0.215443,0.517063,0.086177,0,0.043089,0.086177,0.30162,0.086177,0.043089,0.129266,0,0.172354,0,0.043089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086177,0,0,0,0,0,0.086177,0.043089,0,0.086177,0,0,0,0,0,0.043089,0,0.043089,0,0,0,0,0.129266,0,0,0,0,0.086177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086177,0.043089,0,0,0.043089,0.043089,0,0,0,0.043089,0,0,0,0.043089,0,0.129266,0.129266,0.517063,0,0,0.043089,0.043089,0,0,0,0.043089,0,0,0,0,0,0.043089,0,0,0,0,0.043089,0.043089,0,0,0.086177,0.043089,0.043089,0.043089,0,0,0.043089,0,0,0,0,0.043089,0,0,0.043089,0.043089,0.043089,0.043089,0,0,0.043089,0.172354,0,0.043089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086177,0.086177,0,0,0,0,0,positiv
0.252122,0.210102,0.126061,0.252122,0.084041,0.714346,0,0.252122,0,0.966468,0.04202,0.546264,0.04202,0.126061,0.084041,0.084041,0.04202,0,0.126061,0,0.04202,0.084041,0.420203,0,0.04202,0,0,0.126061,0.084041,0,0,0,0.04202,0,0.04202,0,0.084041,0.630305,0.084041,0,0.04202,0.294142,0.126061,0.126061,0.04202,0.210102,0,0.126061,0.04202,0,0.04202,0,0,0,0,0,0,0,0,0,0,0.04202,0.126061,0.126061,0,0,0,0.126061,0,0.084041,0,0.04202,0.04202,0,0,0,0,0,0,0,0,0,0,0,0,0.084041,0,0,0,0,0.084041,0,0,0,0.04202,0,0,0,0,0,0.04202,0,0,0.04202,0.04202,0,0,0,0,0,0.04202,0,0,0.04202,0,0.04202,0,0,0,0,0.04202,0,0,0,0,0.084041,0,0,0,0,0,0.294142,0,0.630305,0,0,0.04202,0,0,0,0.084041,0,0,0.084041,0,0.04202,0,0,0,0,0,0,0,0,0,0.084041,0,0,0,0,0,0,0,0.04202,0,0,0,0.04202,0,0,0.084041,0.084041,0.04202,0.126061,0,0.084041,0,0,0.04202,0,0.04202,0,0,0,0,0,0,0,0,0.04202,0,0,0,0,0,0,0,0.04202,0,0,0,0,0,0,0,0,0,0.04202,0,0,0,0,0,0,0,0.04202,0,0,0,0,0.126061,0,0.294142,0.126061,0,0,0,0,0.04202,negativ
0.070465,0.070465,0.105697,0.176162,0.105697,0.070465,0,0.352324,0,0.458021,0.140929,0.493253,0,0.035232,0.035232,0,0,0.035232,0.070465,0.035232,0.070465,0.105697,0.035232,0,0,0,0,0.035232,0,0.035232,0,0,0.105697,0,0,0,0.387556,0,0,0,0,0.035232,0.140929,0.176162,0.105697,0.140929,0.035232,0,0.105697,0,0.035232,0.035232,0,0,0.035232,0,0.035232,0,0,0,0.070465,0,0.035232,0.070465,0,0,0,0.035232,0,0.035232,0,0,0,0,0,0,0,0,0,0,0.035232,0,0,0,0,0.035232,0,0,0,0.070465,0.105697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035232,0,0,0,0.035232,0,0,0,0,0,0,0,0.035232,0.035232,0.035232,0.035232,0,0,0.035232,0,0,0.317091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035232,0.035232,0,0,0.035232,0,0.035232,0.035232,0,0,0,0,0,0,0.035232,0.035232,0.035232,0.035232,0.035232,0.035232,0.105697,0.035232,0.035232,0,0.105697,0,0.105697,0,0.035232,0,0.035232,0,0,0,0,0.035232,0,0,0,0,0,0,0,0,0.035232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070465,0,0,0,0,0,0.035232,0,0.035232,0.070465,0,0,0,0,0.035232,positiv
0.020499,0.348475,0.307478,0.225484,0.163988,0.184487,0,0.840439,0,1.824369,0.081994,0.901935,0.020499,0,0,0.081994,0.020499,0.184487,0.122991,0,0.040997,0.163988,0.040997,0,0,0,0.020499,0.245982,0.040997,0.14349,0,0,0.122991,0,0.020499,0,0.327976,0.963431,0.020499,0,0.020499,0.14349,0.55346,0.14349,0.061496,0.368973,0.204985,0.061496,0.061496,0.020499,0.020499,0.040997,0,0,0,0,0,0,0,0,0,0.020499,0.14349,0.491965,0,0,0,0,0,0,0,0.081994,0.020499,0,0,0,0,0.020499,0,0,0.122991,0,0,0,0.020499,0.040997,0.040997,0,0.020499,0.020499,0.163988,0,0,0,0,0,0,0,0,0,0,0,0,0.020499,0,0.040997,0.020499,0,0,0,0.020499,0,0,0.020499,0,0.102493,0,0,0,0,0,0,0,0.020499,0,0.184487,0,0.061496,0,0.020499,0.081994,0.020499,0.286979,0.963431,0,0,0.020499,0.020499,0,0,0,0.020499,0.061496,0.020499,0,0,0,0,0,0,0,0,0.020499,0.020499,0,0,0.081994,0,0.020499,0.020499,0.020499,0,0.040997,0,0.020499,0,0.020499,0.040997,0.020499,0,0.061496,0.348475,0.061496,0.122991,0.163988,0.040997,0.122991,0.020499,0.040997,0.020499,0,0.020499,0.040997,0,0.020499,0,0,0,0,0,0.020499,0,0,0,0.020499,0.040997,0,0,0.020499,0,0,0,0,0,0,0,0,0,0,0,0,0.020499,0,0,0,0.020499,0.020499,0.020499,0,0,0.14349,0,0.081994,0.491965,0,0,0,0,0.040997,positiv
0.543589,0,0.271795,0.203846,0.067949,0.067949,0,0.203846,0,0.611538,0,1.630767,0,0.067949,0.135897,0,0.339743,0.067949,0.203846,0,0,0.067949,0.067949,0,0,0.067949,0,0,0,0.067949,0,0,0.135897,0.067949,0.067949,0,0.339743,0,0,0,0,0,0.067949,0.067949,0,0.339743,0.407692,0.067949,0,0,0.271795,0.067949,0,0.135897,0,0.203846,0,0,0,0,0,0,0.135897,0.135897,0,0,0,0.067949,0,0.135897,0,0,0.339743,0,0,0,0,0,0,0,0,0,0,0,0,0.135897,0,0,0.067949,0,0.067949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067949,0.067949,0.067949,0,0,0,0.135897,0,0,0.067949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067949,0,0,0,0.339743,0.067949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067949,0,0,0.067949,0.271795,0.203846,0.067949,0.067949,0,0,0.067949,0.135897,0.067949,0,0,0,0.135897,0,0,0,0,0,0.203846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135897,0,0,0.067949,0,0,0,0.135897,0,0,0.135897,0,0,0,0,0.067949,positiv
0.150778,0,0.075389,0.376946,0,0.339251,0,0.037695,0,0.603114,0.188473,0.376946,0,0,0,0,0.150778,0,0.075389,0,0.301557,0,0.037695,0,0,0.037695,0,0,0,0,0,0,0,0,0.037695,0.075389,0.075389,0.075389,0.075389,0,0.037695,0.301557,0,0.037695,0.113084,0.188473,0,0.037695,0,0.075389,0,0,0,0,0,0,0,0,0.037695,0,0,0,0.113084,0.226168,0.037695,0,0,0,0,0,0,0,0.150778,0,0,0,0,0,0,0,0,0,0,0,0,0.075389,0,0,0,0.188473,0,0,0,0,0,0,0.037695,0.075389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037695,0,0,0,0,0,0,0,0,0,0,0.075389,0,0,0.037695,0.037695,0.075389,0,0,0.037695,0.075389,0,0,0,0.037695,0,0,0,0,0,0,0,0,0,0,0,0,0.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037695,0,0.113084,0.150778,0,0,0,0,0,0.075389,0,0,0,0,0.037695,0,0,0,0,0,0,0.037695,0,0,0,0,0,0,0,0,0,0,0,0,0.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113084,0,0.301557,0.226168,0.037695,0,0,0,0,negativ
0,0,0.580788,0,0,0.522709,0,0.058079,0,0.406551,0,0.174236,0,0,0,0,0,0.058079,0.522709,0,0,0,0.348473,0,0,0,0,0,0,0,0,0.058079,0,0,0,0,0.232315,0,0.058079,0,0.058079,0.174236,0.058079,0,0,0.058079,0,0,0.116158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058079,0,0,0,0,0,0.522709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058079,0,0,0,0,0,0,0,0,0,0,0,0.058079,0,0,0,0,0,0,0.290394,0,0,0,0,0,0.058079,0,0,0,0.058079,0,0,0,0,0,0,0,0,0,0,0,0.232315,0,0,0,0,0,0.058079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058079,0,0,0,0,0.058079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174236,0,0,0,0,0,0,positiv
0.053382,0,0.160145,0.213527,0,0.053382,0,0.160145,0.106763,0.213527,0.053382,0.160145,0,0.053382,0,0,0,0,0.160145,0,0.106763,0,0.053382,0,0,0,0,0,0,0,0.053382,0,0.106763,0.053382,0,0,0,0,0.053382,0.053382,0,0,0.053382,0.106763,0.053382,0.053382,0,0,0.106763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106763,0,0,0,0,0.053382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160145,0,0,0,0.106763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053382,0,0.053382,0,0,0.053382,0,0,0,0,0.053382,0,0,0,0,0,0.053382,0.053382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106763,0.053382,0.053382,0.053382,0,0,0,0,0,0,0,0,0,0,0,0.106763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106763,0,0,0,0,0,negativ
