@relation '20180909_h2_plr_distcalc-weka.filters.unsupervised.attribute.Remove-R1,3,7-21,24-89-weka.filters.unsupervised.attribute.Remove-R1,3-235-weka.filters.unsupervised.attribute.Reorder-R2-86,1'

@attribute r.prev_oa_total_d_tourismus_stock numeric
@attribute r.prev_oa_total_d_vergnuegung_stock numeric
@attribute r.prev_oa_total_d_sport_und_erholung_stock numeric
@attribute r.prev_oa_total_d_public_service_stock numeric
@attribute r.prev_oa_total_d_buero_stock numeric
@attribute r.prev_oa_total_d_mobilitaet_stock numeric
@attribute r.prev_oa_total_d_sonstiges_stock numeric
@attribute r.prev_oa_total_d_gastronomie_stock numeric
@attribute r.prev_oa_total_d_religion_stock numeric
@attribute r.prev_oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.prev_oa_total_d_dienstleistung_stock numeric
@attribute r.prev_oa_total_d_waren_stock numeric
@attribute r.prev_oa_total_d_leerstand_stock numeric
@attribute r.prev_oa_gastro_c_fast_food_stock numeric
@attribute r.prev_oa_gastro_c_restaurant_stock numeric
@attribute r.prev_oa_gastro_c_cafe_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_international_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.prev_oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.prev_oa_gastro_t_eisdiele_stock numeric
@attribute r.prev_oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.prev_oa_gastro_t_kaffee_stock numeric
@attribute r.prev_oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.prev_oa_gastro_t_fastfood_burger_stock numeric
@attribute r.prev_oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.prev_oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.prev_oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.prev_oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.prev_oa_dl_c_friseur_stock numeric
@attribute r.prev_oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.prev_oa_dl_c_massage_stock numeric
@attribute r.prev_oa_dl_c_reisen_stock numeric
@attribute r.prev_oa_dl_c_waescherei_stock numeric
@attribute r.prev_oa_dl_c_beerdigung_stock numeric
@attribute r.prev_oa_pubserv_c_bildung_stock numeric
@attribute r.prev_oa_pubserv_c_sicherheit_stock numeric
@attribute r.prev_oa_pubserv_c_sonstiges_stock numeric
@attribute r.prev_oa_pubserv_c_sozial_stock numeric
@attribute r.prev_oa_pubserv_c_gesundheit_stock numeric
@attribute r.prev_oa_pubserv_c_bank_stock numeric
@attribute r.prev_oa_waren_c_essen_und_trinken_stock numeric
@attribute r.prev_oa_waren_c_kleidung_stock numeric
@attribute r.prev_oa_waren_c_sonstige_waren_stock numeric
@attribute r.prev_oa_waren_c_werkstatt_stock numeric
@attribute r.prev_oa_waren_c_medical_stock numeric
@attribute r.prev_oa_waren_c_print_stock numeric
@attribute r.prev_oa_waren_c_drogerie_stock numeric
@attribute r.prev_oa_waren_c_technik_stock numeric
@attribute r.prev_oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.prev_oa_waren_c_kunst_stock numeric
@attribute r.prev_oa_waren_c_handwerk_stock numeric
@attribute r.prev_oa_waren_c_sonstiger_shop_stock numeric
@attribute r.prev_oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.prev_oa_vergnuegung_t_gallerie_stock numeric
@attribute r.prev_oa_vergnuegung_t_museum_stock numeric
@attribute r.prev_oa_vergnuegung_t_zoo_stock numeric
@attribute r.prev_oa_vergnuegung_t_spielothek_stock numeric
@attribute r.prev_oa_vergnuegung_t_kino_stock numeric
@attribute r.prev_oa_vergnuegung_t_biergarten_stock numeric
@attribute r.prev_oa_vergnuegung_t_theater_stock numeric
@attribute r.prev_oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.prev_oa_vergnuegung_t_bordell_stock numeric
@attribute r.prev_oa_vergnuegung_t_bar_stock numeric
@attribute r.prev_oa_vergnuegung_t_pub_stock numeric
@attribute r.prev_oa_sport_t_schwimmen_stock numeric
@attribute r.prev_oa_sport_t_basketball_stock numeric
@attribute r.prev_oa_sport_t_fussball_stock numeric
@attribute r.prev_oa_sport_t_sportzentrum_stock numeric
@attribute r.prev_oa_sport_t_tischtennis_stock numeric
@attribute r.prev_oa_sport_t_sauna_stock numeric
@attribute r.prev_oa_sport_t_tennis_stock numeric
@attribute r.prev_oa_sport_t_kampfsport_stock numeric
@attribute r.prev_oa_sport_t_fitnesszentrum_stock numeric
@attribute r.prev_oa_sport_t_spielplatz_stock numeric
@attribute r.prev_oa_sport_t_wassersport_stock numeric
@attribute r.prev_oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.prev_oa_sport_t_sonstiges_sport_stock numeric
@attribute r.prev_oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.dynamik_klasse_prj_bi {negativ,positiv}

@data
0.599449,0.979544,1.632183,1.640708,1.128559,0.99956,0.459346,0.62133,1.008865,0.88928,1.040868,1.015734,1.43957,1.192504,1.030979,0.156458,0.676811,1.715545,0.012352,0.370144,0,0.769949,1.344937,1.909812,0,1.423234,0,0.372993,0.036412,0.011041,0,0.366007,1.722232,0.876225,2.092954,1.50784,0.010391,0.254659,0.285906,0.009149,0,1.320886,0.402825,0.275881,0,0.763583,0.854092,1.285642,0.172483,0.826809,2.118693,0.684134,0.887783,1.448169,0.805971,0,2.561157,0.539882,0.864913,0.699237,0,1.502867,0,0,0,3.76924,1.783806,1.348701,5.033298,0.37928,0.407981,0,1.128576,0,0,0.192977,1.025038,0,1.380076,0,1.505389,0,0.711772,0,1.269191,positiv
1.122396,0.89974,3.174992,1.045279,0.253592,0.669587,0,0.654976,2.367402,1.032568,0.662407,1.018109,0,0.560567,1.251767,0.737406,1.16254,0.404213,0,1.083139,0,2.190141,1.442097,4.708177,1.973121,1.28322,0.813016,1.060989,0,0.030925,1.901112,0,0,0,0.953808,1.1114,0,0.954805,0,0,14.574815,1.375619,0.100764,0,0.106408,0.856043,0.645832,0.996749,0.466735,1.500025,1.017157,0.324813,2.095428,0.501547,0.06314,0,0,0.085837,1.756413,0,0,0,0,0,3.686392,3.155237,1.251261,0.839967,4.512453,0.325888,0.60396,1.785611,1.29431,0,0,0.113645,0.836386,0,0.02259,0,2.054783,0,0.29888,0,0.012937,negativ
0.725349,1.376198,2.239606,1.318051,0.699505,0.431578,0,0.916641,1.471359,0.970716,0.905034,0.955965,0,0.596364,1.156897,1.263358,1.48846,0.271681,0,1.07813,0,5.428043,1.575682,1.394119,2.155897,1.037026,0.888328,2.307628,0,0,0,0.393812,0,0,1.242587,0.984881,0,1.451813,0,0,16.312153,0.958742,0,0,0.420272,1.330525,0.926234,1.082294,0.604437,0.944824,1.06759,0,3.094804,1.109684,0,0,0,0.750128,1.350982,0,0,0,0,0,1.928933,6.279086,0.231154,1.153179,3.522893,0.168751,0.929007,7.705246,2.805804,0,0,0.469603,0,0,0.128639,0,1.568692,0,0.889849,0,0,positiv
0.821327,1.555713,1.317581,1.040589,0.670075,0.624072,0,0.646783,3.397862,1.019874,1.244709,1.128989,0,0.889592,1.137579,0.429722,1.244312,0.748129,1.123063,1.330758,0.397413,0.505885,1.281146,1.047746,1.670445,1.203542,0.756253,0.344035,0,0.675278,0.278757,0.460809,0.038797,0,1.506309,1.07746,0,1.22019,0.594388,0.327459,7.79942,1.205133,1.233822,0.06087,1.302929,0.965783,0.608113,0.995676,0.583294,0.58386,0.557389,0.937581,3.002899,1.399165,0.883522,0.153687,0,1.127268,1.743086,0.041627,0,0,0,0.041507,3.494088,0.360201,1.723135,0.61094,3.449478,0.734969,0.717793,0.849332,5.366083,2.570137,0,0.459272,0.189963,0,0.728137,0,1.345392,0,1.078317,0,0.794937,positiv
0.603165,1.148215,1.84861,1.409777,0.366326,0.450142,0,0.750319,2.434852,0.922356,1.337967,1.157685,0,1.163085,0.929378,0.942645,0.54205,0.279714,0,2.030673,0,1.328421,3.145593,1.197101,4.303897,0.698148,1.773403,0.643539,0,0.234538,0.727896,0.967629,0,0,2.140152,0.851908,0,1.718746,0.309689,0,18.03064,0.888742,0.649104,0,1.131081,0.974767,1.402572,0.986068,0.558227,0.676279,1.035193,0.415021,2.754112,2.104977,0.48243,0,0,0.655851,1.708419,0,0,0,0,0,3.82586,1.717947,0.903893,1.644691,4.106122,0.125158,0.77063,2.130925,5.554744,0,0,0.794456,0,0,0.337082,0,1.353883,0,1.489315,0,0.19305,positiv
0.488707,0.722629,2.389473,1.453846,0.154838,0.55832,0,0.929226,0.765289,1.010519,1.492999,0.901961,0,1.528677,0.84065,0.3419,0.18472,0.315372,0,1.471926,0,0.619893,1.082165,2.312688,1.393843,1.069501,0.574327,0.3003,0,0.185603,1.618096,2.39238,0,0,2.463404,1.068678,0.041429,1.758439,0.462244,0,6.480746,0.822966,0.813871,0,1.953962,0.78487,1.670036,1.233543,0.504911,0.855373,0.518811,0.161262,2.630219,3.385869,0.187455,0,0,0.25484,0.882843,0,0,0,0,0,1.910687,1.759952,1.120369,1.048141,4.305635,0.038839,0.963443,0.952727,1.723595,0,0,1.204256,0,0,0.220111,0,1.593818,0,0.440056,0,0.045214,positiv
0.582086,1.560426,2.181135,1.205782,0.209335,1.478752,0,0.390778,0,0.643922,0.920449,1.340209,0,0.281661,1.400534,0.645561,0.996426,6.208166,0,0,0,16.770328,0,0,0,0.485901,0,1.619891,0,0,0,0,0,0,0.63747,1.599812,0,0,0,0,0,1.119467,0,0,0,1.43491,0.483487,1.753758,0.069942,0.102819,2.354247,0,0.312902,0,0,0,0,4.608705,0.547847,0,0,0,0,0,0,1.657238,0,2.381014,0.421011,0.93259,1.364952,2.367697,0,0,0,0,0,0,0.830855,0,1.623253,0,2.841552,0,0,positiv
0.547381,1.654459,2.015184,1.461768,0.18775,1.24137,0,0.457061,0,0.623098,0.729924,1.354453,0,0.477628,1.327701,0.49503,0.764081,4.483398,0,0,0,20.944297,0.745822,0,0,0.433828,0,1.242168,0,0,0.709619,0,0,0,0.96907,1.599812,0,0,0,0,0,1.240101,0,0,0,1.089534,0.667845,1.549366,0.062071,0.091247,3.729856,0,0.277687,0,0,0,0,7.301614,0.429878,0,0,0,0,0,0,1.862613,0,3.595675,0.356139,0.697518,1.319517,2.298437,0,0,0,0,0,0,1.598942,0,1.582626,0,2.43894,0,0,negativ
0.973903,1.188997,2.835299,1.368261,0.097909,1.007673,0,0.784155,0,0.971841,0.694559,0.75111,0,1.607375,0.830705,0.150469,0.23225,2.140968,0,0.289161,0,5.310092,3.281736,0.740057,0,0.704569,0,0.377569,0,0,3.122434,1.466555,0,0,2.746458,1.367039,0,0.732754,0,0.783701,0,1.049912,0,0,0.502916,1.254911,0.806762,1.55426,0.126996,0.287575,3.036199,0,0.653594,0.974999,0,0,0,5.568304,0.295217,0,0,0,0,0,0,5.856991,0,2.11592,0.646825,0.369629,1.42923,0.851907,0.975826,0,0,0.304736,0,0,3.049537,0,1.491528,0,1.081528,0,0,positiv
1.410043,1.1027,0.692507,1.018182,1.142118,0.767417,1.319889,0.928234,1.323823,0.867032,1.047638,1.24615,3.046303,0.956891,0.991791,1.197528,0.786738,0.743287,1.815907,0.699806,0.832882,1.971509,1.55758,1.539293,0.548262,0.996973,0.361157,1.219473,2.665114,1.389069,1.050867,0.887705,1.381099,0.517322,0.701593,0.859242,1.838638,1.173749,0.515089,1.643049,1.213088,1.158996,0.514291,1.002302,0.391676,1.021741,0.762149,1.022793,1.06569,0.899058,0.557809,0.477265,0.98909,1.587089,1.412373,0.439626,1.53816,0.829141,1.13022,0.332832,1.431116,0.155972,0,0.114792,0.659901,0.016624,0.197262,0.450235,1.081264,1.51821,1.147976,0,12.339779,1.926675,0,0.712522,0,0,0.253831,0,0.87667,0,1.082091,0,1.719071,negativ
0.787957,1.276085,1.036209,0.837744,0.697844,0.591802,0.213055,1.304625,0.848671,0.809879,0.949277,1.305539,5.434256,0.949734,1.049473,0.829681,0.714693,0.767249,1.550612,1.338254,1.650555,1.137357,0.752491,1.209108,0.605595,1.09751,0.85538,0.981249,0.5018,0.625063,1.406475,1.62773,0.731651,0.504172,0.952754,0.895776,1.212481,1.063263,0.997247,1.393698,1.808745,0.981884,1.613528,0.732481,1.09285,0.917912,1.055715,1.072626,0.872685,0.997096,0.688584,0.580184,1.434287,0.644669,0.571063,1.257888,0.402495,1.837946,1.144522,0.782397,2.901796,0.430849,0,0.264371,1.234282,0.378712,0.533459,0.583779,0.571269,1.594936,0.993039,0,5.861689,0.989032,0.32096,1.15546,0.137124,0,0.730553,0,0.976594,0,1.654472,0,0.803564,positiv
0.602815,1.534904,0.967503,0.808868,0.954651,0.499573,0.135991,1.289804,1.992979,0.720239,1.165561,1.405931,1.118388,0.941116,1.078962,0.657939,0.967081,0.621714,1.937353,1.494196,2.245823,0.617379,1.07234,1.086182,0.889495,0.939645,0.733025,0.83286,0.197616,0.687004,0.854813,2.10933,0.351741,0,1.004944,0.816993,0.238107,1.421748,1.455305,1.167631,5.719849,1.039745,0.657719,0.926207,0.526973,1.037562,0.868655,1.07386,0.805077,0.8218,0.470487,0.806232,1.650079,1.408086,0.570492,1.399845,0.139529,1.900611,1.198348,0.453807,0.504073,0,0,0.45249,1.136061,0,0.802528,0.680016,0.427524,1.978791,0.914171,0,11.130674,7.086871,0,1.791204,0.623468,0,1.139867,0,0.393337,0,0.477663,0,1.439538,positiv
0.73186,1.157761,0.986079,0.930289,0.827254,0.6501,0,0.750929,1.220838,1.165536,0.921749,1.177751,0,1.097208,1.010327,0.610112,0.732107,1.010015,1.481275,1.258219,1.750558,0.299955,1.245281,0.880919,1.391751,0.967656,0.936008,0.58124,0.076004,1.241409,1.042696,2.213235,0.194955,0,1.067012,0.885033,0.273921,1.928053,0.911787,0.462232,6.342121,0.954321,2.401836,0.348211,2.609162,1.032386,0.739309,1.162084,0.558705,0.568829,0.575477,1.280612,1.848351,1.672527,1.270191,0.798903,0,2.474701,1.060607,0.286066,0,0,0,0.285236,1.346101,0,0.970554,0.576957,1.232655,1.222903,1.136391,0,4.752409,2.123538,0,1.314844,1.949945,0,2.046531,0,0.595395,0,1.648763,0,1.22651,positiv
0.517746,1.627616,0.908928,0.713009,0.635444,0.283706,0.038572,1.597057,1.055499,0.763001,0.908976,1.381711,1.62036,0.89686,1.068462,0.874787,0.858639,0.534102,1.387717,1.408885,2.684994,0.727495,1.249406,1.23938,1.036922,0.983058,1.01642,1.116353,0.170656,0.537951,0.89232,2.339945,0.348027,0.222481,0.884266,0.958957,0.327264,1.046612,1.057943,1.156744,4.689872,0.98741,0.699137,1.339109,0.556023,0.866426,1.099041,1.088136,0.892887,0.776324,0.512359,0.487312,1.582034,0.839038,0.285927,2.133142,0.225276,2.409389,1.165488,0.692989,0.75974,0.124848,0,0.576121,0.472266,0.119373,0.752228,0.548709,0.308264,2.102882,0.903192,0,6.2005,2.284494,0.396775,2.541804,1.202146,0,1.81161,0,0.405085,0,0.424411,0,0.669709,positiv
0.620769,0.629836,1.287914,1.369759,0.301865,0.810486,0,0.540611,0.741672,1.241248,0.981589,1.059609,0,1.642,0.770981,0.441801,0.262872,0.748681,0.403272,0.904578,0,0,0.925573,0.993647,1.517179,1.077909,0.935148,0,0.372712,1.029579,4.456161,3.704151,0.117992,0,1.477103,0.826,0.714312,1.86774,1.512981,0.086405,5.210435,0.942775,1.288372,0,1.380499,0.889258,1.306089,1.188528,0.551306,1.299032,0.460251,0.576188,1.755291,2.859209,0.578277,0.178398,0,0.786151,0.709104,0,0,0,0,0,1.594377,0,2.885863,0.761542,2.383345,0.536307,1.006306,0,1.690322,0,0,0.952444,0.995882,0,0.97684,0,1.416359,0,1.060924,0,0.304007,negativ
0.497827,0.510679,1.364913,1.441712,0.224882,1.172078,0,0.691883,0.689786,1.173971,0.676838,0.950181,0,1.219698,1.001973,0.263809,0.54654,1.643078,0,0.911615,0,0,0,0.494454,0,1.600091,0.681801,0,0,1.190337,4.319204,1.717974,0,1.597048,0.851029,0.835714,0.551904,1.889373,1.779009,0.682524,0,0.706186,2.837949,0.811081,0.956721,0.882394,1.70188,1.185348,0.802077,1.630905,0.242226,0.550274,0.613514,1.326337,0.277877,0,0,0.643927,0.979839,0,1.541615,0,0,0,0,0,0.976164,0,1.323063,1.101542,1.353447,0,0,0,0,1.632345,1.604664,0,0.682419,0,1.372355,0,0.587186,0,0,positiv
0.990138,0.671048,1.437584,1.004111,0.410533,0.870115,0,0.724879,0.456706,1.244109,1.186141,0.947784,0.827863,1.204258,0.860536,1.274304,0.632787,0.389639,0.949011,0.462347,0.294855,0.023086,0.33728,0.662837,1.164322,1.348056,2.114925,0.206986,1.740805,1.404662,1.359564,2.805878,0.554387,0.026981,0.93178,0.957944,1.324423,2.003789,0.343188,0.610877,0,1.088871,0.865279,0,1.210157,0.906509,1.008611,1.315204,0.352017,1.088001,0.617132,0.920423,1.611597,1.35737,0.431832,1.564714,0.391479,0.434586,0.713423,0.018334,0.124563,0.38812,0,0,1.800277,0,1.038857,1.027019,1.413558,1.535468,0.850114,0,0.639801,0,0.268867,1.224016,1.497606,0,1.604709,0,1.031626,0,2.084455,0,0.325415,positiv
1.009243,0.731574,1.343247,1.26707,0.292593,0.887959,0,0.740991,2.032945,1.071732,0.898235,1.062891,0.389266,0.991892,0.991606,1.083632,1.14269,0.716411,0.610669,0.772546,0,0.474061,1.409108,0.338433,0.648659,1.286967,1.708159,0.082349,1.81719,0.942382,1.129389,1.914973,0.57528,0.744179,0.868453,0.786831,1.013531,2.977316,0.573775,0.592735,0,0.861083,0.753513,0.500516,1.362644,1.178415,1.067826,1.36293,0.399873,1.318852,0.766241,0.721447,0.522441,0.635753,0.073296,0.630517,0,0.936565,0.960157,0.253165,3.236382,0.93964,0,0,2.471658,0.950256,1.177515,0.72423,1.246858,0.983758,0.942653,0,0.863627,2.435444,0,0.973304,0.584478,0,2.109351,0,0.914103,0,3.296752,0,0.124105,positiv
0.714398,1.044923,0.933421,1.076523,0.652836,1.090454,0,0.904266,0.923942,0.980181,1.166157,1.066237,0.129808,1.371041,0.831513,0.922519,0.657315,1.132274,1.43088,1.356278,0.033886,0.299442,2.67598,0.328348,0,0.697956,1.756551,0.022502,1.090145,1.132659,1.099844,1.057559,0.868654,3.157152,1.529273,0.928316,0.54649,1.798644,1.219791,0.709559,0.325831,0.825237,0.207139,1.266518,1.226579,1.262034,1.020654,1.257044,0.733901,0.937584,0.828133,1.065883,0.907223,1.419179,0.634393,0.56263,0.163692,2.57494,0.570086,0,2.781847,0.746763,0,0,0.720907,0.512833,1.062559,0.558917,1.251695,1.089983,1.117741,0,0,1.988532,0.791383,1.894188,2.55626,0,0.776083,0,1.021693,0,0.630369,0,0.278587,negativ
0.715665,1.648002,0.893493,0.714764,1.094,0.35878,0.015618,1.604254,1.280393,0.774889,0.875913,1.259304,2.002034,0.600234,1.159051,1.236011,0.957963,1.404296,1.192949,1.600272,1.635128,0.811317,0.843213,0.840826,0.621284,1.141096,1.347915,1.320989,0.876351,0.428133,0.288148,0.767106,0.235062,0.873248,0.74193,1.045958,1.132069,0.925387,0.561473,1.255601,0.388527,1.006705,1.697402,0.66831,0.782045,0.790087,1.209717,0.880129,1.608336,0.793614,0.672014,0.737695,1.894803,0.349408,0.219101,1.61061,1.350134,0.408352,0.992377,0.952107,0.944168,0.766994,0,0.066936,1.017164,1.128596,1.549419,0.851335,0.159655,1.250511,1.067594,0.193712,0.71166,0,1.593097,1.945752,1.137833,0,2.030734,0,0.73736,0,0.521868,0,0.625343,positiv
0.610576,1.641911,1.136251,0.70806,1.216633,0.286265,0.016912,1.644752,0.618408,0.807048,0.859931,1.202139,3.157953,0.5865,1.152733,1.324061,0.92649,0.854011,1.185077,1.710899,1.88645,1.018309,1.169773,1.048081,0.477563,1.149465,1.342654,1.604889,0.768899,0.451057,0.340653,0.850528,0.331184,1.104514,0.620027,1.161162,0.930545,0.757935,0.331304,1.020912,0.569532,0.986117,0.787764,0.432061,1.070997,0.865044,1.230421,0.950659,1.24432,0.922042,0.64419,0.483401,1.835482,0.642792,0.38267,2.094032,1.360552,0.453362,1.021339,0.850938,1.700807,0.687384,0,0.096687,0.567906,0.537062,1.748237,1.019083,0.24021,1.416764,0.981534,0,0.627246,0,1.564687,2.03431,2.310284,0,1.849225,0,0.70064,0,0.522531,0,0.600048,negativ
0.859866,1.119848,1.105128,0.719063,0.765959,0.454228,0,1.12487,0.504127,1.217503,0.814268,1.061247,1.271693,0.88568,1.042867,1.085245,0.82528,0.445593,1.667659,1.298522,2.160253,0.583257,1.163827,1.114053,0.955974,1.04193,1.372678,1.073419,0.588843,0.869395,0.741457,2.056667,0.37725,0.371094,0.774789,1.035756,0.520816,1.281145,0.626662,0.940692,2.58386,1.075851,0.694173,0.59786,1.149816,0.942728,0.873895,1.142707,0.707782,0.772662,0.535906,0.740636,1.882446,1.123055,0.510332,2.082287,0.537063,1.699717,0.984383,0.616966,0.652771,0.195428,0,0.391354,0.578279,0.026941,1.067985,0.836321,0.387403,1.903614,0.915943,0,2.274988,1.031138,0.55716,2.238259,3.77322,0,1.626525,0,0.634038,0,0.445768,0,0.551798,positiv
0.85047,1.316141,1.610896,0.831555,0.980633,0.344669,0.002657,1.380193,0.318992,0.885927,0.977464,1.136219,3.946628,0.640651,1.118341,1.379268,0.949265,0.53107,1.429,1.506905,1.73142,0.771196,1.255453,0.91535,0.600514,1.1879,1.616045,1.407765,0.899324,0.552252,0.636685,1.092668,0.365647,0.841762,0.602589,1.135064,0.528758,1.154493,0.174573,1.257264,0.338319,1.155172,0.275222,0.201779,1.116073,0.843194,0.955478,1.049079,0.866359,0.744884,0.712695,0.633443,2.117417,1.051362,0.48898,2.370301,1.58212,0.303007,1.018675,0.621389,1.361712,0.675351,0,0.081444,0.781482,0.272917,1.680059,1.237945,0.232747,1.635135,0.878949,0,0.718016,0.16264,1.246664,1.818095,1.378534,0,1.182687,0,0.830373,0,1.303462,0,0.537201,positiv
1.216186,0.839227,1.919784,0.918119,0.701975,0.516118,0,1.103137,0.301726,1.014798,1.125407,1.029263,2.679123,0.813785,0.974291,1.78709,0.795474,0.323279,1.027409,1.073024,0.968117,0.424654,0.963515,1.022916,1.230029,1.191964,2.605586,0.871139,2.012329,0.708687,0.451551,1.577981,0.69826,0.454005,0.781993,1.085416,0.507459,1.587243,0.114084,1.185932,0.045707,1.18346,0.034164,0.175506,0.808531,0.884306,0.906556,1.154573,0.466885,0.992521,0.778658,1.01618,2.010502,1.084172,0.325764,2.760024,0.982619,0.091432,0.869584,0.634875,1.154546,0.878777,0,0.019868,2.479823,0.067346,1.456585,1.756929,0.402155,1.477124,0.758682,0,0.939952,0.590179,0.548797,1.396347,0.971223,0,1.520952,0,0.90504,0,2.281446,0,0.348625,positiv
0.298344,0.367993,1.630276,1.218325,2.174631,0.220382,0,0.391416,0,2.308231,0.277228,0.153844,0,2.019825,0.652897,0,0,0,0,0,0,0,0,0,13.893495,0.833622,0,0,0,3.130554,0,0,6.536855,0,1.523788,0,0,0,0,12.271639,0,1.625674,0,0,2.761472,0.616013,0.009266,2.40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.151745,0,0,0,0,1.141504,10.886975,0,0,0,0,0,0,0,0,0.772136,0,2.290048,0,3.048485,positiv
1.426967,0.642923,1.39869,1.095254,2.534448,0.786953,0,0.273538,0,1.554388,0.227928,0.794193,0,1.188132,0.960143,0.651492,0.502791,2.196207,0,0,0,0,0,2.132008,0,1.471097,0,1.634775,0,0,2.841599,1.647446,1.922604,0,1.344519,0.799906,0,2.243929,0,3.06791,0,1.176997,0,0.404023,0,0.281688,1.792254,1.251115,0,0.245138,5.188508,0,0,0,0,0,0,2.736534,1.217338,0,0,0,0,0,1.853366,0,0,0,2.887341,1.681492,0.805768,0,0,0,0,0,0,0,0,0,1.235029,0,0,0,4.248744,negativ
0.799814,0.474736,1.38623,1.14016,2.272602,0.583576,0,0.483188,0,1.450241,0.809152,0.936349,0,1.04543,1.112654,0.086134,1.537466,0,0.272371,1.595812,1.564726,0,2.188633,2.435186,0.954915,0.916584,0,0.216133,0,2.063332,0,0.959182,0.806109,0.521437,0.853647,0.86329,1.27052,1.732406,0.749539,1.273594,0,1.241211,0,0.783062,0.688956,0.35168,1.362806,1.284527,0.147761,0.486368,2.412407,0.475327,0,0,2.40949,0.129572,0,0,1.56291,0,0,0,0,2.663019,0,5.670969,0,0,3.079676,1.191886,0.700968,0.471731,0,0,0,0.740578,0,0,0,0,0.897685,0,1.653042,0,3.217324,negativ
1.123656,0.93604,0.390528,0.921822,1.057426,1.81856,1.378415,0.485247,0.552222,1.608542,0.702358,0.348278,0,1.115712,0.924976,1.128372,1.10197,2.642026,0.903045,0.730307,1.079099,0,1.309139,0,0,0.697381,0.738058,0,3.928202,0.403603,1.245591,0.722144,0,0,1.935775,1.397959,0,0,0.652883,0.774175,0,1.150018,6.366248,0.746553,0,0.720589,0.865185,1.410471,0.224404,1.803934,0.213932,0,0,1.843888,0.892334,1.15989,0,1.256391,0.624186,0,0,11.189037,0,0,0,15.91823,0.574704,0,0,0.591419,0.182016,0,0,0,2.65197,0,0,0,0,0,1.770545,0,0,0,1.093547,negativ
3.44897,0.299969,1.237277,1.488875,0.67779,1.131956,0,1.009329,0,1.29105,0,0.272854,0,0.206021,1.493273,0.265149,6.678698,0.367601,0,0,0,0,0,0,0,0.474332,0,0.059038,1.126176,0,0,0,0,0.142433,0.45009,0,0,0,0,0,0,1.402022,2.945256,0,0,1.140817,0,2.085412,0,1.194516,0,0,0,0,0,0,0,0,0.044397,0,0,0,0,0,0,40.781025,0,0,0,0.741949,0,0,0,0,1.392791,0,0,0,0,0,0.69671,15.600146,0,0,0.165028,positiv
0.941239,0.602056,0.950016,0.843234,1.507292,0.781155,1.231631,1.021674,0,1.832232,0.169527,0.317099,0,1.330916,0.777774,1.419174,0.857785,2.596318,0.383231,0.309925,0.457944,0,0.555568,0,0,0.760088,0.313215,0,6.049785,0.17128,0.528599,0.306461,0,0,2.762083,0.852578,0,0,2.416886,2.865895,0,1.294917,3.19435,0.729223,0,0.674173,0.845102,1.752615,0.14509,1.057939,0,0,0,1.809534,0.875709,1.13828,0,0,0.398377,0,0,2.560766,0,0,0,12.480913,0.798368,0,0,2.434927,0.199282,0,0,0,0.97407,0,0,0,0,0,1.652668,6.043152,0,0,0,negativ
1.520625,0.258339,2.662244,0.426334,0.803043,0.656943,0,0.978021,0,2.049146,0,0.094059,0,0.669589,1.199361,0.734316,3.093196,1.237705,0,0,0,0,0,0,0,1.277967,0,0,3.422586,0,0,0,0,0,1.515446,0,0,0,0,0,0,1.631007,4.302201,0,0,0.668482,0,2.0327,0,1.449375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.806286,0,0,0,2.810711,0,0,0,0,0,0,0,0,0,0,0.895473,15.341554,0,0,0,negativ
