@relation '20180909_h1_bzr-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R17-89-weka.filters.unsupervised.attribute.Remove-R2,4-14-weka.filters.unsupervised.attribute.Remove-R1,3-4-weka.filters.unsupervised.attribute.Remove-R2-230-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,86,85'

@attribute r.oa_total_d_vergnuegung_stock numeric
@attribute r.oa_total_d_sport_und_erholung_stock numeric
@attribute r.oa_total_d_public_service_stock numeric
@attribute r.oa_total_d_buero_stock numeric
@attribute r.oa_total_d_mobilitaet_stock numeric
@attribute r.oa_total_d_sonstiges_stock numeric
@attribute r.oa_total_d_gastronomie_stock numeric
@attribute r.oa_total_d_religion_stock numeric
@attribute r.oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.oa_total_d_dienstleistung_stock numeric
@attribute r.oa_total_d_waren_stock numeric
@attribute r.oa_total_d_leerstand_stock numeric
@attribute r.oa_gastro_c_fast_food_stock numeric
@attribute r.oa_gastro_c_restaurant_stock numeric
@attribute r.oa_gastro_c_cafe_stock numeric
@attribute r.oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.oa_gastro_t_restaurant_international_stock numeric
@attribute r.oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.oa_gastro_t_eisdiele_stock numeric
@attribute r.oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.oa_gastro_t_kaffee_stock numeric
@attribute r.oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.oa_gastro_t_fastfood_burger_stock numeric
@attribute r.oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.oa_dl_c_friseur_stock numeric
@attribute r.oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.oa_dl_c_massage_stock numeric
@attribute r.oa_dl_c_reisen_stock numeric
@attribute r.oa_dl_c_waescherei_stock numeric
@attribute r.oa_dl_c_beerdigung_stock numeric
@attribute r.oa_pubserv_c_bildung_stock numeric
@attribute r.oa_pubserv_c_sicherheit_stock numeric
@attribute r.oa_pubserv_c_sonstiges_stock numeric
@attribute r.oa_pubserv_c_sozial_stock numeric
@attribute r.oa_pubserv_c_gesundheit_stock numeric
@attribute r.oa_pubserv_c_bank_stock numeric
@attribute r.oa_waren_c_essen_und_trinken_stock numeric
@attribute r.oa_waren_c_kleidung_stock numeric
@attribute r.oa_waren_c_sonstige_waren_stock numeric
@attribute r.oa_waren_c_werkstatt_stock numeric
@attribute r.oa_waren_c_medical_stock numeric
@attribute r.oa_waren_c_print_stock numeric
@attribute r.oa_waren_c_drogerie_stock numeric
@attribute r.oa_waren_c_technik_stock numeric
@attribute r.oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.oa_waren_c_kunst_stock numeric
@attribute r.oa_waren_c_handwerk_stock numeric
@attribute r.oa_waren_c_sonstiger_shop_stock numeric
@attribute r.oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.oa_vergnuegung_t_gallerie_stock numeric
@attribute r.oa_vergnuegung_t_museum_stock numeric
@attribute r.oa_vergnuegung_t_zoo_stock numeric
@attribute r.oa_vergnuegung_t_spielothek_stock numeric
@attribute r.oa_vergnuegung_t_kino_stock numeric
@attribute r.oa_vergnuegung_t_biergarten_stock numeric
@attribute r.oa_vergnuegung_t_theater_stock numeric
@attribute r.oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.oa_vergnuegung_t_bordell_stock numeric
@attribute r.oa_vergnuegung_t_bar_stock numeric
@attribute r.oa_vergnuegung_t_pub_stock numeric
@attribute r.oa_sport_t_schwimmen_stock numeric
@attribute r.oa_sport_t_basketball_stock numeric
@attribute r.oa_sport_t_fussball_stock numeric
@attribute r.oa_sport_t_sportzentrum_stock numeric
@attribute r.oa_sport_t_tischtennis_stock numeric
@attribute r.oa_sport_t_sauna_stock numeric
@attribute r.oa_sport_t_tennis_stock numeric
@attribute r.oa_sport_t_kampfsport_stock numeric
@attribute r.oa_sport_t_fitnesszentrum_stock numeric
@attribute r.oa_sport_t_spielplatz_stock numeric
@attribute r.oa_sport_t_wassersport_stock numeric
@attribute r.oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.oa_sport_t_sonstiges_sport_stock numeric
@attribute r.oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.oa_total_d_tourismus_stock numeric
@attribute r.status_klasse_prj_bi {niedrig,hoch}

@data
0.607039,1.456776,0.641229,0.147414,0.499264,0,0.586245,0,1.908428,0.90868,0.695547,3.491879,1.616194,0.707102,0.959412,0.840896,0.869011,0,1.348607,0,0,0,0,0,0.770114,2.496985,0,0,3.628233,0,0,0,0,1.789141,0.804776,0,0,3.04046,1.097944,6.960549,0.146354,0,1.136473,1.062556,1.621296,1.548207,0.831614,0.907062,2.421871,0,0.702554,0.639194,2.748778,2.317079,0,0,0,0.590146,0,0,0,0,0,0,0,2.339925,0,0,1.958235,1.124689,0,3.71147,8.850427,1.223995,2.307705,0,0,0,0,1.050736,0,0,0,0,0.656973,niedrig
0.914433,0.609573,1.556231,1.554438,1.246309,0,0.714898,3.097977,0.635487,0.995506,1.446906,0,1.796828,0.679372,0.592578,1.038754,0,0,0.832963,0,0,2.780917,0,0,0.713488,1.542255,0,0,1.792774,0,0,6.269405,0,1.768092,0.885253,0.994608,1.127222,0,1.509673,4.785377,1.090088,0,0.705397,0,1.341762,0.640637,0.741173,0.437892,1.169179,2.84202,0.508746,0.462865,0.663498,1.677885,0.859606,0,0,1.851837,0,0,0,0,0,0,0,0,0,1.484468,0.489559,1.968205,0,0,0,0,0,0,0,0,0,2.364155,0,0,0,0,0,niedrig
0.475951,1.14219,0.754137,1.213598,1.996394,0,0.492479,1.209343,0.767843,1.262986,0.759588,0,1.357603,0.879949,0.671588,0.588627,3.649848,0,0,0,0,3.151706,0,0,0.80862,0,1.601067,0,4.063621,0,2.175362,0,0,0.50096,0.953349,1.836199,0.693675,0.857566,0.929029,0,1.317189,0,1.136473,1.062556,0.720576,0.774103,1.102258,0.651224,1.086737,2.113297,3.026389,1.376726,0.986741,0.831772,0,0,0,0.211847,0,0,0,0,5.712644,0,0,0,0,0,0.734338,1.265275,0,0,0,0,1.483524,0,0,0,0,1.379091,0,1.307449,0,0.639198,0.579489,niedrig
0.171776,0.927516,0.453627,0.375429,3.042536,0,0.355482,0.654698,0.492426,0.157786,0.485024,0,1.018202,0.907447,1.511074,0.441471,1.824924,0,0,0,0,0,0,0,1.617239,1.310917,0,5.131624,0.761929,4.583206,0,0,3.263043,0.751439,1.770506,0,0,0,0,0,0.395157,3.619231,0,0,0.972777,2.32231,0.934523,0.966218,0.184273,0,0,1.167224,0,0.705198,1.083851,0,2.200217,3.053363,0,0,5.973558,0,0,0,0,0,0,0,0,1.897912,9.204444,0,0,0,0.659344,0,0,0,3.027778,1.182078,0,2.614899,0,0.426132,1.464009,niedrig
1.237381,0.219961,0.798767,0.300488,2.345543,0,0.379363,0,0.798497,1.066443,0.585121,0,1.357603,0.907447,0.503691,0.882941,0,1.912102,0.708019,0,5.886275,2.36378,0,0,0.80862,1.310917,0,0,1.523858,0,0,1.776331,0,1.878598,1.211399,0,1.89848,1.173511,0,0,0.558808,0,0,1.738729,1.768686,0.70373,1.033367,0.610523,0.978063,1.584972,2.269791,0,2.960222,0.623829,0.958791,1.508795,1.946346,0.635542,0,0,0,0,2.538953,0,0,0,0,3.958582,0.489559,1.124689,0,0,0,0,1.483524,0,0,0,0,0,0,0,0,5.752778,0.223194,niedrig
0.137223,1.646548,1.956854,1.199648,1.973447,0,0.681546,4.184049,0.490442,0.336126,0.741231,0,1.697004,0.68746,0.839485,0,0,0,0,0,4.905229,0,3.523474,0,1.010774,2.184862,0,0,1.269882,3.819338,0,0,0,2.504798,1.770506,0,0,0,0,0,1.561113,0,0,1.416742,0.60048,0.688092,1.221252,0.865832,1.155893,0,0,0,5.247667,1.474505,0,0,0,0.751095,0,0,0,0,0,0,0,0,18.544776,0,0,0,0,0,0,0,1.780229,0,0,0,0,0.945662,0,1.568939,0,1.534074,0.33415,niedrig
0.361771,1.302269,2.29288,0,1.912766,0,0.449201,0,0.161623,0.443075,1.598854,0,1.131336,1.099936,0,0,0,0,0,0,0,0,0,0,2.695398,0,0,0,5.079526,0,0,0,0,0,0,7.956863,0,0,0,0,1.536721,0,0,0,0.810648,0.774103,0.74632,1.763732,0.470919,0.915762,0,0,2.137938,3.604345,0,0,5.622778,0.918005,0,0,0,0,17.137931,0,0,0,0,0,0,0,0,0,0,7.343972,0,0,0,0,18.166667,0.788052,0,0,0,0,0,niedrig
0.992801,0.238253,0.786539,2.441072,0.923854,22.548857,1.530644,1.135173,0.779889,0.577564,0.810507,0,0.47835,1.262343,0.946534,1.185156,1.837172,0.513316,1.425541,2.178124,0,1.903715,0.851309,0,1.27534,0.87981,0.644725,1.722021,0.204545,0.307598,0,0.238434,0.875985,0.756483,0.745476,0.418782,2.847719,1.760266,0.635652,0,0.83422,0,11.592029,0,0.756605,2.090079,0.606035,2.243785,0.573601,0.619688,0.887437,1.211105,2.31476,1.219515,2.62406,0,0,0.745447,0,3.388636,8.362981,0,0,0,0,3.685381,1.854478,0.334005,0.660904,0.316319,0,0,0,5.507979,0,0,0,0,13.625,0,0,0,0,3.835185,2.538428,hoch
1.472,0.694322,0.61124,2.063426,0.738562,3.797619,1.550429,0.309534,0.787636,0.671395,1.271198,1.57669,0.570267,1.193833,1.092014,1.028902,2.077149,0.829096,1.036125,2.931712,0,1.153063,1.489599,1.190561,1.084734,0.639472,1.236596,1.668821,0.371673,0.869443,0.530576,0.481391,0.530576,0.651655,1.016402,1.768192,0.834979,0.619353,0.44731,0.708945,0.600823,2.539811,1.973875,0.83886,0.767982,2.118599,0.537351,2.614473,0.664827,0.226247,0.752147,1.10543,0.980936,0.508849,1.857423,2.461408,0,0.988205,2.30211,2.181191,2.307029,0,0.236385,1.298328,0.571264,1.74284,2.941585,0.276418,1.154683,0.523562,0,0,2.794872,1.932624,1.353391,0,0,1.159574,2.868421,0.663623,0,0.275253,0,2.018519,1.557377,hoch
1.883145,0.810043,0.957073,1.630772,0.54104,0,1.632363,1.625055,0.730189,1.261974,1.186451,0,0.397496,1.129664,1.996614,0.954531,1.644076,1.033569,1.785994,1.461894,0,1.277719,1.142748,0,1.01988,1.88961,2.163604,1.849234,0.274569,0.825803,0,0,0,0.609275,0.976831,1.097498,1.865747,0,1.249384,0,0.929781,1.419306,1.203325,0.37502,1.017284,1.092852,1.10631,0.93374,0.997241,0.727223,1.518758,1.381787,0.282962,0.715568,0.366597,1.153785,0,1.032755,0.699803,1.704974,0.450835,0,0,0.710406,0.781447,0.794691,1.399606,0,1.745785,0.954924,0,0,0,0,1.561605,0,0,3.478723,2.868421,0.871005,0,0.825758,0,0.807407,1.687159,hoch
1.374208,1.068048,1.278404,0.853249,0.607682,0,1.370223,1.904577,0.981364,0.745897,1.188596,0,0.720426,1.105124,1.187951,1.124501,0.516488,1.80387,1.335885,1.27571,1.110618,1.11499,1.794977,2.417625,0.93449,1.484057,0.792981,1.452346,0.431281,0.648567,0.307834,1.843363,0.307834,0.779795,1.180337,0.612066,0.693675,0.57171,1.238706,0.981616,1.495647,0.466998,0.395933,0.740362,0.564838,0.898959,1.031367,0.7988,0.929686,1.435678,0.666294,1.991811,0.496553,0.627854,1.608295,1.265441,1.958903,0.799552,2.528833,1.02686,0.271525,0,0.389498,1.283574,0.470644,2.153794,0.842944,0.607283,1.00137,1.035225,1.453333,0,0,2.319149,1.145177,3.892857,0,3.865248,0.95614,0.414764,0.305322,1.926768,0,0.941975,0.55138,hoch
1.004719,2.836626,0.967663,0.51668,0.712458,0,0.880611,1.802041,1.056149,0.723836,0.725552,3.059715,0.377112,1.329089,0.839485,1.471569,1.52077,1.062279,1.573375,0,1.635076,6.566054,0,0,1.010774,1.456574,0,1.425451,0.423294,0,0,0.986851,0,0.417466,0.885253,1.591373,1.803556,0,0,3.828302,0.76482,0,2.639551,0,1.150597,1.048785,1.504582,0.126989,2.034372,0.989023,0.590146,0.536923,0,0,0,0,0,0.660963,2.181738,2.657754,1.405543,0,0,6.644385,2.436275,3.716351,1.090869,0,1.036713,0.297712,0,1.670161,3.982692,0.550798,0.445057,0,0,0.550798,0,0.472831,0,4.314583,0,2.68463,2.590489,hoch
0.685132,0.698779,1.031303,1.048186,1.267859,0,0.638032,0,1.122316,1.090843,0.866333,1.773494,1.58387,0.80662,0.447726,0.588627,1.216616,0,1.573375,0,0,1.050569,1.879186,0,0.718773,0.58263,0,1.140361,2.709081,2.03698,2.900483,0,0,1.168906,0.817157,2.142232,1.040513,0.857566,0.929029,0,0.693257,3.809717,0,2.684353,0.967089,1.140784,0.965144,0.61645,1.152152,0.480108,1.432393,0,1.120861,0.944828,0.9681,0.761722,1.965243,1.844922,0,4.518182,0,0,0.856897,0,4.141667,2.105932,3.708955,0,1.101507,0.50611,0,0,0,3.887985,0.349065,4.35084,0,1.295995,3.205882,0.973476,0,0,0,1.353595,0.792467,hoch
1.888839,0.813588,1.099931,0.952662,0.635054,0,1.443273,0.738362,0.670751,1.720175,1.462643,0,1.555587,0.733291,0.9794,0.858415,1.013847,1.593418,1.376703,0,0,1.969816,0.587246,0,0.393079,0.728287,1.334222,0.712726,1.058235,2.546226,0.906401,0.986851,0.906401,1.982965,0.793675,0.823124,2.798621,1.153278,0.416461,0,0.735175,0,0,0.444791,1.357364,1.296173,1.135863,1.032429,0.620235,1.072111,0.71969,1.52783,0.938607,0.527465,0.810685,2.551459,1.645691,0.738882,0.951014,1.158508,0.612673,0,0,0,0,1.079965,0.475507,1.712848,1.242726,1.10306,0,0,0,3.147416,2.119321,0,0,1.573708,0,0.506605,0,1.120671,0,1.095767,0.471741,hoch
2.002466,0.773772,0.788738,0.890144,0.412733,0,1.671652,0.51743,0.92241,1.143116,1.358325,0.878554,0.941195,0.984396,1.26981,0.667771,0.61342,1.767489,0.951958,0.909077,0,0.794548,0.532962,1.23058,1.257098,0.99145,1.210891,1.94053,0.576249,1.733145,0.822616,1.044901,0.822616,1.010339,1.126686,1.012692,1.311677,0.202697,0.439177,1.39211,0.508914,0,1.162302,1.304047,0.994886,1.741732,1.071405,1.46076,0.572037,1.011271,0.452566,0.576451,0.236091,0.696545,2.141104,1.203334,0.93138,0.912373,0,0.382897,0,0,0.290473,1.276323,0.350989,0.178469,1.414432,0.905777,1.605587,1.050822,0,1.758065,0,1.159574,1.873926,0,0,1.159574,1.434211,0.186644,0.457983,4.128788,0,1.211111,0.764484,hoch
0.392496,0.863422,1.589311,0.714859,1.507993,1.747945,0.622727,0.997294,0.701399,1.362002,0.915508,0,1.32809,1.004289,0,1.919437,1.58689,0,0.615669,0,2.55925,4.110921,0,0,0.527361,0,0,0,2.650188,0,1.418715,1.544636,0,0.980138,1.353916,1.404152,0,0,0.710434,0,1.145382,0,1.334121,0.831566,1.409822,0.20194,0.801312,0.556968,1.04098,2.024316,1.553015,1.412955,1.350277,0,1.749373,2.75289,0,1.304533,0,0,0,0,0,6.275253,6.902778,0,0,0,0,1.687033,0,0,0,0,0,0,0,2.002901,0,1.289539,0,5.705234,0,0,1.353994,hoch
0.160247,3.461065,0.761729,0.700466,1.999546,0,0.530599,2.443035,0.548867,0.392523,0.983635,0,1.272753,1.03119,0,0,2.281155,0,3.540094,0,7.357843,0,0,0,0.505387,0,0,0,3.809645,0,0,0,0,0.939299,0.885253,3.978431,0,0,0,0,1.756252,0,0,0,1.080864,0,1.397112,0.507955,1.017186,2.637394,0,0,1.539316,0,0,0,0,0.660963,0,0,0,0,0,0,0,0,0,0,0,2.53055,0,0,0,2.447991,0,0,0,1.223995,3.027778,1.707445,0,0,0,0.426132,0.195108,hoch
0,4.610333,1.159617,0.299912,1.509106,0,0.681546,8.368098,0.694792,0.336126,0.774923,0,1.41417,0.962444,0,0,3.04154,0,1.180031,0,4.905229,3.939633,0,0,0.67385,0,0,0,2.539763,0,0,0,0,1.878598,1.770506,0,0,0,0,0,0.658595,4.524038,0,0,1.823958,0.580577,1.168154,0.276062,1.105637,3.583416,0,1.167224,1.673169,0,0,0,0,0.718438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635796,0,0,0,0,2.110853,0,0,0,0,0.33415,hoch
0,1.909995,0.993581,0,2.172902,0,0.598934,2.206135,0.517193,0.53169,0.959312,0,1.018202,1.154933,0,0.882941,1.824924,0,1.416038,0,0,0,0,7.321951,1.212929,0,0,0,0,9.166412,0,0,0,0.751439,1.770506,0,0,0,0,0,0.405289,5.568047,0,0,1.496581,1.429114,1.194113,0.705493,0.941839,3.663047,1.092863,0,0,0,0,0,0,0.612003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.724026,0,0,0,2.149232,0,0,0,0,0.880941,hoch
0.132649,0.795831,0.700602,0.289915,2.047935,0,0.494121,0,1.086465,0.649844,0.390831,6.867361,0.754224,1.283259,0,1.962092,4.055387,0,0,0,0,5.252843,0,0,0.898466,0,0,0,1.693175,0,0,0,0,0.834933,1.32788,0,2.254444,0,0,0,1.580627,7.238462,0,0,0.648518,0.464462,1.791169,0.52912,0.706379,1.373643,0,0,0,0,0,0,0,0.688503,0,0,0,0,0,0,41.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.364155,0,0,0,0,1.453552,hoch
0.631359,1.51514,1.515726,0.62722,1.177455,1.533654,0.855209,2.625088,0.675241,0.913843,1.310599,5.942909,1.131336,0.916613,1.119314,0.490523,1.52077,0,0.786688,0,3.270153,2.626422,0,0,1.010774,0.728287,1.334222,1.425451,0,1.273113,0.906401,0.986851,1.812802,1.669865,1.361928,0,1.38735,0.857566,0,0,0.843001,0,1.636522,1.147561,1.102481,1.021816,0.982254,0.955829,1.002603,1.417954,0,1.154673,1.241384,1.744038,0,0.843628,1.08828,1.06607,3.371777,0,6.516608,0,0,0,0,1.914484,0,1.214565,1.201644,0.4601,0,3.036657,0,0,1.078927,3.362013,0,1.001451,0,1.182078,0,2.139463,0,0.348653,0.279529,hoch
1.280751,1.427008,1.594474,0.599824,1.102809,0,0.492227,1.394683,0.762909,1.344505,1.190462,0,1.305388,0.88841,0.77491,1.358371,1.403788,0,0,0,0,0,0,0,1.24403,0,1.847385,0,0,0,0,2.732817,0,2.312121,1.475422,0,0.751481,0.929029,0,0,1.436934,0,0,1.159153,0.491302,1.125968,1.31803,0.119801,0.799674,2.488108,1.670224,1.013062,0.726092,0.612059,0,1.480328,0,0.779438,0,0,0,0,0,0,2.958333,1.504237,0,4.771505,0.944149,0.723014,0,0,0,0,0,0,0,1.694763,0,2.000439,0,0,0,0.590028,0.6683,hoch
1.267208,1.680582,1.232903,0.583069,1.029688,0,1.021367,3.050382,0.754842,1.71537,0.933409,0,1.192489,0.936432,0.816797,0.954531,0.493223,0,1.148139,0,1.590885,1.277719,2.285497,3.957811,0.76491,1.417208,0.649081,0,0.823707,1.238704,0.881904,0,0,1.827825,1.096028,0.378898,2.14709,0,0,3.646002,0.978483,0,0,0.546458,0.926455,1.459738,1.036993,0.668362,1.04098,0.867564,0,3.296896,1.350277,0.569107,0,0,0,1.304533,0,4.755981,0,0,0,3.963317,2.179825,1.108385,0,4.219015,0.231896,0.799121,0,3.18126,0,0,1.130304,0,0,0,0,1.463525,0,0.747114,0,0.730511,0.974448,hoch
1.063342,0.869937,1.174289,1.05637,0.572436,0,1.120273,1.473734,0.827744,1.183926,1.495284,5.004555,0.787895,1.03119,1.439118,0.473004,0.651759,2.048681,1.517183,0.965894,2.102241,0.844207,1.51006,1.307491,1.010774,0.468185,2.144286,1.832723,0.544235,1.636859,1.165373,1.268808,0,0.670928,0.885253,1.591373,1.803556,0.557418,0.603869,0,1.145382,1.573579,1.334121,1.247349,0.845893,0.70679,1.087495,0.806278,0.80729,0.654116,0.234185,0.639194,0.61084,0.77236,0.395692,0.622677,0.803254,1.967153,0,2.053719,0,0,0,0,0,0.957242,0,1.214565,1.802466,1.035225,0,8.907527,0,0,0,0,0,0,3.633333,0.788052,0,4.183838,0,1.534074,1.412358,hoch
1.454863,1.026879,1.039603,1.870419,0.886865,0,0.920942,1.304703,0.675456,1.257762,1.533906,0,0.783233,1.205699,0.387455,1.018778,2.105682,2.941695,2.723149,0,0,0,1.626219,0,0.777519,0,0.923692,0,1.758298,0,0,0,0,0.867045,0.885253,0,1.502963,1.858059,1.006448,3.190252,0.801767,0,0,0.831566,1.550805,0.80776,1.104145,0.521871,0.81282,0.903217,1.616838,1.103267,2.108651,1.777485,0,0,1.386438,1.131786,0,0,0,0,0,2.214795,0,1.238784,1.090869,0,1.295891,1.339703,0,13.36129,15.930769,0,0.59341,0,0,2.203191,0,0.472831,0,1.568939,0,1.534074,0.520986,hoch
2.15662,0.67774,0.894963,0.336675,0.162894,0,2.614057,0.782822,0.59644,1.069098,1.727221,0,0.882994,0.992625,1.392317,0.789622,0.445103,1.243644,1.036125,3.518055,0.478559,1.153063,1.031261,1.190561,0.986121,1.278943,1.95252,0.417205,0.495564,1.490474,2.918169,0.577669,0,0.672019,1.041474,0,1.591373,0.655785,1.420868,2.251942,0.957956,0,1.859684,0,0.687822,1.548207,1.196292,0.926925,0.680599,0.481276,0.215382,1.371701,0.561794,0.947127,2.183525,0.572681,2.955036,0.96491,0.883085,0,0,0,0.408046,0,0,0.501412,0.441542,0.3181,2.203014,0.964019,0,6.073314,0,0,4.315707,0,0,4.005803,0,0,0,0,0,0,0.312592,hoch
2.27071,0.908211,0.890391,1.428688,0.261944,0,2.079009,1.049027,0.691671,1.137695,1.486734,3.56232,0.557919,1.175274,1.241978,0.846656,0.999958,1.571591,1.939778,1.8524,1.209508,0.971416,0.579201,1.003007,1.13539,1.257044,1.480438,0.702962,0.417495,1.255673,0.223496,0,1.787969,0.566153,1.049189,1.178794,1.001975,0.412902,1.341931,0,0.860205,0,0.83496,0.390327,0.860279,1.611399,0.854876,1.406977,1.011406,0.74926,0.167655,1.982955,0.218653,0.368626,1.699675,1.337341,1.150114,1.126642,0.561963,0.684573,0.724068,0,0,0.570478,0.627525,2.233564,0.842944,0.404855,1.268402,1.111908,0,0,0,1.001451,1.888122,3.362013,0,3.004352,0,0.752231,0,0.713154,0,0.697306,0.586448,hoch
0.820013,1.331209,1.120964,1.054236,0.438661,0,1.237797,0,1.099035,1.240611,1.23171,2.497222,0.766389,1.037843,1.46233,1.281689,0.588685,1.850421,0.913573,0.872421,0,0.76251,0.681963,1.18096,1.108591,2.114382,0.77471,1.655363,0.491567,0.739227,1.578892,1.14602,0,0.727199,1.011718,0,1.717672,0.530874,2.300454,0,1.257317,0,0.464921,0.434682,1.031734,0.738917,1.265874,0.488418,0.570537,0.792486,0.851172,2.581361,1.480111,0.311914,2.396978,1.508795,0,0.794427,0,0,0,0,0,2.214795,0,1.238784,1.090869,0,2.073425,0.893135,0,0,0,0.957909,2.580042,3.215839,0,1.915819,0,0.822315,0,0,0,0.333494,0.998399,hoch
0.537767,0.903376,0.681667,0.470132,1.569502,0,0.534184,0,1.681751,0.26345,0.079222,0,1.131336,0.962444,0.839485,2.207353,1.52077,0,0,0,0,0,0,0,1.010774,0,0,4.276353,1.269882,0,0,0,0,1.878598,0.885253,0,0,0,6.03869,0,1.975784,6.032051,1.70471,0,0.270216,0.387052,1.791169,0,2.825516,0,0,0,0,0,0,0,0,0,0,0,4.778846,0,0,0,16.566667,0,0,0,1.762411,0,0,0,0,0,2.543185,0,0,0,0,0.675473,4.972389,0,0,0,0.654753,hoch
0.307805,0.474861,1.091546,0.480522,1.181054,5.87477,0.764385,1.340745,1.303103,0.646254,0.680175,0,0.565668,1.296353,0.479706,1.471569,1.738023,1.821049,1.685759,2.575719,1.401494,3.376828,1.006707,0,0.770114,1.248492,0,0,0.725647,1.09124,1.55383,0.845872,0,0.178914,0.442627,0,3.005926,1.858059,2.012897,3.190252,0.560506,0,2.176226,0,1.517809,1.482326,1.663228,0.201569,0.538194,0.523292,1.405109,0.426129,1.221679,0.514906,1.582766,0,0,0.918005,0,0,0,0,0,0,0,3.008475,0,0,0.629433,1.807536,0,0,0,4.895981,0,0,0,2.447991,0,1.31342,0,0,0,0.852263,1.338446,hoch
0.82334,0.571959,1.190134,0.852382,0.494889,1.157895,1.345156,0,0.980883,2.49441,1.149086,2.243421,0.588295,1.209929,0.940224,1.530431,0.486646,1.019788,1.51044,0,0.784837,0.630341,1.691268,0,1.347699,0.699156,1.280853,0.684217,0.812724,0.611094,0.435072,0.473688,0.870145,0.50096,1.13011,0.507885,0.959338,0.711597,1.284828,0.814532,1.36785,1.392012,1.180184,0.735616,0.685933,0.803877,1.069726,0.705493,1.334272,0.915762,1.366078,0.497151,0.356323,0.300362,1.846561,1.452914,0,1.147506,0,0,0,0,0,0,0,2.216771,0.976041,1.406338,0.695689,1.465055,0,6.073314,0,0,1.61839,0,0,0,0,0.859693,0,0,0,2.091919,1.160731,hoch
0.891331,0.291685,0.798877,0.885487,0.285617,0.721719,1.721597,0,0.715967,2.017898,2.002788,0,0.793404,1.114221,0.915802,1.433346,0.118502,1.738274,1.930961,2.809875,1.528902,0.306984,1.372782,1.426354,0.761363,1.191743,0.623792,0.999667,0.890566,0.892832,1.05943,0.692077,0,0.780716,1.015864,1.043523,1.330492,1.462079,0.19799,0,0.517467,0,0.73059,0,1.273875,1.824672,0.551585,1.13533,1.459538,0.382073,1.074769,1.244524,1.401695,1.611214,1.981079,1.558756,1.005397,1.504676,1.123926,1.369146,1.448135,0,0.519331,1.140955,0,0.638161,1.123926,2.024275,1.068128,0.843517,0,0,0,4.895981,0.659344,0,0,2.447991,0,0.525368,0,0,0,2.55679,0.822145,hoch
