@relation '20180909_h1_bzr-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R17-89-weka.filters.unsupervised.attribute.Remove-R2,4-14-weka.filters.unsupervised.attribute.Remove-R1,3-4-weka.filters.unsupervised.attribute.Remove-R2-230-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,86,85'

@attribute r.oa_total_d_vergnuegung_stock numeric
@attribute r.oa_total_d_sport_und_erholung_stock numeric
@attribute r.oa_total_d_public_service_stock numeric
@attribute r.oa_total_d_buero_stock numeric
@attribute r.oa_total_d_mobilitaet_stock numeric
@attribute r.oa_total_d_sonstiges_stock numeric
@attribute r.oa_total_d_gastronomie_stock numeric
@attribute r.oa_total_d_religion_stock numeric
@attribute r.oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.oa_total_d_dienstleistung_stock numeric
@attribute r.oa_total_d_waren_stock numeric
@attribute r.oa_total_d_leerstand_stock numeric
@attribute r.oa_gastro_c_fast_food_stock numeric
@attribute r.oa_gastro_c_restaurant_stock numeric
@attribute r.oa_gastro_c_cafe_stock numeric
@attribute r.oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.oa_gastro_t_restaurant_international_stock numeric
@attribute r.oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.oa_gastro_t_eisdiele_stock numeric
@attribute r.oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.oa_gastro_t_kaffee_stock numeric
@attribute r.oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.oa_gastro_t_fastfood_burger_stock numeric
@attribute r.oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.oa_dl_c_friseur_stock numeric
@attribute r.oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.oa_dl_c_massage_stock numeric
@attribute r.oa_dl_c_reisen_stock numeric
@attribute r.oa_dl_c_waescherei_stock numeric
@attribute r.oa_dl_c_beerdigung_stock numeric
@attribute r.oa_pubserv_c_bildung_stock numeric
@attribute r.oa_pubserv_c_sicherheit_stock numeric
@attribute r.oa_pubserv_c_sonstiges_stock numeric
@attribute r.oa_pubserv_c_sozial_stock numeric
@attribute r.oa_pubserv_c_gesundheit_stock numeric
@attribute r.oa_pubserv_c_bank_stock numeric
@attribute r.oa_waren_c_essen_und_trinken_stock numeric
@attribute r.oa_waren_c_kleidung_stock numeric
@attribute r.oa_waren_c_sonstige_waren_stock numeric
@attribute r.oa_waren_c_werkstatt_stock numeric
@attribute r.oa_waren_c_medical_stock numeric
@attribute r.oa_waren_c_print_stock numeric
@attribute r.oa_waren_c_drogerie_stock numeric
@attribute r.oa_waren_c_technik_stock numeric
@attribute r.oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.oa_waren_c_kunst_stock numeric
@attribute r.oa_waren_c_handwerk_stock numeric
@attribute r.oa_waren_c_sonstiger_shop_stock numeric
@attribute r.oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.oa_vergnuegung_t_gallerie_stock numeric
@attribute r.oa_vergnuegung_t_museum_stock numeric
@attribute r.oa_vergnuegung_t_zoo_stock numeric
@attribute r.oa_vergnuegung_t_spielothek_stock numeric
@attribute r.oa_vergnuegung_t_kino_stock numeric
@attribute r.oa_vergnuegung_t_biergarten_stock numeric
@attribute r.oa_vergnuegung_t_theater_stock numeric
@attribute r.oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.oa_vergnuegung_t_bordell_stock numeric
@attribute r.oa_vergnuegung_t_bar_stock numeric
@attribute r.oa_vergnuegung_t_pub_stock numeric
@attribute r.oa_sport_t_schwimmen_stock numeric
@attribute r.oa_sport_t_basketball_stock numeric
@attribute r.oa_sport_t_fussball_stock numeric
@attribute r.oa_sport_t_sportzentrum_stock numeric
@attribute r.oa_sport_t_tischtennis_stock numeric
@attribute r.oa_sport_t_sauna_stock numeric
@attribute r.oa_sport_t_tennis_stock numeric
@attribute r.oa_sport_t_kampfsport_stock numeric
@attribute r.oa_sport_t_fitnesszentrum_stock numeric
@attribute r.oa_sport_t_spielplatz_stock numeric
@attribute r.oa_sport_t_wassersport_stock numeric
@attribute r.oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.oa_sport_t_sonstiges_sport_stock numeric
@attribute r.oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.oa_total_d_tourismus_stock numeric
@attribute r.status_klasse_prj_bi {niedrig,hoch}

@data
0.265298,2.387494,1.191024,0.289915,1.823504,0,0.603925,0,0.869172,0.649844,0.618816,0,1.851277,0.749956,0,1.605348,0,0,0,0,0,0,3.84379,0,0.735109,0,0,0,4.155976,0,2.966403,0,0,1.366253,1.32788,0,0,0,3.019345,0,1.549634,0,0,0,0.953703,0.546426,1.414081,0.334181,0.892268,0.867564,0,0,4.05083,1.707321,0,0,0,0.869689,0,0,0,0,8.568966,0,0,0,0,0,0,1.265275,0,0,0,0,0,0,0,0,0,2.048935,0,0,0,1.022716,0.323012,niedrig
0.621793,3.581241,1.280788,0,1.341327,0,0.823534,4.739743,0.879666,0.837689,0.549606,0,1.590941,0.721833,0.944421,0.551838,0,0,0,0,0,1.477362,1.321303,0,1.263468,0.819323,0.7505,1.603632,2.857234,1.432252,0,0,4.078804,1.408949,0.64382,0,4.09899,0,2.195887,0,1.013222,1.856016,0,0,1.579724,0.476371,0.74632,0.352746,0.941839,3.663047,0,0.745726,3.206907,1.802172,0,0,0,1.377007,0,0,0,0,10.282759,0,0,0,0,2.672043,0.440603,0.253055,1.725833,0,0,1.376995,0,0,0,0,0,0.738799,7.976541,0.653725,0,0.798997,0.454235,niedrig
0.269035,2.179009,0.497329,0,2.574637,0,0.334053,1.025387,0.731173,0.411873,0.561475,0,2.262672,0.549968,0,0,0,0,0,0,0,0,0,0,1.347699,0,0,0,1.269882,3.819338,0,0,5.438406,3.130997,1.416405,0,0,0,2.415476,0,1.317189,0,1.46118,1.366144,0.694841,0.663517,1.185332,0.560244,1.495862,2.424075,0.867861,0,2.263699,0,1.466387,0,0,0.243001,0,0,5.973558,0,4.284483,0,0,0,0,0,1.101507,0.632637,0,0,0,1.631994,0.219781,0,0,0,0,1.400981,1.289138,2.905443,0,0.284088,0.327561,niedrig
1.116544,1.030573,1.043343,1.126288,1.162521,0,0.924254,0,0.946482,0.946715,0.84352,0,0.652694,1.205699,0.77491,1.358371,2.105682,1.470848,0,0,0,1.818292,0,0,1.555038,1.008398,0.923692,0,0,0,1.255017,0,2.510033,0.867045,1.37706,0,1.001975,0,1.341931,0,0.458153,0,0,0.831566,1.127858,2.0194,0.940364,0.158736,1.271482,0,2.213047,0.671154,0.962072,0.810978,1.246429,0,5.0605,2.06551,0,0,0,0,6.591512,0,0,0,0,0,0.338925,1.362604,0,0,0,2.203191,0,0,0,0,0,1.654909,1.740336,0,0,0.767037,1.359437,niedrig
1.34605,0.621204,1.203116,1.719877,0.451101,0.553339,1.414222,0.631418,0.783303,2.130451,1.342316,1.072095,0.946208,1.069938,0.732642,1.123743,0.663609,1.15885,1.458948,1.311275,1.070232,0.859556,1.025011,1.775018,0.980145,1.112293,0.582206,0.311008,1.200615,0.83331,0.988801,1.722503,0.39552,0.728668,0.822021,1.989216,1.288254,0.929029,0.575113,0.45575,0.981905,0,0.185968,1.912602,1.267558,0.633357,0.987178,0.962036,0.802704,0.437068,0.67062,0.91521,0.728843,0.860128,0.566558,0.297187,2.300227,1.815145,1.711825,0.695105,0.367604,0,0.790981,0,1.274359,0.971969,0.570608,1.438792,1.965767,0.545042,0,0,0,1.762553,0.712092,5.917143,0,3.525106,2.18,0.567397,0,3.137879,0,0.61363,1.033749,niedrig
0.661832,0.977396,1.048663,2.058458,1.178982,0,0.84285,0.776146,0.970426,0.685869,0.931244,0,1.187903,0.8662,1.259228,1.324412,0.912462,0.956051,0.531014,0.676126,1.471569,0,0.528521,0.915244,0.80862,2.294105,0.6004,0.641453,1.71434,1.718702,0,0.888166,1.631522,1.127159,1.126686,0.723351,1.639596,0,0.548972,1.740137,1.114545,1.856016,0,1.471232,0.914577,0.893196,1.009787,0.298296,1.080902,1.659434,1.386248,0.900878,0.774823,1.08856,0.334612,1.053119,2.717047,1.386248,1.426521,0,0.919009,0,0,0,1.592949,0,2.853042,1.027709,0.677851,1.265275,0,4.175403,0,1.376995,1.112643,0,0,0.688497,0,1.108198,0,0.490294,0,1.198495,1.146726,niedrig
0.948749,1.391387,1.11354,0.691188,1.404553,0,0.959881,0.803559,0.761375,1.291081,0.983548,0,1.234185,0.899948,0.915802,1.003342,0.414755,0.869137,0,0,2.675579,3.223336,0.960948,0,1.010774,1.191743,1.091636,0,0.692663,1.041638,0,0.807423,1.483202,1.878598,1.150829,1.193529,0.450889,0.557418,0.603869,1.914151,0.856173,0,0,0.956301,1.378101,0.928924,0.919152,0.501271,1.226869,2.385801,2.329523,0.353239,1.012708,0.42683,2.62406,0,0,0.869689,0,0,1.327457,0,0,0,0,0,0,2.968937,0.244779,1.687033,0,0,0,0,0.269732,0,0,2.002901,2.477273,1.504462,0,0,0,1.394613,0.192523,niedrig
0.469709,1.315079,1.24041,0.684389,1.788091,0,0.810034,0,0.734456,0.575272,0.826511,0,1.764884,0.725958,0.402953,0.706353,1.459939,0,1.699245,0,0,1.891024,0,0,0.485172,1.048734,0,0,1.828629,3.666565,0,2.84213,5.22087,1.202303,1.475422,0,0,0,2.012897,0,0.965939,0,1.363768,1.275068,0.864691,1.083745,0.812274,0.590645,1.182774,3.45008,1.372432,0,0,0,0,0,2.353721,1.537124,0,0,3.982372,0,2.856322,0,6.902778,0,0,0,0,1.265275,0,0,0,3.147416,0,0,0,0,0,1.688682,0,0,0,1.095767,0.571889,niedrig
2.362012,0.862578,1.057683,0.897801,0.597277,1.372043,1.19014,0.782822,0.909954,1.194874,1.021203,0,1.636397,0.677639,1.079338,0.78834,0.651759,0.682894,0.505728,0,1.05112,0.844207,2.265091,0,0.577585,0.936369,1.286571,0.916361,2.721175,0.81843,0.582686,2.537616,0,1.476041,1.397768,0,0.94924,0.586755,0.635652,0,1.48606,0,2.098105,2.452053,0.582004,0.476371,1.59215,0.627105,0.627893,1.221016,0.364288,0.662868,0.950195,0.800965,0.61552,0.968609,1.249506,0.306002,3.225178,0,0,0,0.372564,1.637022,0,0,0.403147,0.580879,0.766266,1.540335,0,0,0,1.573708,2.119321,0,0,0,3.892857,0,0,4.482684,0,1.643651,1.625478,niedrig
2.771421,0.562766,1.75651,0.838683,0.54104,0,1.164713,0.650022,0.819081,0.939953,1.224836,0,1.491307,0.649962,1.678971,0.802674,0,0,1.287307,0.819547,0.89186,0,0.640632,4.437546,0.428813,0.397248,1.819394,3.887594,2.077988,1.38885,1.977602,1.614847,0,1.252399,1.180337,0.442048,0,1.238706,2.012897,0,0.9119,1.856016,0.524526,1.961643,0.873005,1.071835,1.263004,1.24818,0.796941,0.563546,0.756597,0.458909,2.302395,0.831772,0.852259,0.670576,0.865043,0.353079,1.141217,0,0,0,0,1.158508,0,0.647979,1.141217,1.644334,0.813421,1.362604,0,0,0,2.002901,1.61839,0,0,2.002901,0,0.64477,0,0,0,2.091919,0.311475,niedrig
2.831757,0.308894,0.900774,0.914287,0.646525,0,1.451729,0.981165,0.819441,1.53703,1.193035,0,1.089819,0.817384,1.848408,0.567026,0.502273,2.105066,0.649559,0,1.08005,0.433721,0.775811,3.358693,0.853131,0.962141,2.643963,1.883165,0.559214,1.261433,0.299362,0.651865,0,1.723485,1.361928,0.204022,0.46245,0.57171,1.238706,0,1.04381,0,1.157916,0.721736,0.795353,1.226881,1.156549,1.09328,0.617497,1.091637,0,1.777891,0,1.074142,0.990539,1.03917,1.34053,0.930164,0.421472,0,0,0,0.194749,1.283574,0,0.478621,0.210736,1.366386,1.101507,1.409056,0,8.350806,0,0,3.708811,0,0,0,0,0.295519,0,0,0,0.958796,0.509331,niedrig
2.612348,1.003061,1.269362,0.456759,0.662981,0,1.319097,2.389577,0.88698,1.27978,1.026252,2.704869,1.279708,0.757333,1.651447,0.578978,0,0.626919,0.464275,0,0,0.77501,0.693142,2.40064,1.126765,0.859618,1.968525,2.523749,1.498877,1.502691,1.604775,1.164807,0,1.231868,1.416405,0.397843,0.450889,0.557418,0.603869,0,1.202651,0,0.444707,2.494698,0.704911,0.80776,1.712805,0.634944,0.529784,1.236279,0.737682,1.006731,0,0.405489,0,0,0,0.413102,1.483582,0.903636,0.955769,0,1.028276,0.75303,0,1.684746,0,1.336022,0.969326,1.062831,0,4.175403,9.956731,0,2.967049,9.245536,0,0,0,0.14776,0,0.980587,0,0.958796,0.127226,niedrig
0.331623,1.79062,0.788177,1.087181,1.718301,0,0.343139,0,0.963003,0.406152,0.977077,0,1.357603,0.659962,2.014765,1.765882,0,0,0,0,0,0,0,0,0.80862,0,4.8032,0,0,0,0,0,0,3.005757,1.770506,0,0,0,0,0,0.585417,0,0,2.125113,0.720576,2.064276,1.903117,0.26456,1.059569,0.686821,0,0,1.603454,0,0,0,0,0.344252,0,0,0,0,0,0,20.708333,0,0,0,0,1.265275,0,0,0,0,0,0,0,0,0,2.364155,0,0,0,0,0.403764,niedrig
0.576572,1.546445,0.57322,0.444756,0.961165,0,0.687838,0,1.525315,0.49846,0.557933,0,1.662371,0.774445,0.411177,1.081152,1.1173,0,0.288987,0,2.402561,0,0.862892,0,0.825122,0,0.980245,0,0.932974,0.935348,0.665927,0,9.322981,1.84026,1.475422,0,0,0,2.012897,0,0.987892,0,0.639266,0.597688,1.418634,0.580577,1.283225,0.379071,0.88561,2.460256,0.880815,0.400689,0.574371,0,0,0,0,1.23314,0,0,0,0,1.008114,0,0,0,1.090869,1.57179,0,1.935126,0,3.516129,8.384615,0.579787,0.624642,0,0,0.579787,1.434211,1.368721,0,0.825758,0,0.605556,1.940823,niedrig
0.596922,2.506869,1.155994,0.217436,1.430749,0,0.617651,0,1.170419,0.365537,0.512966,0,1.810138,0.769955,0,2.35451,0,0,0,0,0,0,0,0,0.80862,0,0,0,2.03181,0,2.175362,4.736884,4.350725,1.001919,1.770506,0,0,0,0,0,1.556678,0,0,0,1.179124,0.211119,1.279406,0.302354,1.614581,2.354816,1.405109,1.278388,0,0,0,0,0,0.393431,0,0,0,0,2.856322,0,0,0,0,2.226703,0.734338,1.265275,0,0,0,1.049139,0.565152,0,0,0,0,2.026419,0,0,0,0,0.484517,niedrig
0.063842,1.225665,1.045283,0.558125,0.742603,0,0.449201,1.94659,1.235939,0.860088,1.614529,0,1.796828,0.679372,0.592578,0,1.073485,0,0,0,3.462514,0,0,0,1.189146,1.542255,0,0,1.792774,2.696004,0,0,0,2.652139,0.32191,2.170053,0,4.053946,2.195887,0,1.189719,0,1.319776,0.616968,0.732198,1.048785,0.547785,1.664415,0.987559,0,1.718871,0.521285,2.241722,3.149427,2.42025,0,0,1.122996,0,0,0,0,0,37.651515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.364155,0,0,0,0,0.31092,niedrig
0.864321,0.907464,0.827408,1.770974,0.605507,0,0.626035,0,1.713494,0.793927,0.742756,0,1.212146,0.824952,1.439118,0.315336,1.303517,2.731574,0.505728,0,0,0,0,0,1.155171,0.936369,1.715429,1.832723,0,4.910578,2.330745,0,0,1.341856,0.737711,2.652288,0.751481,0.929029,0,3.190252,0.545044,4.992042,2.116192,1.319036,1.341762,0.640637,1.007533,1.247211,1.059569,1.177408,0.526916,0.958791,0.687194,0.57927,1.780612,0,0,0.885219,2.318097,0,0,0,0,0,2.588542,0,3.477146,0.835013,1.101507,0.948956,0,0,0,1.573708,2.967049,0,0,0,0,0.168868,1.243097,2.241342,0,1.095767,0.39463,niedrig
1.179798,1.68529,0.890177,1.596238,0.629728,0,0.813846,2.569498,1.296785,1.100912,0.78626,0,1.842461,0.707102,0.287824,1.009076,1.042814,0,0.809164,1.545431,0,1.350731,0,0,0.577585,0,0.686171,0,2.17694,1.309487,3.729193,0,0,1.932272,0.66394,2.983824,0.563611,0,0.754836,4.785377,1.053751,2.412821,1.363768,0.637534,1.297037,0.309641,1.036993,0.556968,1.04098,1.44594,0,0.470985,0,2.276428,0.874687,2.75289,5.326842,1.014637,0,0,1.137821,0,1.632184,1.792929,1.972222,1.002825,0.883085,1.908602,0.839243,0.843517,0,2.672258,0,0.881277,0,0,0,2.64383,0,1.134795,1.392269,1.255152,0,1.227259,1.162842,niedrig
0.792123,0.950472,0.59767,0,1.244476,0,0.608869,0,1.162765,1.108738,1.19472,0,1.566465,0.761494,0.77491,2.037557,0,5.88339,0,0,4.527903,0,0,0,0,2.016795,0,0,0,3.525543,0,0,0,2.890151,0.66394,3.978431,0,0,1.509673,0,0.263438,0,0,0,1.621296,1.857848,0.687309,2.067258,1.182774,0,2.744864,0.624329,0.894951,0.754398,1.159468,0,0,0.768562,0,0,0,0,2.448276,0,0,3.008475,0,3.817204,0.629433,0.723014,0,0,0,3.147416,0,0,0,0,7.785714,1.688682,0,0,0,0,0.275555,niedrig
0.231814,0.556309,1.224353,1.013295,1.470787,0,0.767566,0,1.104684,0.567825,0.853757,0,1.272753,1.03119,0,1.103676,4.56231,0,1.770047,0,0,0,0,0,0.505387,0,0,0,0,0,0,4.440828,0,1.878598,0.885253,0,0,0,0,19.141509,0.526876,0,2.045652,7.650407,0.972777,0,1.432935,1.269887,1.130207,1.098914,0,0,0,0,0,0,0,0.550803,0,0,0,0,0,0,0,0,0,0,4.406028,0,0,0,0,0,0,0,0,0,0,1.182078,0,7.844697,0,0,0.282243,niedrig
1.798942,0.78493,1.036507,1.429718,0.726327,0,1.692194,2.493235,0.949811,1.001472,0.682616,0,0.678802,1.055938,1.611812,0.353176,2.189909,0,0.566415,0,2.35451,0,0,0,1.617239,2.097467,1.92128,0,0,0,0,1.421065,0,1.202303,1.062304,1.591373,0,2.22967,0,0,0.658595,6.032051,0,1.593835,0.810648,1.548207,0.632177,1.493985,2.991723,1.93926,0,1.579186,0,0,0,0,0,0,0,0,4.344406,0,0,0,7.530303,0,0,2.42913,1.602192,0.23005,20.71,0,0,0,0,0,0,0,0,0.591039,8.701681,0,0,0,1.393817,niedrig
1.187247,2.05773,1.11477,0,1.450743,0,0.327594,0,1.080462,0.646254,0.48584,0,2.262672,0.274984,1.678971,0,3.04154,0,0,0,0,0,0,0,0,0,0,8.552707,5.079526,0,10.876812,0,0,0,0.885253,0,0,2.787088,3.019345,0,1.481838,0,2.557065,0,0.607986,0.870866,0.895584,0.423296,2.260413,0,1.967153,0,0,0,6.647619,0,0,1.101605,0,0,0,0,5.712644,0,0,2.339925,0,2.968937,1.468676,0,0,0,0,0,0,0,0,0,0,2.182297,0,0,0,0.590028,1.766749,niedrig
0.616745,1.902947,0.791086,0.385127,1.45342,0,0.583463,2.686437,0.852844,0.755354,1.103268,0,1.272753,0.928071,0.629614,1.103676,0,0,0.885024,0,3.678922,0,0,0,1.263468,1.638646,0,0,1.904822,0,2.039402,0,0,1.408949,0.758788,2.273389,1.288254,0,1.72534,0,0.619854,0,0,2.25012,1.144444,1.366065,0.684859,1.742982,1.329655,0.64642,0,1.579186,3.018266,1.272122,0,1.53838,0,0.648003,0,0,0,0,0,5.378788,0,0,0,0,0.629433,1.807536,4.602222,0,8.850427,2.447991,0,0,0,1.223995,0,1.444762,0,0.871633,0,0.426132,0.858186,niedrig
0.367336,2.203841,1.099407,1.204262,1.540807,0,0.810865,0.933365,0.720258,0.599856,0.76663,0,1.697004,0.567154,1.574035,0.275919,1.710866,0,0.442512,0,1.839461,0,0,0,0.631734,2.457969,1.501,0,2.381028,0,5.098505,1.110207,2.039402,0.939299,1.549193,0,0,0,1.509673,0,0.542372,4.257919,0.601662,3.375179,1.430555,0.409819,0.632177,0.99599,1.495862,2.585681,1.735723,0,1.509133,1.272122,0,1.53838,3.96902,0.648003,0,0,3.982372,0,2.856322,0,0,0,0,0,0.734338,1.265275,2.761333,0,0,0,0,0,0,0.734397,1.816667,1.733714,0,0,0,1.278395,1.565364,niedrig
0.766102,1.225665,1.551066,0.837188,1.377191,0,0.581318,0,0.437332,0.469139,1.630204,0,0.925639,1.19993,0,0,0,3.476549,1.287307,0,5.351159,4.297781,0,0,1.470217,0,0,0,2.770651,0,0,3.229693,0,0,1.770506,0,0,0,0,0,1.030844,0,0,0.831566,0.704911,1.61552,0.775025,1.587359,1.141074,0,1.702344,0.516272,1.480111,3.742973,0,1.508795,0,0.635542,0,0,3.982372,0,0,6.275253,0,0,0,0,1.468676,0.843517,0,0,0,0,0,0,0,0,20.4375,0.591039,0,1.961174,0,1.917593,1.088221,niedrig
0.770221,2.772574,1.762806,1.122252,1.900426,0,0.637575,0,0.382334,0.943322,0.252149,0,2.82834,0.274984,0,0,0,0,0,0,0,0,0,0,0.67385,0,0,0,5.079526,0,0,5.921105,10.876812,1.252399,1.180337,2.652288,0,0,0,0,1.013222,0,0,4.413696,0.99772,0.357278,1.343377,0,2.119137,0,0,0,9.620722,0,0,0,0,0,12.363184,0,0,0,0,12.550505,0,0,0,0,1.468676,0,9.204444,0,0,0,0,0,0,0,0,2.101471,0,0,0,0,2.500735,niedrig
0.655958,1.731589,1.316516,0.286729,0.860114,0,1.085979,0,1.133136,0.803378,0.934129,0,2.545506,0.412476,0,0,0,0,0,0,0,0,0,0,1.010774,0,0,0,5.333503,0,4.894565,0,0,1.878598,0.708202,3.182745,0,2.22967,0,0,0.693257,3.809717,0,0,1.365302,1.222268,1.482347,0.218946,2.046064,1.136808,0,0,1.326996,0,0,0,0,0.569796,0,0,0,0,0,0,0,0,0,0,2.643617,1.01222,0,0,0,2.002901,0,0,0,2.002901,0,1.719386,0,1.426309,0,0,0.479193,niedrig
0,0.601047,1.763754,1.459712,2.012818,0,0.691078,0,0.646491,0.204496,0.901918,0,2.715206,0.329981,0,0.882941,0,0,0,0,0,0,4.228169,0,0,0,0,0,1.523858,0,3.263043,0,6.526087,3.757196,1.770506,0,0,0,0,0,1.053751,0,1.022826,0.956301,1.134907,0.696693,1.709752,0.577221,1.155893,0.74926,0,1.22028,1.749222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.343972,0,1.576104,0,0,0,0,0,niedrig
0.468174,2.059799,1.483628,0.341076,1.287179,0,1.098046,0,0.534517,0.382261,1.494354,0,1.197885,0.970532,0.592578,0.519377,0,0,0,0,0,2.780917,0,0,1.902634,0,0,3.018602,0,2.696004,1.919437,0,0,1.768092,0.885253,3.978431,0,0,0,0,1.609898,0,0,0,0.720576,0.774103,0.688911,0.976836,0.652042,0,0.756597,0,3.946963,4.990631,2.556777,0,0,1.48293,0,0,0,0,0,0,0,0,6.181592,0,2.937352,0,0,0,0,0,0.539463,0,0,2.002901,0,1.934309,0,0,0,0,0,niedrig
0.298461,1.074372,0.866995,0,1.798956,0,0.617651,0,0.822256,1.644917,0.989291,0,2.036405,0.659962,0,0,0,3.824204,0,0,5.886275,0,0,0,0.80862,0,0,0,0,0,0,0,0,4.508636,0.786892,0.884096,0,3.716117,1.341931,0,0.718467,0,0,1.738729,1.179124,1.266715,0.995094,0.470329,1.569731,0.610508,1.092863,0.994302,1.425292,1.201448,1.846561,2.905828,0,0.918005,0,0,0,0,0,0,0,0,0,0,4.406028,0,0,0,0,0,0,0,0,0,0,1.970129,0,2.614899,0,0,0.181694,niedrig
0.810912,1.297355,1.23729,0.59077,0.876552,0,0.671258,0,1.341774,0.882807,0.862778,0,1.319892,0.916613,0.559657,0.490523,1.013847,0,2.360063,3.005005,3.270153,0,0,0,0.67385,1.456574,0,0,2.539763,0,1.812802,0,0,1.252399,0.66394,0,1.127222,4.180632,1.509673,0,0.202644,0,3.147157,1.471232,1.371866,1.607753,1.308931,0.651224,1.738779,0,1.513194,0.688363,1.973482,0.831772,0,2.011727,0,0.211847,0,0,0,0,0,0,0,0,0,0,1.958235,1.405861,0,0,0,0,2.472541,6.16369,0,0,0,1.182078,0,0,0,0,0.438808,niedrig
0.542656,0.651135,0.668757,0.395339,0.765106,0,0.374334,0,2.181908,0.443075,0.355301,0,2.036405,0.329981,2.014765,0,0,0,0,0,0,0,0,0,0.80862,0,4.8032,0,0,0,0,0,26.104348,1.502879,1.770506,0,0,0,0,0,0,0,2.92236,2.732288,0.926455,1.990551,1.343377,0.793679,1.059569,0,0,0,0,0,0,0,0,2.06551,0,15.060606,0,0,0,0,0,0,6.181592,0,1.468676,0,0,22.268817,0,7.343972,0,0,0,0,0,0.788052,0,0,0,0,0.44047,niedrig
1.080052,0.416558,0.692679,0.590134,0.497628,0,0.670535,1.17613,1.614139,1.936934,0.88079,11.981826,2.101053,0.510685,0.719559,0.210224,1.303517,0.910525,0.674304,0,0,1.125609,0,0,0.481321,1.248492,0.57181,0,1.451293,1.09124,2.330745,3.383488,6.215321,1.789141,1.036394,1.358489,0,1.087644,0.29457,4.668661,0.852299,2.128959,2.40665,2.25012,0.953703,0.546426,0.953364,0.614461,1.549477,1.772442,0.951848,1.73201,0.413795,0,1.072197,0.843628,1.08828,0.888391,0,0,0.853365,0,0,0,0,0,0,0.954301,0.944149,1.717159,0,0,0,0,0,8.218254,0,0,0,1.576104,0,0,0,1.704527,0.704468,niedrig
0.199806,0.359623,0.237443,0.109173,0.316927,0,0.124047,0.761532,2.447335,0.367067,0.122646,2.586036,1.697004,0.824952,0,0,3.04154,0,0,0,0,0,0,0,1.347699,0,0,0,5.079526,7.638677,0,0,0,0,1.180337,0,0,1.858059,0,6.380503,0.292709,0,2.272947,4.250226,1.441152,0.516069,1.074701,0,1.69531,0,2.950729,0,0,6.487821,0,0,0,0.826204,9.272388,0,0,0,0,0,0,0,4.636194,0,1.101507,0.632637,0,0,0,3.671986,0.989016,0,0,0,0,1.576104,0,0,0,0,4.561356,niedrig
