fromAreaName,fromAreaCentroidLat,fromAreaCentroidLon,toAreaName,toAreaCentroidLat,toAreaCentroidLon,distance,dist_weighted
0102,52.52735,13.342625,1210,52.574125,13.35884,5.315435835481768,0.0
0102,52.52735,13.342625,1221,52.58747,13.27701,8.022820869723507,0.0
0102,52.52735,13.342625,1222,52.59791,13.237615,10.580247486589029,0.0
0102,52.52735,13.342625,1223,52.63074,13.299445,11.86089641749209,0.0
0102,52.52735,13.342625,1230,52.601545,13.328725,8.303432207032774,0.0
0103,52.55044,13.380705,0101,52.51957,13.37972,3.4332338610458235,0.0
0103,52.55044,13.380705,0102,52.52735,13.342625,3.6365766281665346,0.0
0103,52.55044,13.380705,0103,52.55044,13.380705,0.0,1.0
0103,52.55044,13.380705,0104,52.55159,13.342845,2.563005305523395,0.041072397286449375
0103,52.55044,13.380705,0201,52.50236,13.39747,5.465229378662652,0.0
0103,52.55044,13.380705,0202,52.493465,13.39681,6.428350787016533,0.0
0103,52.55044,13.380705,0203,52.49909,13.433605,6.738740919963873,0.0
0103,52.55044,13.380705,0204,52.51608,13.436655,5.377687960193706,0.0
0103,52.55044,13.380705,0205,52.506925,13.468305,7.650393828295678,0.0
0103,52.55044,13.380705,0301,52.641695,13.47482,11.973832894209371,0.0
0103,52.55044,13.380705,0302,52.61119,13.408325,7.008133504695219,0.0
0103,52.55044,13.380705,0303,52.591265,13.466195,7.347644326076531,0.0
0103,52.55044,13.380705,0304,52.57928,13.39188,3.294615149633726,0.0
0103,52.55044,13.380705,0305,52.55295,13.46232,5.525171020424217,0.0
0103,52.55044,13.380705,0306,52.539255,13.43448,3.843186073323782,0.0
0103,52.55044,13.380705,0307,52.534865,13.423235,3.357285112789644,0.0
0103,52.55044,13.380705,0401,52.53923,13.29955,5.627655578267068,0.0
0103,52.55044,13.380705,0402,52.509625,13.247195,10.107479810528446,0.0
0103,52.55044,13.380705,0403,52.513675,13.31129,6.225654705576597,0.0
0103,52.55044,13.380705,0404,52.48362,13.288505,9.701908521662215,0.0
0103,52.55044,13.380705,0405,52.48926,13.316955,8.055099254923059,0.0
0103,52.55044,13.380705,0406,52.485855,13.229945,12.47528541166529,0.0
0103,52.55044,13.380705,0501,52.56154,13.187695,13.106671300489547,0.0
0103,52.55044,13.380705,0502,52.524285,13.17004,14.541827259192367,0.0
0103,52.55044,13.380705,0503,52.54521,13.2452,9.180948291473557,0.0
0103,52.55044,13.380705,0504,52.470615,13.1505,17.930259754264902,0.0
0103,52.55044,13.380705,0601,52.455195,13.33326,11.066946468858383,0.0
0103,52.55044,13.380705,0602,52.42235,13.33376,14.593363426698362,0.0
0103,52.55044,13.380705,0603,52.43167,13.276485,14.97347108845807,0.0
0103,52.55044,13.380705,0604,52.42953,13.199145,18.217284720742377,0.0
0103,52.55044,13.380705,0701,52.496345,13.356705,6.2303916620506,0.0
0103,52.55044,13.380705,0702,52.482685,13.35553,7.724195393055049,0.0
0103,52.55044,13.380705,0703,52.467845,13.34195,9.551320780344703,0.0
0103,52.55044,13.380705,0704,52.46499,13.391135,9.527791617628989,0.0
0103,52.55044,13.380705,0705,52.43506,13.38959,12.843764737955352,0.0
0103,52.55044,13.380705,0706,52.40867,13.36953,15.782260423817785,0.0
0103,52.55044,13.380705,0707,52.397135,13.403635,17.117340495165344,0.0
0103,52.55044,13.380705,0801,52.47731,13.442305,9.137852610731303,0.0
0103,52.55044,13.380705,0802,52.43766,13.43909,13.148742317784757,0.0
0103,52.55044,13.380705,0803,52.42814,13.465255,14.754948955524345,0.0
0103,52.55044,13.380705,0804,52.420225,13.4878,16.193737675461914,0.0
0103,52.55044,13.380705,0901,52.462155,13.48516,12.097544688321603,0.0
